osmid,y,x,street_count,elevation,highway,railway,ref
5337626351,41.1870221,-8.6843679,1,26.0,,,
5337626352,41.1869418,-8.68435,3,26.0,,,
5337626354,41.1866999,-8.6843334,4,26.0,,,
5337626356,41.1863768,-8.6848907,4,26.0,,,
5337626357,41.1864398,-8.6849146,3,26.0,,,
5337626358,41.1865167,-8.6849294,3,26.0,,,
5337626359,41.1866169,-8.6849547,4,26.0,,,
5337626360,41.1867054,-8.6849741,3,26.0,,,
5337626361,41.1867769,-8.6849915,3,26.0,,,
5337626362,41.1868554,-8.6850097,3,26.0,,,
5337626364,41.1860338,-8.6847461,3,26.0,,,
5337626365,41.1861026,-8.6847751,3,26.0,,,
5337626366,41.1861269,-8.6846202,3,26.0,,,
5337626367,41.1863648,-8.6830849,3,29.0,,,
5337626368,41.1865669,-8.6831308,1,29.0,,,
5337626369,41.1863643,-8.6829057,1,29.0,,,
5337626370,41.1865898,-8.6829573,1,29.0,,,
5337626371,41.1864302,-8.6826512,3,29.0,,,
5337626372,41.1861409,-8.6826079,1,29.0,,,
5337626377,41.1858251,-8.6845905,1,26.0,,,
5337626378,41.1869822,-8.6829356,3,29.0,,,
5337626383,41.18723,-8.6832591,3,29.0,,,
5337626384,41.1866838,-8.6831545,3,29.0,,,
5337626386,41.1874208,-8.6857405,3,20.0,,,
5337626387,41.1867153,-8.6853753,3,26.0,,,
5337626388,41.1868456,-8.6856937,3,20.0,,,
5337626389,41.1869853,-8.685242,3,26.0,,,
5337626399,41.1863896,-8.6829117,4,29.0,,,
5337626400,41.1868847,-8.6847864,4,26.0,,,
5337626401,41.1866474,-8.6847261,4,26.0,,,
5337626402,41.1864048,-8.6846602,4,26.0,,,
5337626403,41.1869142,-8.6845612,4,26.0,,,
5337626404,41.1866772,-8.6845032,4,26.0,,,
5337626405,41.1864317,-8.6844429,4,26.0,,,
5337662871,41.1859373,-8.681362,3,29.0,,,
5337723276,41.1822677,-8.6564813,3,74.0,,,
5337723278,41.1818579,-8.6566684,4,74.0,,,
5337723279,41.1815541,-8.6565678,3,74.0,,,
5337723280,41.1818975,-8.6564678,3,74.0,,,
5337723281,41.1815926,-8.6563659,3,74.0,,,
5337723282,41.1821299,-8.6565446,3,74.0,,,
5337723283,41.1816139,-8.6562534,3,74.0,,,
5337723284,41.1819294,-8.6563615,3,74.0,,,
5337723285,41.1820444,-8.6557528,3,76.0,,,
5337723286,41.1823265,-8.6561729,4,76.0,,,
5337723287,41.1819868,-8.6560579,4,76.0,,,
5337723288,41.1816719,-8.6559481,3,76.0,,,
5337723289,41.1817569,-8.6563023,3,74.0,,,
5337723290,41.1818187,-8.6559975,4,76.0,,,
5337723291,41.1818769,-8.6556973,3,76.0,,,
5337723292,41.1820929,-8.6564175,3,74.0,,,
5337723293,41.1821524,-8.6561129,4,76.0,,,
5337723294,41.182209,-8.6558073,3,76.0,,,
5337723295,41.1819995,-8.6562297,1,76.0,,,
5337723296,41.1821216,-8.6562703,4,74.0,,,
5337723297,41.1822596,-8.6563184,1,74.0,,,
5337723298,41.1820627,-8.6559168,1,76.0,,,
5337723299,41.1821815,-8.6559556,4,76.0,,,
5337723300,41.1823053,-8.6559962,1,76.0,,,
5337723301,41.1817869,-8.6561543,4,76.0,,,
5337723302,41.1819116,-8.656197,1,76.0,,,
5337723303,41.1816884,-8.6561199,1,76.0,,,
5337723304,41.1818494,-8.6558389,4,76.0,,,
5337723305,41.1819541,-8.6558764,1,76.0,,,
5337723306,41.1817394,-8.6558024,1,76.0,,,
5337723307,41.1817036,-8.6566206,3,74.0,,,
5337723308,41.1817338,-8.6564615,1,74.0,,,
5337723309,41.1818233,-8.6565727,1,74.0,,,
5337723310,41.1817209,-8.6565347,4,74.0,,,
5337723311,41.1816292,-8.6565037,1,74.0,,,
5337727888,41.1838033,-8.6311765,4,91.0,,,
5337740842,41.1820585,-8.6331523,3,83.0,,,
5337740844,41.181907,-8.6333525,3,79.0,,,
5337740849,41.1823712,-8.6334023,1,79.0,,,
5337740851,41.1824219,-8.6333989,1,79.0,,,
5337770542,41.1821916,-8.6337432,1,79.0,,,
5337770543,41.1822033,-8.6336207,3,79.0,,,
5337770544,41.1822749,-8.6335412,1,79.0,,,
5337770545,41.182014,-8.6335798,3,79.0,,,
5337770546,41.1820155,-8.633513,1,79.0,,,
5337770547,41.1825163,-8.6335383,1,79.0,,,
5337770548,41.182838,-8.6337823,4,79.0,,,
5337770549,41.1829121,-8.6337907,1,79.0,,,
5337770552,41.182979,-8.6336093,3,79.0,,,
5337770553,41.1829826,-8.6335252,1,79.0,,,
5337770554,41.1832349,-8.6335614,1,79.0,,,
5337770555,41.1827754,-8.6336007,3,79.0,,,
5337770556,41.182771,-8.6335179,1,79.0,,,
5337770557,41.18275,-8.633604,3,79.0,,,
5337770558,41.1828433,-8.6337144,3,79.0,,,
5337770560,41.1833313,-8.6336841,3,79.0,,,
5337770561,41.1829418,-8.6340581,3,79.0,,,
5337770562,41.1829314,-8.6341737,1,79.0,,,
5337770563,41.1831924,-8.6340941,3,79.0,,,
5337770564,41.1831824,-8.6342147,1,79.0,,,
5337770565,41.1824043,-8.6348408,1,79.0,,,
5337770566,41.1824196,-8.6345919,1,79.0,,,
5337770567,41.182649,-8.6348694,1,79.0,,,
5337770568,41.1826637,-8.6346235,1,79.0,,,
5337770569,41.1828762,-8.6330477,1,83.0,,,
5337770570,41.1828874,-8.632804,1,83.0,,,
5337770571,41.1831321,-8.6330749,1,83.0,,,
5337770572,41.183144,-8.6328401,1,83.0,,,
5337811382,41.1814864,-8.6241649,3,96.0,,,
5337811383,41.1815458,-8.6236066,1,96.0,,,
5337811384,41.1804677,-8.628249,3,92.0,,,
5337811386,41.1804985,-8.6279036,3,92.0,,,
5337830554,41.1853986,-8.6290466,3,95.0,,,
5341041759,41.1869537,-8.6832058,4,29.0,,,
5341041760,41.1869305,-8.6834814,4,26.0,,,
5347768476,41.1829534,-8.6840914,1,23.0,,,
5347768485,41.1836264,-8.6828939,3,37.0,,,
5347824689,41.1859439,-8.6323357,3,93.0,,,
5347824690,41.185453,-8.6322837,3,93.0,,,
5347824691,41.1854107,-8.6326656,3,90.0,,,
5347824692,41.185769,-8.6327138,3,93.0,,,
5347824693,41.1857904,-8.6324751,3,93.0,,,
5347824694,41.1854368,-8.632424,3,93.0,,,
5347824695,41.1858955,-8.6322049,1,93.0,,,
5347824696,41.1859415,-8.6323707,3,93.0,,,
5347824706,41.1857599,-8.6327998,3,93.0,,,
5347824707,41.1857098,-8.6327047,3,93.0,,,
5347824713,41.1852884,-8.6322596,3,90.0,,,
5347824715,41.1853042,-8.6328648,3,90.0,,,
5347867721,41.1850477,-8.6322249,4,90.0,,,
5347867722,41.1850806,-8.6318707,3,90.0,,,
5347867723,41.1850604,-8.6320909,3,90.0,,,
5347867724,41.1849597,-8.6320741,3,90.0,,,
5347867730,41.1849502,-8.6322093,3,90.0,,,
5347867736,41.1849594,-8.6329979,1,90.0,,,
5347867737,41.1849734,-8.6328756,3,90.0,,,
5347867738,41.1850024,-8.632621,3,90.0,,,
5347867739,41.1849642,-8.6325742,3,90.0,,,
5347867740,41.1849748,-8.6324587,3,90.0,,,
5347867741,41.1850251,-8.6324226,3,90.0,,,
5347867748,41.1854513,-8.6329928,3,93.0,,,
5347867749,41.1853409,-8.6329781,3,90.0,,,
5347867750,41.1857432,-8.6330238,3,93.0,,,
5347867755,41.1863526,-8.6340362,3,88.0,,,
5347867756,41.1858444,-8.6330372,3,93.0,,,
5347867758,41.1857633,-8.6327675,3,93.0,,,
5347867759,41.1855784,-8.6330077,3,93.0,,,
5347867760,41.1855836,-8.6329408,1,93.0,,,
5347867764,41.1852696,-8.6319144,3,90.0,,,
5347867767,41.185206,-8.6320372,1,90.0,,,
5347867768,41.1853952,-8.6320796,1,90.0,,,
5347867769,41.185412,-8.6319473,3,90.0,,,
5347867770,41.1854633,-8.6319591,3,93.0,,,
5347867773,41.1855112,-8.6320773,1,93.0,,,
5347867774,41.1859363,-8.6320981,3,93.0,,,
5347867776,41.1858414,-8.632112,1,93.0,,,
5347867777,41.1859928,-8.6330579,3,93.0,,,
5347867783,41.1860622,-8.6330673,3,93.0,,,
5347867784,41.1860551,-8.632771,3,93.0,,,
5347867786,41.1860094,-8.6328665,1,93.0,,,
5347867787,41.1860072,-8.6325259,3,93.0,,,
5347867789,41.185935,-8.6326644,1,93.0,,,
5347867790,41.1858915,-8.6324577,1,93.0,,,
5347867791,41.1858949,-8.6324049,4,93.0,,,
5347867792,41.185898,-8.6323661,3,93.0,,,
5347960846,41.1905012,-8.6366394,1,92.0,,,
5347960850,41.1903144,-8.6365786,1,92.0,,,
5347960852,41.1905576,-8.6364951,1,92.0,,,
5347960908,41.1915649,-8.6380919,3,97.0,,,
5347960912,41.1911,-8.6384504,1,97.0,,,
5348016862,41.1839939,-8.6290688,1,95.0,,,
5348016867,41.1839347,-8.6285164,3,95.0,,,
5348318724,41.1899073,-8.6618762,3,79.0,crossing,,
5348318725,41.1893908,-8.6615045,3,80.0,crossing,,
5348318726,41.1892619,-8.661361,3,80.0,,,
5348318727,41.1893639,-8.6611441,1,80.0,,,
5348318734,41.1861526,-8.6596163,3,79.0,,,
5348318952,41.1770721,-8.6921412,3,0.0,,,
5348318954,41.1767618,-8.6920217,1,0.0,,,
5348318955,41.1772382,-8.6921242,1,4.0,,,
5348358108,41.188847,-8.655959,3,80.0,,,
5348358942,41.1875767,-8.6549877,3,80.0,,,
5348358944,41.1876784,-8.6548074,1,80.0,,,
5348358945,41.1877005,-8.6546059,3,80.0,,,
5358968040,41.1748311,-8.6760415,3,24.0,,,
5358968041,41.1748352,-8.6758792,3,24.0,,,
5358968042,41.1756368,-8.6761895,3,19.0,,,
5358968043,41.1756409,-8.6761071,4,19.0,,,
5358968044,41.1756514,-8.6758715,3,19.0,,,
5358968045,41.1749949,-8.6761286,3,24.0,,,
5358968046,41.1749971,-8.6760554,4,24.0,,,
5358968047,41.1750007,-8.6759032,4,19.0,,,
5358968048,41.1750039,-8.6758205,3,19.0,,,
5358968049,41.1754286,-8.67609,3,19.0,,,
5358968050,41.1754332,-8.6759408,3,19.0,,,
5358968051,41.1751376,-8.6760667,3,19.0,,,
5358968052,41.1751425,-8.6759155,3,19.0,,,
5358968053,41.175919,-8.6761225,4,19.0,,,
5358968054,41.1756478,-8.6759594,6,19.0,,,
5358968055,41.175444,-8.6758535,3,19.0,,,
5358968056,41.1759205,-8.6760477,3,19.0,,,
5358968057,41.1758506,-8.675977,4,19.0,,,
5358968058,41.1757655,-8.6758821,3,19.0,,,
5358968059,41.1756924,-8.6761949,3,19.0,,,
5358968060,41.1757675,-8.6761197,4,19.0,,,
5358968061,41.1758269,-8.6760659,4,19.0,,,
5358968062,41.1758861,-8.6760106,4,19.0,,,
5358968063,41.1759233,-8.6759851,4,19.0,,,
5358968068,41.175365,-8.6757017,3,19.0,,,
5358968069,41.1753538,-8.6752833,3,19.0,,,
5358968070,41.1752176,-8.6756872,3,19.0,,,
5358968071,41.1752601,-8.6752867,3,19.0,,,
5358968072,41.1751905,-8.675418,3,19.0,,,
5358968073,41.1752414,-8.6754474,4,19.0,,,
5358968074,41.1753596,-8.6755182,4,19.0,,,
5358968075,41.1753996,-8.6755382,3,19.0,,,
5358968076,41.1752668,-8.6751966,3,19.0,,,
5358968077,41.1753003,-8.6748436,1,29.0,,,
5358968078,41.1753467,-8.6751893,3,19.0,,,
5358968079,41.1753339,-8.6748477,1,29.0,,,
5358968080,41.1753773,-8.6751324,3,19.0,,,
5358968081,41.1753418,-8.6751147,4,19.0,,,
5358968082,41.1752768,-8.6750816,4,19.0,,,
5358968083,41.1752207,-8.6750557,3,19.0,,,
5358968114,41.1751617,-8.6756849,3,19.0,,,
5359091383,41.2020423,-8.6447422,3,98.0,,,
5359091384,41.2021779,-8.644759,3,94.0,,,
5362299764,41.1864195,-8.6827199,3,29.0,,,
5362299768,41.1864835,-8.6827375,3,29.0,,,
5362299769,41.186527,-8.6827899,3,29.0,,,
5362299770,41.186546,-8.6827943,1,29.0,,,
5362299824,41.1866412,-8.6807798,1,36.0,,,
5362299876,41.1873049,-8.6839671,3,26.0,crossing,,
5362299879,41.1869511,-8.683673,3,26.0,,,
5362299881,41.1866786,-8.6836365,1,26.0,,,
5362299882,41.1871895,-8.6839134,3,26.0,,,
5362307584,41.1867916,-8.6834551,3,26.0,,,
5362307585,41.1868207,-8.6831798,4,29.0,,,
5362307586,41.1868519,-8.6829048,3,29.0,,,
5362307587,41.1870672,-8.6835078,3,26.0,,,
5362307588,41.1870971,-8.6832335,4,29.0,,,
5362307589,41.18712,-8.6830331,1,29.0,,,
5373731847,41.1902862,-8.6590221,4,83.0,crossing,,
5373731852,41.1895241,-8.6585876,3,78.0,,,
5373731853,41.1885461,-8.660738,3,80.0,crossing,,
5373731859,41.1888684,-8.6593613,4,78.0,crossing,,
5373731860,41.1883838,-8.6594247,3,78.0,,,
5373731861,41.1885621,-8.6605605,3,80.0,,,
5373731863,41.1879008,-8.659783,3,78.0,,,
5373731866,41.1850665,-8.660327,3,73.0,,,
5373731867,41.1849942,-8.6603172,3,73.0,,,
5373731874,41.185172,-8.6604228,3,75.0,,,
5373731881,41.1833463,-8.6603615,3,73.0,,,
5373919132,41.1844369,-8.6601494,3,73.0,,,
5373919134,41.184167,-8.6600263,3,73.0,,,
5373919136,41.1838216,-8.6598596,3,73.0,,,
5373919146,41.1854403,-8.6615055,3,74.0,,,
5373919150,41.1848741,-8.6612844,1,75.0,,,
5373919151,41.1849193,-8.6611262,1,75.0,,,
5373919158,41.1829063,-8.6606065,4,71.0,crossing,,
5373919162,41.1829474,-8.6605179,3,71.0,,,
5373919323,41.1895481,-8.6618209,3,80.0,,,
5373919328,41.1876943,-8.6550131,3,80.0,,,
5373919329,41.1846524,-8.6521564,1,82.0,,,
5373919330,41.1845747,-8.6521443,3,82.0,,,
5373919331,41.1844354,-8.6520692,3,84.0,,,
5373919337,41.1846534,-8.6511412,1,84.0,,,
5373919338,41.1843357,-8.6527747,1,82.0,,,
5373919339,41.1846191,-8.6518439,1,84.0,,,
5373919340,41.1845605,-8.6511203,3,84.0,,,
5373919349,41.1845484,-8.6488666,3,90.0,,,
5373919353,41.1849663,-8.6488881,3,90.0,,,
5373919354,41.1850665,-8.6489067,1,90.0,,,
5373919355,41.1845787,-8.6490142,1,90.0,,,
5373919356,41.1842376,-8.6489981,3,90.0,,,
5373919357,41.1842577,-8.6493199,1,90.0,,,
5373919358,41.1837362,-8.6494106,3,90.0,,,
5373919359,41.1838338,-8.649564,1,90.0,,,
5373919363,41.1842113,-8.6498591,1,90.0,,,
5373919379,41.1819953,-8.6515405,3,83.0,,,
5373919383,41.182141,-8.6515096,3,83.0,,,
5373919389,41.1823218,-8.6519257,3,83.0,,,
5373919390,41.1822303,-8.6515983,3,83.0,,,
5374060297,41.1922913,-8.6682368,3,68.0,,,
5374060298,41.1922513,-8.6683939,3,68.0,,,
5374060308,41.1919211,-8.669178,3,62.0,,,
5374060528,41.1922209,-8.6675806,3,68.0,,,
5374060533,41.1925556,-8.6675762,4,68.0,crossing,,
5374060547,41.1936051,-8.6671285,4,68.0,crossing,,
5379591304,41.2024316,-8.6415457,3,93.0,,,
5379591305,41.202533,-8.6426523,3,97.0,,,
5379591306,41.2025274,-8.6416507,3,93.0,,,
5379591308,41.2031343,-8.6419458,3,97.0,,,
5379591309,41.203105,-8.6418761,3,97.0,,,
5379591310,41.2030103,-8.6419731,3,97.0,,,
5379591313,41.2025239,-8.6420671,4,97.0,,,
5379591314,41.2026653,-8.6421078,4,97.0,,,
5379591315,41.2024324,-8.6418789,3,97.0,,,
5379591316,41.2025252,-8.6418069,3,97.0,,,
5379591317,41.2024357,-8.6420626,4,97.0,,,
5379591837,41.202672,-8.6417839,3,97.0,,,
5379591838,41.2025248,-8.6417681,3,97.0,,,
5379591841,41.2028491,-8.641814,3,97.0,,,
5379591842,41.2028529,-8.6417196,4,97.0,,,
5379591843,41.2028581,-8.6416387,3,93.0,,,
5379591844,41.2028383,-8.6423347,3,97.0,,,
5379591845,41.2028413,-8.6421467,4,97.0,,,
5379591846,41.2026697,-8.6419184,3,97.0,,,
5379591847,41.2028459,-8.6419469,3,97.0,,,
5379591848,41.2029792,-8.6421881,3,97.0,,,
5379591851,41.2029944,-8.6421723,3,97.0,,,
5379591852,41.2029451,-8.6420769,4,97.0,,,
5379591853,41.2028473,-8.6418864,3,97.0,,,
5379591855,41.2028794,-8.6421564,3,97.0,,,
5379591873,41.2030183,-8.6420095,3,97.0,,,
5379591875,41.2029079,-8.6420043,3,97.0,,,
5379591876,41.2024459,-8.6426417,3,97.0,,,
5379591877,41.202532,-8.6425564,3,97.0,,,
5379591878,41.2026686,-8.6425113,3,97.0,,,
5379591884,41.2029245,-8.6419897,3,97.0,,,
5379591885,41.2026912,-8.6416753,3,97.0,,,
5379591886,41.2026981,-8.6415933,3,93.0,,,
5410053512,41.1799673,-8.6896403,3,16.0,crossing,,
5410133351,41.1899058,-8.6701866,3,69.0,,,
5410171128,41.1918191,-8.6327605,1,113.0,,,
5410535239,41.1828852,-8.6848088,4,23.0,crossing,,
5410905414,41.1848891,-8.6345646,3,88.0,,,
5412057373,41.1798543,-8.6916501,4,16.0,crossing,,
5412057384,41.1802697,-8.690442,4,16.0,,,
5412057385,41.1800969,-8.6902278,4,16.0,crossing,,
5412057386,41.1799319,-8.6902034,4,16.0,crossing,,
5412057387,41.1799004,-8.689519,4,17.0,crossing,,
5412057388,41.1799724,-8.6885555,4,17.0,crossing,,
5413372390,41.1864272,-8.6838284,4,26.0,,,
5413372392,41.1865345,-8.6842455,3,26.0,,,
5413372394,41.1861982,-8.6839938,3,26.0,,,
5413372396,41.1861225,-8.6837361,3,26.0,,,
5413395815,41.1823612,-8.6229492,3,96.0,,,
5413401426,41.1823201,-8.6230149,3,96.0,,,
5413401444,41.1818295,-8.6280265,4,86.0,,,
5413409923,41.1821598,-8.6247314,3,96.0,,,
5413409925,41.1825343,-8.6241143,3,96.0,,,
5413409927,41.1828049,-8.6237446,3,96.0,,,
5413409928,41.1828538,-8.6237524,3,96.0,,,
5413409929,41.1825032,-8.6245037,3,96.0,,,
5413409931,41.1831913,-8.6251108,1,85.0,,,
5413409932,41.1825683,-8.6237048,3,96.0,,,
5413409933,41.1822679,-8.623654,3,96.0,,,
5413409934,41.1827935,-8.6245508,3,96.0,,,
5413409936,41.1829941,-8.623288,3,96.0,,,
5413411224,41.1803083,-8.6259473,1,94.0,,,
5413411229,41.1804721,-8.6249676,3,94.0,,,
5413429241,41.1860404,-8.6339911,3,88.0,,,
5413456555,41.187238,-8.6355288,1,94.0,,,
5413459129,41.1875142,-8.6343895,3,94.0,,,
5441466802,41.1916025,-8.6360673,1,92.0,,,
5441522067,41.1826877,-8.6316851,1,83.0,,,
5441522068,41.1820229,-8.631422,3,83.0,,,
5441522070,41.1815658,-8.6312866,3,83.0,,,
5441522071,41.18198,-8.6314035,3,83.0,,,
5441522072,41.1820454,-8.631143,1,84.0,,,
5441522074,41.1819072,-8.6314306,3,83.0,,,
5454490781,41.184192,-8.6303785,4,91.0,,,
5454490783,41.1838382,-8.6310316,3,91.0,,,
5454490784,41.1839252,-8.631052,1,91.0,,,
5454490785,41.1839352,-8.6306839,3,91.0,,,
5454490786,41.1839735,-8.6306943,1,91.0,,,
5454490787,41.1839054,-8.6312038,1,91.0,,,
5454490789,41.1837137,-8.6312483,3,91.0,,,
5454490793,41.1837966,-8.6314735,3,90.0,,,
5454490795,41.1836773,-8.6313042,4,90.0,crossing,,
5454490802,41.1837256,-8.6313358,4,90.0,crossing,,
5454490804,41.1808341,-8.6283353,1,92.0,,,
5454492441,41.1854063,-8.6251924,3,94.0,,,
5454492450,41.1853896,-8.6254071,3,94.0,,,
5454492451,41.1849356,-8.6253514,1,94.0,,,
5454492454,41.1849356,-8.6251949,1,94.0,,,
5454492466,41.1860001,-8.6251405,3,103.0,,,
5454492521,41.1853102,-8.6263703,3,94.0,,,
5454492525,41.185068,-8.6261809,1,94.0,,,
5455156470,41.1818066,-8.629067,3,86.0,,,
5455156472,41.1825351,-8.6289852,1,86.0,,,
5455156473,41.1824669,-8.6289747,3,86.0,,,
5455156474,41.1824501,-8.6291315,1,86.0,,,
5455156476,41.1824589,-8.6290491,3,86.0,,,
5455156477,41.1824166,-8.6291031,1,86.0,,,
5455156478,41.1817228,-8.6290532,3,86.0,,,
5455156479,41.1819751,-8.6290948,1,86.0,,,
5455156508,41.1825103,-8.628963,1,86.0,,,
5455156509,41.1824929,-8.6291266,3,86.0,,,
5455157034,41.1828794,-8.6295174,1,84.0,,,
5455157035,41.1828359,-8.6295091,3,84.0,,,
5455157036,41.1828563,-8.6293322,1,84.0,,,
5455320193,41.1832552,-8.6296102,3,84.0,,,
5455320194,41.1833461,-8.6287692,3,95.0,,,
5455320196,41.1832883,-8.6293106,3,84.0,,,
5455320201,41.1835754,-8.6305902,1,91.0,,,
5455320202,41.1836121,-8.6301654,3,91.0,,,
5455320203,41.1835723,-8.6301613,3,91.0,,,
5455320208,41.18353,-8.630156,1,91.0,,,
5455320209,41.1837614,-8.6301962,4,91.0,,,
5455320210,41.1838977,-8.6302021,3,91.0,,,
5455320216,41.1837754,-8.6308801,3,91.0,,,
5455320898,41.1847703,-8.6346791,3,88.0,,,
5455320907,41.1834232,-8.6344764,3,88.0,,,
5455320917,41.1834433,-8.6342505,3,88.0,,,
5455320923,41.1835237,-8.6333615,3,88.0,,,
5455320927,41.184767,-8.6335462,3,88.0,,,
5455320933,41.1847859,-8.6332885,3,90.0,,,
5455320937,41.1835382,-8.6331125,3,90.0,,,
5455320975,41.1889038,-8.6308742,3,102.0,,,
5455320976,41.1887293,-8.6308453,4,102.0,,,
5455320977,41.1881205,-8.6311985,3,102.0,,,
5455320978,41.188173,-8.6307938,3,102.0,,,
5455320979,41.1882226,-8.6308049,3,102.0,,,
5455320981,41.1873144,-8.6302996,3,95.0,,,
5455320983,41.1875395,-8.6302249,3,102.0,,,
5455320989,41.1885321,-8.6308097,4,102.0,,,
5455320990,41.1882283,-8.6307491,3,102.0,,,
5455320991,41.1881355,-8.6310793,4,102.0,,,
5455320992,41.1884844,-8.6313361,3,104.0,,,
5455320994,41.1889599,-8.6312608,3,104.0,,,
5455320999,41.1881651,-8.6308547,4,102.0,,,
5455321023,41.1874185,-8.6303246,3,95.0,,,
5455321025,41.187396,-8.6304899,3,95.0,,,
5455321026,41.1872383,-8.6304498,3,95.0,,,
5455321034,41.1872116,-8.6294732,3,95.0,,,
5455321035,41.1874212,-8.6295172,3,95.0,,,
5455321043,41.1882298,-8.6307375,3,102.0,,,
5455321044,41.1873679,-8.630484,3,95.0,,,
5455321045,41.1873528,-8.6305942,4,95.0,,,
5455321046,41.1873421,-8.6306907,3,95.0,,,
5455321047,41.1873858,-8.6303158,3,95.0,,,
5455321048,41.1874005,-8.6301965,3,95.0,,,
5455321051,41.1875253,-8.6303486,3,102.0,,,
5455321052,41.1873665,-8.6295057,3,95.0,,,
5455321054,41.1871184,-8.6294283,3,95.0,,,
5455321055,41.1870376,-8.6299992,3,95.0,,,
5455321062,41.186179,-8.6306052,3,95.0,,,
5455321063,41.1861635,-8.6307297,4,95.0,,,
5455321064,41.1861477,-8.6308546,3,95.0,,,
5455321077,41.1860227,-8.628746,3,104.0,,,
5455321078,41.186119,-8.6308465,3,95.0,,,
5455321080,41.1859038,-8.6318228,4,93.0,crossing,,
5455321081,41.1860248,-8.6308239,4,95.0,,,
5455321082,41.1859438,-8.6306852,4,95.0,crossing,,
5455321089,41.1858627,-8.6288439,3,104.0,,,
5455321090,41.1859316,-8.6289885,3,104.0,,,
5455321091,41.1860716,-8.6288561,3,104.0,,,
5455321092,41.1859668,-8.6305053,3,95.0,,,
5455321093,41.186139,-8.6305374,3,95.0,,,
5455321094,41.1869343,-8.6307035,3,95.0,,,
5455321096,41.1870458,-8.6307269,3,95.0,,,
5455321104,41.186828,-8.6309836,3,95.0,,,
5455321105,41.18684,-8.6308582,4,95.0,,,
5455321106,41.1868522,-8.6307262,3,95.0,,,
5455321109,41.1881362,-8.6310745,3,102.0,,,
5455321119,41.1888834,-8.6310571,4,102.0,,,
5455321120,41.1887181,-8.6309555,4,102.0,,,
5455321225,41.1885863,-8.6308194,4,102.0,,,
5455321227,41.1892436,-8.6304694,3,102.0,,,
5455321230,41.1889351,-8.6310859,3,102.0,,,
5455321232,41.1891,-8.6303872,3,102.0,,,
5455321241,41.188851,-8.6310372,3,102.0,,,
5455321242,41.1888693,-8.6308685,4,102.0,,,
5455321246,41.1887728,-8.6308525,3,102.0,,,
5455321250,41.1886966,-8.6308394,3,102.0,,,
5455321253,41.18848,-8.6307985,3,102.0,,,
5455321256,41.1883653,-8.6307746,3,102.0,,,
5455321259,41.1885327,-8.6297512,3,102.0,,,
5455321269,41.1886347,-8.6297767,3,102.0,,,
5455321273,41.1885376,-8.6293108,3,102.0,,,
5455321293,41.1883132,-8.6283374,1,103.0,,,
5455321294,41.1884707,-8.6285412,3,103.0,,,
5455321295,41.1885594,-8.6284581,1,103.0,,,
5455321311,41.1889731,-8.6311766,4,102.0,,,
5455321312,41.188984,-8.6311132,3,102.0,,,
5455331224,41.1852944,-8.6306478,1,91.0,,,
5455331225,41.1851679,-8.6316635,3,90.0,,,
5455331228,41.1845257,-8.6315751,3,90.0,,,
5455331231,41.1848392,-8.631791,3,90.0,,,
5455331232,41.1848458,-8.6317204,4,90.0,crossing,,
5455331233,41.1848519,-8.6316557,3,90.0,,,
5455331234,41.1852305,-8.6316787,4,90.0,crossing,,
5455331237,41.1842553,-8.6305112,1,91.0,,,
5455331241,41.1842349,-8.63027,3,91.0,,,
5455331244,41.1842195,-8.6303854,4,91.0,,,
5455331245,41.1848607,-8.6305477,1,91.0,,,
5455331246,41.183655,-8.6327107,4,90.0,,,
5455331252,41.1846821,-8.6325453,3,90.0,,,
5455331253,41.1846946,-8.6324595,4,90.0,,,
5455331254,41.184718,-8.6323037,4,90.0,,,
5455331255,41.1847275,-8.6322423,3,90.0,,,
5456747071,41.1848781,-8.6318802,3,90.0,,,
5456747072,41.1849367,-8.6318916,4,90.0,crossing,,
5456747073,41.1849746,-8.631899,3,90.0,,,
5456747074,41.1833565,-8.6329684,1,90.0,,,
5456769842,41.2023879,-8.6420615,3,97.0,,,
5456805033,41.1751252,-8.6756796,4,19.0,,,
5456805040,41.1747352,-8.6754696,3,24.0,,,
5456805059,41.174816,-8.6756675,1,24.0,,,
5456805063,41.1750675,-8.6756501,4,19.0,,,
5456805070,41.1749797,-8.6753549,3,24.0,,,
5456805073,41.1750959,-8.6754401,3,19.0,,,
5472588721,41.2055885,-8.6391138,1,95.0,,,
5474314452,41.1970311,-8.6415931,3,111.0,,,
5474314456,41.1972497,-8.6412491,3,111.0,,,
5474314457,41.1969007,-8.6410801,3,111.0,,,
5474314458,41.1970982,-8.6415662,3,111.0,,,
5474314459,41.1972828,-8.6411501,3,111.0,,,
5474314460,41.1967811,-8.6408862,3,111.0,,,
5474314461,41.1968211,-8.6409073,3,111.0,,,
5474314462,41.1973435,-8.6409687,3,111.0,,,
5474314464,41.1969862,-8.6409941,3,111.0,,,
5474314469,41.2015187,-8.6446029,3,98.0,,,
5474314470,41.2015464,-8.6444562,4,98.0,,,
5474314471,41.2017094,-8.6436184,3,99.0,,,
5474314472,41.2014133,-8.6444114,3,98.0,,,
5474314473,41.2015848,-8.6435585,3,99.0,,,
5474314474,41.2016772,-8.6445002,3,98.0,,,
5474314475,41.2018419,-8.6436822,3,99.0,,,
5474314476,41.2019791,-8.6437482,3,99.0,,,
5474314477,41.201825,-8.64455,4,98.0,,,
