osmid,y,x,street_count,elevation,highway,railway,ref
26122673,41.1816016,-8.6211293,3,94.0,,,
26122679,41.1817809,-8.6223813,3,94.0,motorway_junction,,
26122700,41.1802373,-8.6229097,3,95.0,,,
62890972,41.1971414,-8.6682248,4,73.0,,,
62890974,41.1967558,-8.6686416,3,73.0,,,
62890975,41.1966176,-8.6689483,3,68.0,,,
62890977,41.1966317,-8.669938,3,68.0,,,
62890979,41.1973876,-8.6714767,4,64.0,,,
62890984,41.1981564,-8.6733125,4,57.0,,,
62890985,41.1986975,-8.673889,3,57.0,,,
62890991,41.2000948,-8.6756905,1,46.0,,,
62892598,41.1958462,-8.6662198,4,72.0,,,
62897093,41.1997743,-8.666857,3,66.0,,,
62913389,41.1996019,-8.6716464,4,60.0,,,
62913390,41.1992045,-8.6717048,3,60.0,,,
62913393,41.1986111,-8.6717914,3,60.0,,,
62915435,41.1899203,-8.6751636,4,42.0,,,
62915441,41.1912961,-8.6771925,3,27.0,,,
62915442,41.1916867,-8.6772559,4,32.0,,,
62915443,41.1919098,-8.6771504,3,32.0,,,
62915449,41.1966327,-8.6731264,4,63.0,,,
62917390,41.1959485,-8.6719032,3,64.0,,,
62917391,41.1960361,-8.6715247,3,64.0,,,
62917393,41.1964405,-8.6699415,4,68.0,,,
62921657,41.1927306,-8.6684003,4,68.0,,,
62924606,41.2004869,-8.6688347,3,42.0,,,
62924617,41.1976852,-8.6689912,3,68.0,,,
62929803,41.1926577,-8.6701252,3,62.0,crossing,,
62929807,41.1960427,-8.6725556,3,64.0,,,
62941777,41.1940022,-8.6608908,4,78.0,,,
62944785,41.1924219,-8.6678404,3,68.0,,,
62944787,41.1927708,-8.6672903,4,68.0,,,
62944790,41.193186,-8.667114,4,68.0,,,
62946572,41.2023457,-8.6638362,3,49.0,,,
62946573,41.1989751,-8.6637747,3,71.0,,,
62950557,41.1975084,-8.670045,1,68.0,,,
62952208,41.1994637,-8.6691942,3,55.0,,,
62952212,41.199473,-8.6685458,3,66.0,,,
62953033,41.1987444,-8.6690824,1,55.0,,,
62954778,41.1964561,-8.6681844,1,73.0,,,
62966114,41.2004384,-8.673592,4,36.0,,,
62966116,41.1998933,-8.6723307,3,60.0,,,
64639473,41.2003694,-8.6657649,3,73.0,,,
64639474,41.2005838,-8.6657981,3,73.0,,,
64639480,41.2016843,-8.6638126,3,56.0,,,
64640471,41.2008949,-8.6606407,3,74.0,,,
64640472,41.2011089,-8.6608843,3,74.0,,,
64640473,41.2012731,-8.6613627,3,74.0,,,
64640479,41.2007082,-8.6629807,3,56.0,,,
64640480,41.2004075,-8.6654649,3,73.0,,,
64641283,41.1998829,-8.6657199,3,73.0,,,
64644549,41.1994193,-8.6627054,3,71.0,,,
64644554,41.2002651,-8.6606876,3,74.0,,,
64644555,41.2004975,-8.6601776,3,67.0,,,
64646401,41.2011249,-8.6656605,3,73.0,,,
64646843,41.201632,-8.6652707,3,73.0,,,
64647236,41.2006465,-8.6657761,3,73.0,,,
64647242,41.2010352,-8.6654709,3,73.0,,,
64647808,41.2006421,-8.6668242,1,57.0,,,
64648108,41.2020504,-8.6675735,3,57.0,,,
64648110,41.2020843,-8.6677006,3,43.0,,,
64648929,41.2021098,-8.6683807,3,43.0,,,
64648931,41.2018676,-8.6691882,3,42.0,,,
64648932,41.2020161,-8.6692225,3,42.0,,,
64648936,41.204378,-8.6664414,3,29.0,,,
64649388,41.2034523,-8.6676294,4,43.0,,,
64650619,41.2025243,-8.6684511,1,43.0,,,
64652362,41.2013593,-8.6699636,3,42.0,,,
64653261,41.2008735,-8.6703678,1,42.0,,,
64653265,41.2000465,-8.6716343,3,66.0,,,
64653634,41.2017384,-8.6703211,1,42.0,,,
64653636,41.2013115,-8.6716499,3,66.0,,,
64653702,41.2003096,-8.6709825,3,66.0,,,
64653705,41.2015929,-8.6708549,3,66.0,,,
64654984,41.2016127,-8.6716586,3,66.0,,,
64655071,41.2013635,-8.6735986,3,36.0,,,
64655073,41.2010479,-8.6716475,3,66.0,,,
64655296,41.2009618,-8.6734192,3,36.0,,,
64655298,41.2005292,-8.6716469,3,66.0,,,
64655936,41.2004674,-8.6730922,1,36.0,,,
64655938,41.2001895,-8.6723229,3,66.0,,,
64656399,41.2015907,-8.6737842,3,36.0,,,
64656405,41.1999827,-8.6741197,3,57.0,,,
64658270,41.2005786,-8.6791475,3,37.0,,,
64658273,41.2012795,-8.6784286,3,37.0,,,
64660155,41.1918724,-8.6696285,3,62.0,crossing,,
64661163,41.1915507,-8.6660976,3,73.0,,,
64661170,41.1899038,-8.6699774,3,69.0,,,
64661180,41.18911,-8.6750594,4,46.0,,,
64661182,41.1879924,-8.6757526,3,46.0,,,
64661184,41.1877913,-8.6757862,3,46.0,,,
64661186,41.1874234,-8.6757433,3,45.0,,,
64661188,41.1870192,-8.6760814,3,45.0,,,
64661190,41.1866438,-8.6770631,3,45.0,,,
64661315,41.187144,-8.6757687,3,45.0,,,
64661316,41.1873061,-8.6756279,4,45.0,,,
64661318,41.1876347,-8.6755015,3,46.0,,,
64661319,41.1882517,-8.6752977,3,46.0,,,
64661776,41.1935787,-8.6726774,1,57.0,,,
64661777,41.193881,-8.6729317,3,53.0,,,
64661778,41.1950792,-8.674615,3,53.0,,,
64661878,41.1940962,-8.6725045,3,58.0,,,
64661879,41.1953434,-8.674313,3,53.0,,,
64662075,41.1950225,-8.6733115,1,53.0,,,
64662077,41.1955887,-8.674005,3,53.0,,,
64662143,41.1942819,-8.672158,3,58.0,,,
64662144,41.195784,-8.6737973,3,53.0,,,
64662481,41.1945192,-8.6717066,3,58.0,,,
64662482,41.1961715,-8.6734969,4,63.0,,,
64663097,41.1928385,-8.6797408,1,20.0,,,
64663108,41.1919228,-8.6773797,3,32.0,,,
64663158,41.1930293,-8.6767405,1,38.0,,,
64663160,41.1921667,-8.6775582,3,32.0,,,
64663666,41.1943276,-8.6771222,3,56.0,,,
64663668,41.1941068,-8.6765436,3,53.0,,,
64663669,41.1940272,-8.6764144,3,53.0,,,
64663675,41.1948239,-8.6753027,3,53.0,,,
64663677,41.1948763,-8.6748426,3,53.0,,,
64663942,41.1962297,-8.6777026,3,58.0,,,
64663948,41.1949312,-8.6761318,3,53.0,,,
64664138,41.1953485,-8.6759801,3,53.0,,,
64664144,41.195761,-8.6775711,3,56.0,,,
64664444,41.1955743,-8.6758492,3,53.0,,,
64664445,41.1959673,-8.6772688,1,58.0,,,
64664874,41.1974215,-8.679098,1,58.0,,,
64664875,41.197108,-8.6790845,3,58.0,,,
64664876,41.1966107,-8.6790845,3,58.0,,,
64664877,41.1964808,-8.6789234,3,58.0,,,
64664880,41.1961621,-8.6784028,3,58.0,,,
64664881,41.1961685,-8.6779908,4,58.0,,,
64664889,41.1955258,-8.6740996,3,53.0,,,
64665567,41.1969446,-8.6784106,3,58.0,,,
64665929,41.1969214,-8.6775009,3,58.0,,,
64665932,41.1969603,-8.67663,3,58.0,,,
64665935,41.1969145,-8.6750372,3,58.0,,,
64665936,41.196704,-8.6746509,4,63.0,,,
64665937,41.1963889,-8.6740813,3,63.0,,,
64666404,41.1956325,-8.6778277,1,56.0,,,
64666406,41.196926,-8.6780242,3,58.0,,,
64666560,41.1962776,-8.6774456,3,58.0,,,
64666813,41.1959314,-8.6751566,3,58.0,,,
64667442,41.1977444,-8.6773127,1,58.0,,,
64667444,41.1969393,-8.6772949,3,58.0,,,
64667649,41.1977637,-8.6767119,1,58.0,,,
64667830,41.1972461,-8.6762467,1,58.0,,,
64668005,41.1974574,-8.6763043,1,58.0,,,
64668006,41.1974408,-8.6759382,3,58.0,,,
64668915,41.2034226,-8.6631177,3,49.0,,,
64668918,41.2032597,-8.6637035,3,49.0,,,
64669021,41.2030993,-8.6635393,3,49.0,,,
64669540,41.2028784,-8.6636828,3,49.0,,,
64669640,41.2033504,-8.6646254,3,55.0,,,
64669714,41.2030443,-8.6641001,3,49.0,,,
64669751,41.2036081,-8.6651116,3,55.0,,,
64669973,41.2039696,-8.6579091,3,61.0,,,
87006477,41.2029033,-8.6640022,3,49.0,,,
87006487,41.2032437,-8.6639727,3,49.0,,,
87009269,41.2103117,-8.6771388,4,55.0,,,
87009274,41.209641,-8.6756389,3,55.0,,,
87009277,41.2097849,-8.6732137,3,40.0,,,
87009296,41.2050055,-8.6670648,3,11.0,,,
87020476,41.1900299,-8.6745037,3,56.0,,,
87041454,41.1898374,-8.674503,3,56.0,,,
87057062,41.1903634,-8.6746934,3,56.0,,,
96497243,41.1778207,-8.6563346,3,73.0,,,
96497255,41.1757606,-8.6708931,4,46.0,,,
105748388,41.1923302,-8.6645719,3,80.0,,,
105750022,41.1944397,-8.6617066,3,78.0,,,
111508341,41.1736164,-8.6884308,3,8.0,,,
111508660,41.1747167,-8.6889019,3,8.0,,,
111508662,41.1740417,-8.6888179,4,8.0,crossing,,
111619640,41.1735769,-8.689151,3,8.0,,,
111622360,41.1764537,-8.6911853,3,0.0,,,
111622361,41.1739647,-8.6892325,4,8.0,crossing,,
111627979,41.1765964,-8.6891266,4,9.0,crossing,,
111632278,41.1793746,-8.6656729,3,68.0,,,
111632279,41.1793719,-8.6658958,3,68.0,,,
111633569,41.1774721,-8.6577885,3,73.0,,,
111635403,41.178011,-8.6560048,3,78.0,,,
111636742,41.1783026,-8.655249,3,78.0,,,
111636743,41.1783165,-8.6552994,3,78.0,,,
111641067,41.180656,-8.6499464,3,82.0,,,
111641071,41.1787218,-8.6535155,3,83.0,,,
112613574,41.1809482,-8.6207465,3,98.0,,,
112627997,41.1817841,-8.6193071,3,89.0,,,
112628000,41.1806614,-8.6219016,3,95.0,,,
112628017,41.1839497,-8.6409582,3,92.0,,,
112628020,41.1843166,-8.6416622,5,92.0,,,
112628025,41.1842739,-8.6430707,4,90.0,,,
112628026,41.1827622,-8.6462188,4,85.0,,,
112628027,41.1822039,-8.6472289,3,85.0,,,
112629313,41.1803609,-8.6228988,3,95.0,,,
112638854,41.1812809,-8.622365,1,94.0,,,
114302213,41.1808482,-8.6800419,3,23.0,,,
114302214,41.1810456,-8.6792516,3,23.0,,,
114302508,41.1815729,-8.6780478,3,22.0,,,
114302525,41.1805933,-8.6808788,3,23.0,,,
114302538,41.1807554,-8.6819597,3,30.0,,,
114302543,41.1808149,-8.6821053,3,30.0,,,
114302558,41.1807118,-8.6824552,3,30.0,,,
114302571,41.1804489,-8.6824677,3,30.0,,,
114302589,41.1821705,-8.6831056,3,24.0,,,
114302590,41.1806193,-8.682605,4,30.0,crossing,,
114302594,41.1805453,-8.6837215,4,24.0,,,
114302596,41.1804793,-8.6846956,3,24.0,,,
114302599,41.1804014,-8.6856549,3,18.0,,,
114302601,41.1803362,-8.6866408,4,18.0,,,
114302604,41.1802698,-8.6876136,4,17.0,,,
114302606,41.1802054,-8.6886032,3,17.0,,,
114302622,41.1799769,-8.6895279,4,17.0,,,
114302625,41.1801144,-8.6875876,4,17.0,,,
114302629,41.1801901,-8.6866247,4,18.0,,,
114302631,41.1802594,-8.6856412,3,18.0,,,
114302635,41.1803328,-8.6846815,3,24.0,,,
114302637,41.1804033,-8.6837094,4,24.0,,,
114302641,41.1804776,-8.6825945,4,30.0,crossing,,
114302649,41.1792573,-8.6815701,4,30.0,crossing,,
114302652,41.1792977,-8.681407,4,30.0,crossing,,
114302655,41.1802809,-8.6819183,4,30.0,crossing,,
114302693,41.1965322,-8.6279082,3,85.0,,,
114302699,41.1989572,-8.6273274,3,77.0,,,
114302804,41.2003327,-8.6274638,3,65.0,,,
114302856,41.2190723,-8.6268854,3,56.0,,,
122509808,41.1784349,-8.6893489,4,10.0,,,
125800785,41.1998995,-8.6573933,3,75.0,,,
125800790,41.199391,-8.6574557,3,75.0,,,
125800805,41.1992471,-8.6587083,4,81.0,crossing,,
125800815,41.1978474,-8.6607582,3,76.0,,,
125804428,41.1999825,-8.6541402,3,83.0,,,
130074728,41.1895622,-8.6644333,3,74.0,,,
130074729,41.189578,-8.6648827,4,73.0,crossing,,
130074735,41.1898464,-8.6663883,3,73.0,,,
130074754,41.189394,-8.6670495,3,66.0,,,
130074755,41.1897113,-8.6669223,3,73.0,,,
130074756,41.1920873,-8.6624299,5,83.0,,,
130074757,41.1916574,-8.6651352,3,73.0,,,
130074780,41.1902185,-8.6662214,4,73.0,crossing,,
130074810,41.1897747,-8.6666717,3,73.0,,,
135809827,41.2200228,-8.6269948,3,56.0,,,
135809980,41.2228707,-8.627421,3,49.0,,,
135810004,41.2190053,-8.6270296,3,56.0,,,
257729745,41.1902376,-8.6621741,3,79.0,,,
257729751,41.1900031,-8.6618388,3,79.0,,,
257729756,41.1903145,-8.6618828,3,79.0,,,
257729804,41.1905374,-8.6621169,3,79.0,,,
269522222,41.2248791,-8.6317633,3,45.0,,,
269562193,41.2245005,-8.6828673,3,58.0,,,
269562194,41.2223566,-8.6854235,3,49.0,,,
269562195,41.2191873,-8.6890392,4,41.0,crossing,,
269562618,41.218401,-8.6898084,3,41.0,,,
269562668,41.2183869,-8.6901641,3,41.0,,,
269562671,41.218096,-8.6903729,3,41.0,,,
269562673,41.2179521,-8.6901456,3,41.0,,,
269562677,41.2182299,-8.6895066,3,42.0,,,
269562849,41.2176214,-8.6898486,3,41.0,,,
269563607,41.2148022,-8.6938125,3,45.0,,,
269563610,41.2091305,-8.6961989,3,40.0,,,
269563613,41.2077846,-8.6963368,3,35.0,,,
269563614,41.2068842,-8.6963298,3,35.0,,,
269563624,41.2012413,-8.6964314,3,43.0,,,
277354014,41.2009392,-8.6593265,3,67.0,,,
277354018,41.200091,-8.6596003,3,67.0,,,
277354029,41.202588,-8.6586691,3,50.0,,,
277354032,41.2017446,-8.6593836,3,67.0,,,
277354088,41.2007464,-8.6585674,1,67.0,turning_circle,,
277391140,41.1909883,-8.6770144,3,42.0,,,
277540582,41.2005512,-8.6748133,3,36.0,,,
277541151,41.1978416,-8.6746928,3,63.0,,,
277541155,41.1974076,-8.6739748,3,63.0,,,
277544739,41.1990398,-8.6717385,3,60.0,,,
277712826,41.1993812,-8.6627928,3,71.0,,,
277713240,41.1959181,-8.6626758,3,76.0,,,
277714990,41.1952463,-8.6640698,3,77.0,,,
277715048,41.193692,-8.6640534,3,80.0,,,
277715050,41.1947858,-8.6642161,3,77.0,,,
277715376,41.2010832,-8.6580043,1,59.0,,,
277765227,41.191827,-8.6692616,3,62.0,,,
277765939,41.1899079,-8.6716148,3,60.0,,,
277768190,41.1903425,-8.6709641,1,60.0,,,
277768191,41.1899104,-8.6706524,3,69.0,,,
277771345,41.1929558,-8.6628574,3,80.0,,,
277773178,41.1936822,-8.6635487,1,80.0,,,
277773187,41.1963163,-8.6608162,4,76.0,,,
277774242,41.1961259,-8.6617413,3,76.0,,,
277774347,41.1967387,-8.6613079,1,76.0,,,
278404522,41.2045739,-8.6881223,3,43.0,,,
278405074,41.2025077,-8.6931938,3,38.0,,,
278405076,41.2039738,-8.6926687,3,38.0,,,
278405388,41.2020595,-8.6934493,3,32.0,,,
278405389,41.2019783,-8.6935288,3,32.0,,,
278405391,41.2017266,-8.6934863,3,32.0,,,
278405393,41.2016821,-8.6930468,3,32.0,,,
278405644,41.2033421,-8.6850474,4,38.0,,,
278723413,41.2341394,-8.6430135,3,43.0,,,
278725636,41.2181342,-8.6339219,3,72.0,,,
278725637,41.2171734,-8.6339299,3,72.0,,,
278725752,41.2193897,-8.6238582,3,48.0,,,
278978975,41.1954988,-8.6664011,3,77.0,,,
278978977,41.1955994,-8.6665765,3,77.0,,,
278978980,41.195003,-8.6661494,1,77.0,,,
278978981,41.1956193,-8.6664243,4,77.0,,,
278979115,41.1947623,-8.6663609,1,77.0,,,
278979417,41.1945796,-8.6684607,3,73.0,,,
278979501,41.1936779,-8.6665998,1,72.0,,,
278979506,41.1945633,-8.6666224,1,77.0,,,
278979508,41.1942765,-8.6666035,1,77.0,,,
278979511,41.194937,-8.6675929,1,73.0,,,
278980002,41.1961031,-8.6667624,3,73.0,,,
279907212,41.2253362,-8.662657,3,60.0,,,
279907219,41.2250509,-8.6624749,3,63.0,,,
279907221,41.2249823,-8.6627206,3,47.0,,,
279907222,41.2249306,-8.662772,3,47.0,,,
279907225,41.2246329,-8.66269,3,47.0,,,
279907496,41.2226379,-8.6663406,3,33.0,,,
279907522,41.221479,-8.67097,3,53.0,,,
279907526,41.2212738,-8.6710959,3,53.0,,,
279907527,41.2211796,-8.6712673,3,53.0,,,
279907536,41.2208542,-8.6711587,3,53.0,,,
279907539,41.2208515,-8.6708812,3,53.0,,,
279907541,41.2209463,-8.6707509,3,39.0,,,
279907543,41.2210745,-8.6707155,3,39.0,,,
279907546,41.221253,-8.6708693,3,53.0,,,
279907550,41.2213348,-8.670911,3,53.0,,,
279907561,41.2205311,-8.6710289,3,54.0,,,
279907668,41.1995089,-8.6765518,3,51.0,,,
279907700,41.1971094,-8.6784229,3,58.0,,,
279907704,41.1973112,-8.6786265,3,58.0,,,
279907740,41.1978051,-8.6796353,4,33.0,,,
279907797,41.1983641,-8.6798298,3,5.0,,,
279907828,41.1990398,-8.6791821,3,5.0,,,
279907833,41.1990056,-8.6786933,3,26.0,,,
279907885,41.1934914,-8.6800614,4,20.0,,,
279907903,41.1939201,-8.6802184,5,39.0,,,
279907909,41.1946134,-8.6806637,3,39.0,,,
279907920,41.1952516,-8.6806403,1,39.0,,,
279907953,41.2010546,-8.6752448,3,46.0,,,
279908010,41.2026687,-8.6750522,1,6.0,,,
279908055,41.1962878,-8.6808241,3,33.0,,,
279908058,41.1965191,-8.6808197,3,33.0,,,
279911765,41.2010577,-8.6758757,3,46.0,,,
279911903,41.2004562,-8.6790709,3,37.0,,,
279911908,41.1992394,-8.677828,3,26.0,,,
279918983,41.2209311,-8.6705496,3,39.0,,,
279919398,41.2182785,-8.674523,3,67.0,,,
280063257,41.2170927,-8.6747049,3,67.0,,,
280063400,41.2306513,-8.674671,3,69.0,,,
280063413,41.2248804,-8.6771922,3,63.0,,,
280064299,41.2252734,-8.6805856,3,60.0,,,
280064342,41.2216086,-8.676889,3,60.0,,,
280064570,41.2158456,-8.6568749,3,38.0,,,
280064576,41.2176332,-8.6596263,3,29.0,,,
280064780,41.204039,-8.641745,3,97.0,,,
280064795,41.207874,-8.6479845,4,74.0,,,
280064809,41.2137636,-8.6517969,3,60.0,,,
280064826,41.2048192,-8.6421254,3,88.0,,,
280064841,41.2151282,-8.6560226,3,42.0,,,
280064842,41.2164154,-8.6573568,3,38.0,,,
280065096,41.1942742,-8.6355463,4,111.0,,,
280065105,41.2023824,-8.6414407,3,93.0,,,
280065117,41.2093393,-8.642855,1,73.0,,,
280065163,41.2036762,-8.641722,3,97.0,,,
280065166,41.2063158,-8.6425376,3,78.0,,,
280065173,41.1925703,-8.6153738,3,93.0,,,
280065204,41.2088959,-8.6430293,3,73.0,,,
280065275,41.1931653,-8.6114064,4,107.0,,,
280065295,41.190078,-8.6329932,4,103.0,,,
280065301,41.1899042,-8.6404404,3,104.0,,,
280065445,41.1914911,-8.6204372,3,80.0,,,
280065679,41.1903175,-8.6315114,4,103.0,,,
280065680,41.1899816,-8.6358335,4,92.0,,,
280065683,41.1894688,-8.6410442,3,104.0,,,
280065687,41.1881544,-8.6443366,3,99.0,,,
280065689,41.1890567,-8.6512491,3,88.0,,,
280065691,41.1916306,-8.6532236,4,86.0,,,
280065755,41.1920744,-8.6597201,3,82.0,,,
280065838,41.1916395,-8.6585374,3,83.0,crossing,,
280065890,41.1914857,-8.6584084,4,83.0,,,
280065939,41.1916038,-8.6577899,3,84.0,,,
280065968,41.1921014,-8.6622978,4,83.0,crossing,,
280066703,41.2228001,-8.6787316,3,63.0,,,
280066707,41.2193294,-8.6790431,3,64.0,,,
280067063,41.2181395,-8.6795611,3,59.0,,,
280067064,41.2168967,-8.6799233,3,59.0,,,
280067075,41.2134836,-8.6771476,3,57.0,,,
280070055,41.202399,-8.6429363,3,97.0,,,
280070067,41.2015362,-8.6473354,3,95.0,,,
280071988,41.2122367,-8.663028,4,63.0,,,
280071998,41.2067591,-8.6594549,3,67.0,,,
280072229,41.1957622,-8.6583964,4,80.0,,,
280072454,41.192516,-8.65899,3,82.0,,,
280072465,41.1943285,-8.6604789,3,78.0,,,
280072546,41.1921227,-8.6598641,3,82.0,,,
280072660,41.1940413,-8.6563411,3,82.0,,,
280072881,41.193212,-8.6622267,3,83.0,,,
280072883,41.1929746,-8.6602684,3,82.0,,,
280072987,41.1942242,-8.6592658,1,80.0,,,
280072992,41.1929053,-8.6583168,3,87.0,,,
280073200,41.1981433,-8.6589781,3,81.0,,,
280073203,41.1967624,-8.6581926,3,78.0,,,
280073204,41.1973695,-8.6577254,3,78.0,,,
280073206,41.1948802,-8.6597284,3,80.0,,,
280073212,41.1975161,-8.6588671,3,75.0,,,
280073215,41.1966924,-8.6587711,3,75.0,,,
280073216,41.1985108,-8.6591295,3,81.0,,,
280073257,41.1975651,-8.6573436,4,78.0,,,
280073408,41.1945995,-8.6561577,3,80.0,,,
280073414,41.1974984,-8.6565102,4,78.0,,,
280241003,41.2037673,-8.6787564,7,21.0,,,
280241021,41.2091414,-8.6599681,4,64.0,,,
280241024,41.2092752,-8.6586912,3,64.0,,,
280241476,41.1941063,-8.6880888,4,23.0,crossing,,
280241485,41.1973803,-8.6832862,3,3.0,,,
280241641,41.197982,-8.6846833,3,21.0,,,
280241666,41.197898,-8.6830469,3,3.0,,,
280241836,41.1978587,-8.6835367,3,12.0,,,
280248007,41.2047035,-8.6543374,3,73.0,,,
280248010,41.2045594,-8.6545293,3,73.0,,,
280248016,41.2043401,-8.6541362,3,76.0,,,
280248748,41.2000375,-8.6519421,3,85.0,,,
280248751,41.2002061,-8.6516653,3,85.0,,,
280249842,41.2043642,-8.6538521,3,76.0,,,
280250754,41.204481,-8.6537485,3,76.0,,,
280250794,41.2046872,-8.6533931,3,76.0,,,
280250798,41.2046693,-8.6538522,3,76.0,,,
280251388,41.2047307,-8.6545893,3,73.0,crossing,,
280251645,41.2047412,-8.654767,3,73.0,,,
280252525,41.204716,-8.6524095,3,76.0,,,
280255092,41.1999122,-8.6529638,3,83.0,,,
280255308,41.2000858,-8.6524753,4,76.0,crossing,,
280255445,41.2006773,-8.651391,3,85.0,,,
280255500,41.2006444,-8.651651,4,85.0,crossing,,
280257165,41.1996621,-8.6600472,3,81.0,,,
280260041,41.1988883,-8.659533,4,81.0,crossing,,
280260160,41.1992967,-8.6587379,4,81.0,crossing,,
280260511,41.1979218,-8.6609498,3,89.0,,,
280260513,41.1978532,-8.6610308,3,76.0,,,
280260515,41.1976545,-8.6611216,3,76.0,,,
280260518,41.1975664,-8.6611075,3,76.0,,,
280260653,41.1975754,-8.6608886,3,76.0,,,
280260659,41.1973309,-8.661044,3,76.0,,,
280260927,41.1957577,-8.660689,4,78.0,,,
280261684,41.1979047,-8.6613361,3,76.0,,,
280261756,41.1978197,-8.6611519,4,76.0,crossing,,
280352754,41.2091912,-8.674611,3,40.0,,,
280353193,41.1998854,-8.6866091,4,18.0,,,
280445704,41.2186552,-8.662697,3,22.0,,,
280445707,41.2200324,-8.6624866,3,74.0,,,
280480995,41.217318,-8.6622343,1,35.0,,,
283316482,41.1939775,-8.6666094,1,77.0,,,
287458335,41.2014843,-8.6034961,4,68.0,,,
287458336,41.2016541,-8.6055317,3,77.0,,,
287458347,41.1953006,-8.6047167,3,105.0,,,
287458349,41.1939567,-8.6076434,3,101.0,,,
287458354,41.1884335,-8.612387,4,85.0,,,
287458368,41.1806196,-8.6580946,3,79.0,,,
287458372,41.1854374,-8.6619137,3,74.0,,,
287458376,41.1860604,-8.6601297,3,79.0,,,
287458384,41.1952031,-8.6038803,4,97.0,,,
287458385,41.1860054,-8.6596372,3,79.0,,,
287458386,41.1860099,-8.6595796,3,79.0,,,
287458388,41.1915242,-8.6055593,4,104.0,,,
287458389,41.1946322,-8.6047792,3,105.0,,,
287458391,41.1893001,-8.6051059,3,103.0,,,
287458423,41.1860087,-8.6034276,3,114.0,,,
287458433,41.1902302,-8.6053539,4,104.0,,,
287458461,41.195892,-8.6119263,3,100.0,,,
291991193,41.1797924,-8.6274757,3,92.0,,,
291991212,41.1805334,-8.6275104,3,92.0,,,
292257945,41.2013776,-8.6085953,3,75.0,,,
292257951,41.2014452,-8.6088074,3,75.0,,,
292257954,41.2002623,-8.6091282,3,75.0,,,
292257959,41.2002466,-8.6086922,3,75.0,,,
292258158,41.2082862,-8.6245581,3,65.0,,,
292258177,41.2062288,-8.6210376,3,50.0,,,
292258196,41.2042001,-8.6163891,4,39.0,,,
292258206,41.2054561,-8.61972,3,39.0,,,
292258210,41.200679,-8.6119976,4,67.0,,,
292258226,41.2001044,-8.6101041,3,75.0,,,
292258273,41.1996424,-8.6092092,3,87.0,,,
292314101,41.1938153,-8.6890013,4,23.0,crossing,,
292314122,41.1894878,-8.6964257,4,5.0,,,
292314124,41.1884089,-8.6980267,3,8.0,,,
292314129,41.1869353,-8.7003394,3,5.0,,,
292314186,41.1869649,-8.7018989,4,5.0,,,
292314195,41.1877096,-8.7029134,3,8.0,,,
292314200,41.187913,-8.7030602,4,8.0,crossing,,
292314206,41.1893987,-8.7045545,4,0.0,crossing,,
292314208,41.1894695,-8.7046033,4,0.0,,,
292314211,41.1899718,-8.7048688,4,1.0,crossing,,
292314214,41.1907713,-8.705142,3,1.0,,,
292314221,41.191855,-8.7056464,3,12.0,,,
292314233,41.1950673,-8.7081399,3,12.0,,,
292314234,41.1967408,-8.7092765,3,9.0,,,
292337607,41.2038257,-8.6032425,1,54.0,,,
292340256,41.1995274,-8.6086642,1,87.0,crossing,,
292783564,41.2182721,-8.6140453,3,90.0,,,
292783565,41.2181553,-8.6140484,4,90.0,crossing,,
292783575,41.2156368,-8.6142471,4,91.0,crossing,,
292783576,41.2155233,-8.6142565,3,91.0,,,
292783586,41.2134212,-8.6136889,3,87.0,,,
292783604,41.2089439,-8.6134874,3,66.0,,,
292783607,41.2081711,-8.6136221,3,57.0,,,
292783622,41.2055936,-8.6147489,3,39.0,,,
292783626,41.2049323,-8.614825,3,39.0,crossing,,
292783635,41.2043665,-8.6145998,3,39.0,,,
292783636,41.2041677,-8.6146276,3,39.0,,,
293056992,41.1981231,-8.6268957,3,75.0,,,
293057005,41.2001673,-8.6236742,3,62.0,,,
293057007,41.2002382,-8.6232413,3,62.0,,,
293057017,41.2003045,-8.6227547,3,59.0,,,
293057018,41.1998598,-8.6225605,3,60.0,,,
293057019,41.1998488,-8.6226805,3,60.0,,,
293057035,41.2000646,-8.6223472,3,59.0,,,
293057037,41.2002455,-8.6224297,3,59.0,,,
293057040,41.1998105,-8.6221887,3,60.0,,,
293057044,41.1994564,-8.6214299,3,60.0,,,
293057046,41.2004859,-8.6224484,3,59.0,,,
293057049,41.2009781,-8.6224876,3,59.0,,,
293057055,41.2020941,-8.6225247,3,44.0,,,
293057059,41.2023763,-8.6225712,3,44.0,,,
293057061,41.2022594,-8.6226493,3,44.0,,,
293057070,41.2023003,-8.6222067,3,44.0,,,
293057083,41.2034965,-8.6229608,3,48.0,,,
293057140,41.20727,-8.6209684,3,56.0,,,
293057154,41.2114869,-8.6162881,4,78.0,,,
293057157,41.2124723,-8.6155164,4,78.0,crossing,,
296057068,41.181094,-8.6236547,4,94.0,,,
296057070,41.1808656,-8.6257703,3,94.0,,,
296057078,41.1810505,-8.6240805,3,94.0,,,
296057110,41.1822018,-8.6243034,3,96.0,,,
296058425,41.182304,-8.6229396,3,96.0,mini_roundabout,,
296058426,41.1820387,-8.6259645,4,85.0,,,
296058430,41.1811761,-8.6291268,3,92.0,,,
296058742,41.1807044,-8.630184,3,86.0,,,
296058743,41.1809573,-8.6302818,3,86.0,,,
296058746,41.18732,-8.6323225,3,93.0,,,
