city,o,d,planned_length_m,actual_length_m,length_delta_m,length_delta_pct,planned_friction_cost,actual_friction_cost,friction_savings_pct,overlap_pct,diverges_completely,planned_n_edges,actual_n_edges
Mindelo,13620771035,2302851699,728.1245847720144,728.1245847720144,0.0,0.0,1006.1974463113967,1006.1974463113967,0.0,100.0,False,8,8
Mindelo,1460476698,8454098863,441.42779673254523,441.42779673254523,0.0,0.0,507.64196624242703,507.64196624242703,0.0,100.0,False,9,9
Mindelo,7741990103,2295386642,2912.3719387119577,2912.3719387119577,0.0,0.0,3697.742822445685,3697.742822445685,0.0,100.0,False,30,30
Mindelo,13658425882,1460394606,1819.3367458162836,1819.3367458162836,0.0,0.0,2288.4028862698206,2288.4028862698206,0.0,100.0,False,19,19
Mindelo,7762651298,13041426259,325.2260886829006,358.8748632133223,33.64877453042175,10.346271624977083,591.1245361580045,544.4766941390031,7.8913729959828025,40.0,False,10,10
Mindelo,1460394571,2297808417,221.58830705680774,221.58830705680774,0.0,0.0,266.19461287376566,266.19461287376566,0.0,100.0,False,3,3
Mindelo,1486919301,1486919210,1135.0547507810093,1135.0547507810093,0.0,0.0,1322.8572553751515,1322.8572553751515,0.0,100.0,False,12,12
Mindelo,1428182581,1487706853,2437.06930939526,2453.4685411547794,16.399231759519353,0.672907893768056,2951.8402448973247,2947.542925483349,0.14558102937326584,90.47619047619048,False,21,21
Mindelo,1460475769,2295378462,2182.5511655786468,2198.950397338167,16.399231759520262,0.7513790291909346,2853.273816818943,2848.684279764858,0.16085161637946105,92.85714285714286,False,28,28
Mindelo,13319633436,914326685,2314.7328785811,2360.955692512296,46.222813931196015,1.996896244871675,3058.3934957779293,3035.99481423046,0.7323675510816438,84.61538461538461,False,26,29
Mindelo,7762651287,7656150126,2569.70999251909,2599.5335746907663,29.823582171676208,1.160581632110171,3105.7178408150767,3096.915192749467,0.283433605909906,90.47619047619048,False,21,24
Mindelo,8449223815,2295378462,2532.125629965654,2595.2712839324086,63.14565396675471,2.4937804514703807,3315.0233861391057,3066.1320995535757,7.507979811732344,26.923076923076923,False,26,30
Mindelo,1460477207,1428182584,347.44120623248307,347.44120623248307,0.0,0.0,425.77845787604036,425.77845787604036,0.0,100.0,False,6,6
Mindelo,13319870888,11821884998,1902.6612914490927,1902.6612914490927,0.0,0.0,2259.2043959735793,2259.2043959735793,0.0,100.0,False,19,19
Mindelo,2295378462,13640879278,1232.909387218659,1232.909387218659,0.0,0.0,1540.8512654370884,1540.8512654370884,0.0,100.0,False,20,20
Mindelo,3897693140,1460476784,3110.8060154854998,3110.8060154854998,0.0,0.0,3608.7451915477886,3608.7451915477886,0.0,100.0,False,20,20
Mindelo,7741945441,3016736622,2685.6322317266654,2685.6322317266654,0.0,0.0,3658.6732418260926,3658.6732418260926,0.0,100.0,False,41,41
Mindelo,3016736622,13041426272,3897.275101986707,3943.497915917903,46.222813931196015,1.186029025963117,5293.929730368405,5271.531048820937,0.42310122514432125,92.0,False,50,53
Mindelo,1428182582,1486919300,1372.5007107578813,1397.914418943447,25.41370818556561,1.8516353387920952,1865.1335620409254,1665.057374984251,10.727177459492,50.0,False,20,20
Mindelo,1460394627,1428182531,1006.7130106700646,1006.7130106700646,0.0,0.0,1183.144115756957,1183.144115756957,0.0,100.0,False,12,12
Mindelo,1460394593,6432885373,2300.1928158605315,2312.2697298706626,12.076914010131077,0.5250392022293553,3075.708070155032,2787.1054045354167,9.383291880658502,18.181818181818183,False,22,23
Mindelo,1428182589,13620771068,862.3644720155738,862.3644720155738,0.0,0.0,1071.1130404389037,1071.1130404389037,0.0,100.0,False,14,14
Mindelo,1460394768,13620771083,833.768513267072,833.768513267072,0.0,0.0,1194.4083802569983,1194.4083802569983,0.0,100.0,False,19,19
Mindelo,1428182526,13319870881,1429.535820734336,1445.9350524938561,16.399231759520035,1.1471717967232145,1754.1187226455968,1749.8214032316207,0.24498452462184434,86.66666666666667,False,15,15
Mindelo,13620771096,1460394577,1472.1794163907102,1472.1794163907102,0.0,0.0,2061.4372939756727,2061.4372939756727,0.0,100.0,False,27,27
Mindelo,1486919277,1487706256,2400.867815946231,2400.867815946231,0.0,0.0,2870.136865481213,2870.136865481213,0.0,100.0,False,15,15
Mindelo,13319159473,13319870885,968.3698865149175,968.3698865149175,0.0,0.0,1136.7507197576958,1136.7507197576958,0.0,100.0,False,14,14
Mindelo,7852861139,7656150125,2534.7408854852397,2534.757654474727,0.01676898948744565,0.0006615662209683997,3159.1299415077137,3156.876175926637,0.07134133836865623,90.47619047619048,False,21,21
Mindelo,3897693166,3016736621,3250.4342215930355,3256.227576317041,5.7933547240054395,0.17823325528384698,4177.424676739603,4172.109104508177,0.1272451963292993,94.44444444444444,False,36,36
Mindelo,1460477136,2302857450,1278.1107461820075,1278.1107461820075,0.0,0.0,1604.942113675712,1604.942113675712,0.0,100.0,False,8,8
Mindelo,1460476319,1486919210,1622.4688081810248,1622.4688081810248,0.0,0.0,2256.417225363278,2256.417225363278,0.0,100.0,False,24,24
Mindelo,13319570963,13319871000,2707.995346223414,2724.394577982934,16.399231759520262,0.6055856699455088,3179.069473482155,3174.772154068179,0.13517538543342494,90.0,False,20,20
Mindelo,1486919334,1460394577,2714.580322292526,2739.994030478091,25.413708185565156,0.9361928979173727,3376.8781719908566,3168.2301879938436,6.1787240572556215,72.97297297297297,False,37,37
Mindelo,1486919335,1486919210,1322.472674796354,1322.472674796354,0.0,0.0,1623.579687213976,1623.579687213976,0.0,100.0,False,25,25
Mindelo,1486919310,2295378462,2749.2958406802763,2821.951711553206,72.65587087292988,2.6427083545491477,3620.1084485908355,3293.658342860351,9.017688568351003,25.925925925925927,False,27,33
Mindelo,6432885387,1460477136,250.76903744800217,250.76903744800217,0.0,0.0,288.38439306520246,288.38439306520246,0.0,100.0,False,2,2
Mindelo,13614748821,8514504956,852.2983323123552,852.2983323123552,0.0,0.0,1179.343878181725,1179.343878181725,0.0,100.0,False,14,14
Mindelo,1460477241,1460477061,268.09964423664906,268.09964423664906,0.0,0.0,308.3145908721464,308.3145908721464,0.0,100.0,False,3,3
Mindelo,1428182577,1460476983,1166.6094907262607,1166.6094907262607,0.0,0.0,1345.1553717308755,1345.1553717308755,0.0,100.0,False,13,13
Mindelo,1460476982,13300045616,2909.7499818303672,2926.1492135898875,16.399231759520262,0.56359590555627,3501.2736340815736,3496.9763146675973,0.12273589165228298,92.5925925925926,False,27,27
Mindelo,2297813173,1460474980,1341.495139986677,1341.495139986677,0.0,0.0,1636.624634692455,1636.624634692455,0.0,100.0,False,12,12
Mindelo,13319858452,1460476990,583.1357481548405,583.1357481548405,0.0,0.0,619.0873028645916,619.0873028645916,0.0,100.0,False,7,7
Mindelo,1428182582,1487705416,2867.8701969019326,2914.093010833128,46.22281393119556,1.6117470721348746,3729.086033219518,3706.687351672049,0.6006480233477243,85.71428571428571,False,28,31
Mindelo,7741945452,2299042284,2648.448833505622,2648.448833505622,0.0,0.0,3621.9586346760307,3621.9586346760307,0.0,100.0,False,38,38
Mindelo,1460477235,13620771081,1139.5021555912265,1139.5021555912265,0.0,0.0,1418.7095614305174,1418.7095614305174,0.0,100.0,False,13,13
Mindelo,1460477136,1460475769,1065.3981572739224,1065.3981572739224,0.0,0.0,1234.0525645190767,1234.0525645190767,0.0,100.0,False,12,12
Mindelo,1486919263,1460476993,1830.5076749272928,1830.5076749272928,0.0,0.0,2275.002808299661,2275.002808299661,0.0,100.0,False,21,21
Mindelo,11821884998,2298905781,2803.439787809814,2828.853495995379,25.413708185565156,0.9065187808231688,3493.2481080918637,3284.6001240948503,5.972893351425426,72.22222222222223,False,36,36
Mindelo,7656150124,1460394627,1966.541308234083,2007.2738074315473,40.73249919746422,2.0712760533894525,2528.9600587118284,2346.484137208605,7.21545288446236,5.882352941176471,False,17,25
Mindelo,2295378462,6432885376,2470.897398818101,2496.011842337603,25.114443519501947,1.0164098084977096,3197.6990339451636,2938.3524033434483,8.11041401484699,38.46153846153846,False,26,29
Mindelo,1486919286,1460476768,2453.049893873587,2478.4636020591524,25.41370818556561,1.0360045365989305,3051.4693133466785,2842.8213293496656,6.837623537107756,66.66666666666667,False,30,30
Mindelo,13620771075,7656150123,1430.6091182663108,1430.6091182663108,0.0,0.0,1790.4001420357054,1790.4001420357054,0.0,100.0,False,24,24
Mindelo,1460394587,12228186206,1846.0623984536273,1846.0623984536273,0.0,0.0,2024.748007846421,2024.748007846421,0.0,100.0,False,15,15
Mindelo,2298905782,1486919335,2750.2586796734877,2775.6723878590533,25.41370818556561,0.924047922233364,3564.3865972948065,3364.3104102381308,5.6132010822990885,76.19047619047619,False,42,42
Mindelo,1460394655,1460477070,1777.9867024498487,1777.9867024498487,0.0,0.0,2188.4129128078366,2188.4129128078366,0.0,100.0,False,18,18
Mindelo,13319611404,7655602177,943.0926842510623,943.0926842510623,0.0,0.0,1032.6706254025144,1032.6706254025144,0.0,100.0,False,2,2
Mindelo,1460476983,13319571266,2273.711866410842,2273.711866410842,0.0,0.0,2801.8401184436348,2801.8401184436348,0.0,100.0,False,21,21
Mindelo,9561185463,1460477127,2754.4099067133425,2754.4099067133425,0.0,0.0,3169.180427788562,3169.180427788562,0.0,100.0,False,18,18
Mindelo,1428182605,13658530535,26.81240755929933,26.81240755929933,0.0,0.0,30.83426869319423,30.83426869319423,0.0,100.0,False,1,1
Mindelo,1428182439,13041426259,3964.8430285975955,4044.714617059213,79.87158846161765,2.014495602613277,5466.1445111218745,5397.097987555403,1.2631668157690241,81.13207547169812,False,53,56
Mindelo,13319633439,7656150105,1284.4889911527725,1284.4889911527725,0.0,0.0,1788.8848854282676,1788.8848854282676,0.0,100.0,False,14,14
Mindelo,13658425890,2299042285,2067.875600272295,2067.875600272295,0.0,0.0,2533.184813607558,2533.184813607558,0.0,100.0,False,22,22
Mindelo,13041426256,1460394640,2793.648751009012,2839.8715649402084,46.22281393119647,1.654567844812333,3639.7373581761995,3626.345173056505,0.3679437223570774,86.66666666666667,False,30,33
Mindelo,13092919554,2302861192,1844.2118841552924,1844.2118841552924,0.0,0.0,2191.9500633718458,2191.9500633718458,0.0,100.0,False,22,22
Mindelo,269535343,1460394511,1769.172950035705,1769.172950035705,0.0,0.0,2657.55917300151,2657.55917300151,0.0,100.0,False,21,21
Mindelo,3016736622,1460475707,1226.608772596913,1226.608772596913,0.0,0.0,1648.9115029888014,1648.9115029888014,0.0,100.0,False,22,22
Mindelo,13319870873,3050546713,3317.249490995836,3333.648722755356,16.399231759520262,0.49436232650071865,3793.551418573452,3788.9618815193667,0.12098259777406913,93.10344827586206,False,29,29
Mindelo,13319871001,6432885388,1050.7618558562547,1050.7618558562547,0.0,0.0,1214.0331323447874,1214.0331323447874,0.0,100.0,False,8,8
Mindelo,7852861138,9561185478,3720.9264884597264,3759.9007694395486,38.9742809798222,1.047434855289376,4572.401968375876,4409.989226956794,3.5520223843480623,87.09677419354838,False,32,31
Mindelo,6975638532,1486919245,2725.063097403094,2725.063097403094,0.0,0.0,3697.7684518654037,3697.7684518654037,0.0,100.0,False,29,29
Mindelo,3016736620,2297808420,605.8558959535384,609.1905462000581,3.3346502465196863,0.5504032012878872,719.3662789007656,705.4739710777538,1.9311869669843285,71.42857142857143,False,9,7
Mindelo,1460476784,2297808420,906.202933882042,906.202933882042,0.0,0.0,1032.0339417876583,1032.0339417876583,0.0,100.0,False,8,8
Mindelo,1460477066,13041426263,3452.5383023515396,3498.7611162827357,46.222813931196015,1.3388066947646444,4363.312403028684,4340.913721481214,0.5133412297483355,86.66666666666667,False,30,33
Mindelo,2298905796,13319570913,1503.1052410919426,1503.1052410919426,0.0,0.0,1781.8867123105042,1781.8867123105042,0.0,100.0,False,16,16
Mindelo,1486919310,1460476709,2615.167135146836,2650.0910602385766,34.923925091740784,1.3354375948816704,3293.2434609408288,3007.036657798861,8.690727136833143,62.06896551724138,False,29,31
Mindelo,1460477066,1460476887,167.81805984402064,167.81805984402064,0.0,0.0,217.84132810518133,217.84132810518133,0.0,100.0,False,2,2
Mindelo,1460394769,7852861139,1338.7621178585039,1338.7621178585039,0.0,0.0,1790.2156829227642,1790.2156829227642,0.0,100.0,False,10,10
Mindelo,13319670857,1486919303,1606.7760107204733,1606.7760107204733,0.0,0.0,1946.2610185781482,1946.2610185781482,0.0,100.0,False,23,23
Mindelo,2297813180,7656150103,2373.683979082298,2373.683979082298,0.0,0.0,2832.2871378812247,2832.2871378812247,0.0,100.0,False,28,28
Mindelo,9561185478,13614748821,1247.1597163782262,1280.9634569026834,33.803740524457226,2.710458017568422,1532.7155508712042,1512.7583011715858,1.3020843749040436,54.54545454545455,False,11,15
