u,v,key,osmid,lanes,surface,ref,highway,oneway,reversed,length,grade,grade_abs,elevation_change,name,maxspeed,junction,lit,smoothness,bridge,service,sidewalk,access,incline,tactile_paving,width,footway
2298905808,2298905801,0,220801022,,asphalt,,service,False,False,70.2275187282828,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
2298905808,2298905798,0,220801022,,asphalt,,service,False,True,35.93132973402071,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
2298905808,2298905784,0,"[220801028, 220801029, 220801030]",,wood,,"['steps', 'footway']",False,True,16.997166984279563,-0.5295000048139771,0.5295000048139771,-9.0,,,,no,,,,,,up,no,,
2298908210,1428182439,0,129447259,,,,residential,False,False,71.91092992307067,0.0,0.0,0.0,Rua Bartolomeu Dias,,,,,,,,,,,,
2298908210,1428182441,0,129447259,,,,residential,False,True,39.3478472340766,0.15248610589307646,0.15248610589307646,6.0,Rua Bartolomeu Dias,,,,,,,,,,,,
2298908210,1428182433,0,"[220801352, 220801353]",,,,"['service', 'footway']",False,"[False, True]",138.63740590104854,0.04327836315894757,0.04327836315894757,6.0,Travessa Fernando Pessoa,20,,,,,,,,,,,
2299038368,9646064636,0,1052078509,,,,residential,False,True,22.465059850201833,0.0,0.0,0.0,,,,,,,,,,,,,
2299038368,2299038384,0,220816290,,,,residential,False,False,25.17982492799931,0.0,0.0,0.0,,,,,,,,,,,,,
2299038368,1428182479,0,222180985,,sett,,residential,False,True,124.53245159307002,0.07227031898005959,0.07227031898005959,9.0,Rua do Norte,,,,,,,,,,,,
2299038379,9646064636,0,220922273,,asphalt,,residential,False,False,3.2734317480080586,0.0,0.0,0.0,,,roundabout,,,,,right,,,,,
2299038379,2299042285,0,220816432,,,,residential,False,True,91.328548764145,0.09854530835962809,0.09854530835962809,9.0,Rua das Caravelas,20,,,,,,,,,,,
2299038379,2299038386,0,220922273,,asphalt,,residential,False,True,28.1914626800573,0.0,0.0,0.0,,,roundabout,,,,,right,,,,,
2299038384,2299038368,0,220816290,,,,residential,False,True,25.17982492799931,0.0,0.0,0.0,,,,,,,,,,,,,
2299038384,2299038386,0,220922273,,asphalt,,residential,False,False,25.51991558798436,0.0,0.0,0.0,,,roundabout,,,,,right,,,,,
2299038384,9646064636,0,220922273,,asphalt,,residential,False,True,12.997959463510284,0.0,0.0,0.0,,,roundabout,,,,,right,,,,,
2299038386,2299051452,0,220691655,,sett,EM 531-2,residential,False,False,35.362348792047804,0.25450798115604517,0.25450798115604517,9.0,Rua da Praia,,,,,,,,,,,,
2299038386,2299038379,0,220922273,,asphalt,,residential,False,False,28.191462680057295,0.0,0.0,0.0,,,roundabout,,,,,right,,,,,
2299038386,2299038384,0,220922273,,asphalt,,residential,False,True,25.519915587984357,0.0,0.0,0.0,,,roundabout,,,,,right,,,,,
2299042284,1460394577,0,220691655,,sett,EM 531-2,residential,False,False,71.15350791911472,0.0,0.0,0.0,Rua da Praia,,,,,,,,,,,,
2299042284,2299051452,0,220691655,,sett,EM 531-2,residential,False,True,48.58671135702902,0.0,0.0,0.0,Rua da Praia,,,,,,,,,,,,
2299042284,2299042285,0,220816431,,,,residential,False,True,82.0819808379857,0.0,0.0,0.0,Rua de Sagres,20,,,,,,,,,,,
2299042285,2299042284,0,220816431,,,,residential,False,False,82.0819808379857,0.0,0.0,0.0,Rua de Sagres,20,,,,,,,,,,,
2299042285,2299042288,0,220816431,,,,residential,False,True,4.198438261041363,0.0,0.0,0.0,Rua de Sagres,20,,,,,,,,,,,
2299042285,2299038379,0,220816432,,,,residential,False,False,91.328548764145,-0.09854530835962809,0.09854530835962809,-9.0,Rua das Caravelas,20,,,,,,,,,,,
2299042286,1428182483,0,132756342,,,,residential,False,False,11.709917652815214,0.0,0.0,0.0,Rua Mares da Portela,,,,,,,,,,,,
2299042286,1460394577,0,132756342,,,,residential,False,True,153.35238037694558,0.0,0.0,0.0,Rua Mares da Portela,,,,,,,,,,,,
2299042286,2299042288,0,220816433,,,,service,False,False,104.98668995327739,0.0,0.0,0.0,Rua das Caravelas,20,,,,,,,,,,,
2299042288,2299042285,0,220816431,,,,residential,False,False,4.198438261041363,0.0,0.0,0.0,Rua de Sagres,20,,,,,,,,,,,
2299042288,1428182479,0,220816431,,,,residential,False,True,37.76667106813027,0.0,0.0,0.0,Rua de Sagres,20,,,,,,,,,,,
2299042288,2299042286,0,220816433,,,,service,False,True,104.98668995327739,0.0,0.0,0.0,Rua das Caravelas,20,,,,,,,,,,,
2299051450,1428182464,0,132749772,2,sett,EM 531-2,secondary,False,False,25.015433348389067,0.0,0.0,0.0,Rua da Praia,50,,yes,,,,,,,,,
2299051450,1460394599,0,132749772,2,sett,EM 531-2,secondary,False,True,74.33277198799608,0.0,0.0,0.0,Rua da Praia,50,,yes,,,,,,,,,
2299051450,2299051451,0,220817641,,,,service,False,True,256.17066460310383,0.0,0.0,0.0,Rua da Gafa,20,,,,,,,,,,,
2299051451,3016736620,0,220817641,,,,service,False,True,31.53824879669553,-0.28536777859850576,0.28536777859850576,-9.0,Rua da Gafa,20,,,,,,,,,,,
2299051451,2299051452,0,220817642,,,,service,False,False,55.41461472204951,0.0,0.0,0.0,Travessa da Gafa,20,,,,,,,,,,,
2299051451,2299051450,0,220817641,,,,service,False,False,256.17066460310383,0.0,0.0,0.0,Rua da Gafa,20,,,,,,,,,,,
2299051452,2299042284,0,220691655,,sett,EM 531-2,residential,False,False,48.58671135702902,0.0,0.0,0.0,Rua da Praia,,,,,,,,,,,,
2299051452,2299051451,0,220817642,,,,service,False,True,55.41461472204951,0.0,0.0,0.0,Travessa da Gafa,20,,,,,,,,,,,
2299051452,2299038386,0,220691655,,sett,EM 531-2,residential,False,True,35.36234879204781,-0.2545079811560451,0.2545079811560451,-9.0,Rua da Praia,,,,,,,,,,,,
2302835508,1460475837,0,"[221234185, 132756323]",2,sett,,tertiary,False,True,200.27618102774386,-0.044937944960880036,0.044937944960880036,-9.0,"['Rua dos Lombos', 'Rua do Revolto']","['30', '5']",,yes,intermediate,,,right,,,,,
2302835508,2302835513,0,221235903,,,,footway,False,False,68.09373573531263,-0.11748510951281663,0.11748510951281663,-8.0,,5,,,,,,,permissive,,,,
2302835513,2302835508,0,221235903,,,,footway,False,True,68.09373573531263,0.11748510951281663,0.11748510951281663,8.0,,5,,,,,,,permissive,,,,
2302851699,2302857450,0,221236646,1,sett,,tertiary,False,True,17.644359716969696,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302851699,2302857444,0,686429548,,,,tertiary,False,True,19.257501378921532,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302851699,2302857437,0,686429549,1,sett,,tertiary,False,False,29.674453012502767,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302851709,2302857433,0,221236646,1,sett,,tertiary,False,True,3.2987657708239393,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302851709,2302857448,0,221236646,1,sett,,tertiary,False,False,19.94364233697315,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302851709,2302860055,0,1248286977,,,,tertiary,False,False,19.2925941345106,0.0,0.0,0.0,,,,,,,,,,,,,
2302857433,2302851709,0,221236646,1,sett,,tertiary,False,False,3.2987657708239393,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857433,2302857437,0,221236646,1,sett,,tertiary,False,True,23.560671878294347,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857433,2302861192,0,686429550,,,,tertiary,False,True,19.442624795576503,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302857437,2302861192,0,221236645,,,,tertiary,False,False,20.268779424005764,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302857437,2302857433,0,221236646,1,sett,,tertiary,False,False,23.560671878294347,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857437,2302851699,0,686429549,1,sett,,tertiary,False,True,29.67445301250277,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857444,2302857450,0,221237472,,,,tertiary,False,True,15.202954709315447,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302857444,2302851699,0,686429548,,,,tertiary,False,False,19.257501378921532,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302857444,1428182605,0,1362820034,,sett,CM 1061,tertiary,False,True,61.85511839157759,0.03233362172777487,0.03233362172777487,2.0,Rua da Estrada Velha,30,,,intermediate,,,,,,,,
2302857448,2302860055,0,221236644,,,,tertiary,False,True,20.11224805138147,0.0,0.0,0.0,,,,,,,,,,,,,
2302857448,2302857450,0,221236646,1,sett,,tertiary,False,False,14.786155953745855,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857448,2302851709,0,221236646,1,sett,,tertiary,False,True,19.94364233697315,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857450,2302851699,0,221236646,1,sett,,tertiary,False,False,17.644359716969696,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857450,2302857448,0,221236646,1,sett,,tertiary,False,True,14.786155953745855,0.0,0.0,0.0,,,roundabout,yes,intermediate,,,,,,,,
2302857450,2302857444,0,221237472,,,,tertiary,False,False,15.202954709315447,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302860055,2302857448,0,221236644,,,,tertiary,False,False,20.11224805138147,0.0,0.0,0.0,,,,,,,,,,,,,
2302860055,13658524551,0,221238146,2,paving_stones,,tertiary,False,False,151.75784343330793,0.0,0.0,0.0,,,,,,,,,,,,,
2302860055,2302851709,0,1248286977,,,,tertiary,False,True,19.2925941345106,0.0,0.0,0.0,,,,,,,,,,,,,
2302861192,2302857437,0,221236645,,,,tertiary,False,True,20.268779424005764,0.0,0.0,0.0,,,,yes,,,,,,,,,
2302861192,1428182561,0,221238677,2,sett,CM 1061,tertiary,False,False,249.737865801423,0.04004198549510877,0.04004198549510877,10.0,,,,yes,intermediate,,,,,,,,
2302861192,2302857433,0,686429550,,,,tertiary,False,False,19.442624795576503,0.0,0.0,0.0,,,,yes,,,,,,,,,
3016736612,3016736623,0,297774424,,wood,,path,False,False,19.055847470823004,0.0,0.0,0.0,,,,no,,,,,,,,,
3016736612,3016736624,0,220817639,,wood,,footway,False,False,172.35927950741316,-0.01740550325212383,0.01740550325212383,-3.0,,,,no,,,,,,,,,
3016736612,2298905790,0,220817639,,wood,,footway,False,True,109.70669645153956,0.05469128315836549,0.05469128315836549,6.0,,,,no,,,,,,,,,
3016736612,3016736622,0,297774424,,wood,,path,False,True,31.93403288658001,0.0,0.0,0.0,,,,no,,,,,,,,,
3016736620,2299051451,0,220817641,,,,service,False,False,31.53824879669553,0.28536777859850576,0.28536777859850576,9.0,Rua da Gafa,20,,,,,,,,,,,
3016736620,2298905790,0,"[1318362550, 220817639]",,"['paving_stones', 'wood']",,footway,False,False,143.08521954558978,0.06289957850700591,0.06289957850700591,9.0,,,,no,,,,,,,,,
3016736620,2298905784,0,"[220801020, 1318362550]",,"['paving_stones', 'wood']",,footway,False,True,232.08411421636978,0.0,0.0,0.0,,,,no,,,,,,,,,
3016736621,2298905790,0,297774421,,,,path,False,False,21.024532266300678,0.0,0.0,0.0,,,,,,,,,,,,,
3016736622,1428182439,0,129447248,,,,residential,False,False,15.510269116156543,0.0,0.0,0.0,Rua Fernando Pessoa,,,,,,,,,,,,
3016736622,1428182433,0,129447248,,,,residential,False,True,156.23615908757898,0.03840340184397819,0.03840340184397819,6.0,Rua Fernando Pessoa,,,,,,,,,,,,
3016736622,3016736612,0,297774424,,wood,,path,False,False,31.93403288658001,0.0,0.0,0.0,,,,no,,,,,,,,,
3016736623,3016736612,0,297774424,,wood,,path,False,True,19.055847470823004,0.0,0.0,0.0,,,,no,,,,,,,,,
3016736624,3016736625,0,297774426,,wood,,footway,False,False,37.78372653908625,0.0,0.0,0.0,,,,no,,,,,,,,,
3016736624,3016736612,0,220817639,,wood,,footway,False,True,172.35927950741313,0.01740550325212383,0.01740550325212383,3.0,,,,no,,,,,,,,,
3016736625,3016736624,0,297774426,,wood,,footway,False,True,37.78372653908625,0.0,0.0,0.0,,,,no,,,,,,,,,
3050546705,3050546713,0,300948023,,wood,,footway,False,False,47.46789480575892,0.0,0.0,0.0,,,,no,,boardwalk,,,,,,2,
3050546705,8454098863,0,300948023,,wood,,footway,False,True,327.20084218669257,0.009168680557027038,0.009168680557027038,3.0,,,,no,,boardwalk,,,,,,2,
3050546705,13092919555,0,422577935,,sand,,track,False,False,124.66432797788664,0.0,0.0,0.0,,,,,,,,,,,,,
3050546713,10586725711,0,300948023,,wood,,footway,False,False,467.4912465158231,0.00855630994122713,0.00855630994122713,4.0,,,,no,,boardwalk,,,,,,2,
3050546713,3050546705,0,300948023,,wood,,footway,False,True,47.46789480575892,0.0,0.0,0.0,,,,no,,boardwalk,,,,,,2,
3050546713,4223264993,0,422577931,,sand,,track,False,True,53.78223959806261,0.0,0.0,0.0,,,,,,,,,,,,,
3566908153,1487706860,0,135458004,,paving_stones,,residential,False,False,144.00744040126943,0.0,0.0,0.0,Rua das Pedras,,,,,,,,,,,,
3566908153,1487706256,0,135458004,,paving_stones,,residential,False,True,321.8244850289026,0.021750986409164424,0.021750986409164424,7.0,Rua das Pedras,,,,,,,,,,,,
3566908153,1487706853,0,350968945,,,,track,False,False,123.5532153207464,0.01618735696038313,0.01618735696038313,2.0,,,,,,,,,,,,,
3566908795,1460477442,0,350968944,,,,residential,False,False,241.82041225747633,0.020676501017111368,0.020676501017111368,5.0,Rua Saul Dias,,,,,,,,,,,,
3897693135,3897693140,0,386440292,,,,service,False,False,40.02271961331646,0.32481550793151515,0.32481550793151515,13.0,,,,,,,,,,,,,
3897693135,3897693162,0,386440292,,,,service,False,True,78.83180852707508,0.0,0.0,0.0,,,,,,,,,,,,,
3897693135,3897693162,1,386440331,,,,service,False,True,61.124137242745746,0.0,0.0,0.0,,,,,,,,,,,,,
3897693140,8450828114,0,386440363,,,,service,False,False,4.680211577755126,0.0,0.0,0.0,,,,,,,,,,,,,
3897693140,3897693166,0,386440363,,,,service,False,True,65.92011411898085,-0.19720839646205676,0.19720839646205676,-13.0,,,,,,,,,,,,,
3897693140,3897693135,0,386440292,,,,service,False,True,40.02271961331646,-0.32481550793151515,0.32481550793151515,-13.0,,,,,,,,,,,,,
3897693162,3897693166,0,386440292,,,,service,False,True,32.637270161635136,0.0,0.0,0.0,,,,,,,,,,,,,
3897693162,3897693135,0,386440292,,,,service,False,False,78.83180852707508,0.0,0.0,0.0,,,,,,,,,,,,,
3897693162,3897693135,1,386440331,,,,service,False,False,61.124137242745746,0.0,0.0,0.0,,,,,,,,,,,,,
3897693166,3897693162,0,386440292,,,,service,False,False,32.637270161635136,0.0,0.0,0.0,,,,,,,,,,,,,
3897693166,3897693140,0,386440363,,,,service,False,False,65.92011411898085,0.19720839646205676,0.19720839646205676,13.0,,,,,,,,,,,,,
3897693166,8450828201,0,386440363,,,,service,False,True,6.331502219427132,0.0,0.0,0.0,,,,,,,,,,,,,
3897693167,7741990102,0,386440067,,asphalt,EN 13,primary,False,False,16.927130057396905,0.0,0.0,0.0,,,,,,,,,,,,,
3897693167,2286838820,0,386440067,,asphalt,EN 13,primary,False,True,78.02634662870963,0.16661038946063736,0.16661038946063736,13.0,,,,,,,,,,,,,
3897693167,8450828201,0,386440363,,,,service,False,False,12.16806029178981,0.0,0.0,0.0,,,,,,,,,,,,,
4223264849,1460477093,0,422577935,,sand,,track,False,False,24.71764850554039,0.0,0.0,0.0,,,,,,,,,,,,,
4223264849,4223264857,0,422577935,,sand,,track,False,True,118.13552583820268,-0.016190829046689684,0.016190829046689684,-2.0,,,,,,,,,,,,,
4223264849,4223264857,1,1424450623,,,,track,False,True,123.52671961593668,-0.016190829046689684,0.016190829046689684,-2.0,,,,,,,,,,,,,
4223264857,4223264849,0,422577935,,sand,,track,False,False,118.13552583820268,0.016190829046689687,0.016190829046689687,2.0,,,,,,,,,,,,,
4223264857,4223264849,1,1424450623,,,,track,False,False,123.52671961593667,0.016190829046689687,0.016190829046689687,2.0,,,,,,,,,,,,,
4223264857,13092919555,0,422577935,,sand,,track,False,True,86.23029216339744,-0.03479055822187535,0.03479055822187535,-3.0,,,,,,,,,,,,,
4223264883,1428182582,0,"[1485415588, 422577933]",,sett,,"['residential', 'track']",False,"[False, True]",444.2505887156202,0.015756872760119032,0.015756872760119032,7.0,Rua da Manga,,,,,,,,,,,,
4223264993,3050546713,0,422577931,,sand,,track,False,False,53.7822395980626,0.0,0.0,0.0,,,,,,,,,,,,,
4223264993,2297813180,0,422577931,,sand,,track,False,True,213.82114769998367,0.014030417628331855,0.014030417628331855,3.0,,,,,,,,,,,,,
4223264993,13092919564,0,1424450621,,,,track,False,False,123.77948038237867,0.0,0.0,0.0,,,,,,,,,,,,,
4223265011,4223265019,0,422577938,,,,track,False,True,57.699534551202035,0.0,0.0,0.0,,,,,,,,,,,,,
4223265012,4223265026,0,1459121042,,dirt,,track,False,False,92.54398343419449,0.0,0.0,0.0,,,,,,,,,,,,,
4223265019,12228186220,0,220689116,,,,track,False,False,30.200835041127952,0.0,0.0,0.0,,,,,,,,,,,,,
4223265019,2297813180,0,220689116,,,,track,False,True,437.610971438521,-0.011425673317933344,0.011425673317933344,-5.0,,,,,,,,,,,,,
4223265019,4223265011,0,422577938,,,,track,False,False,57.699534551202035,0.0,0.0,0.0,,,,,,,,,,,,,
4223265026,4223265029,0,1135697006,,sand,,track,False,True,66.29342321441145,-0.1659289785718702,0.1659289785718702,-11.0,,,,,,,,,,,,,
4223265026,4223265012,0,1459121042,,dirt,,track,False,True,92.54398343419449,0.0,0.0,0.0,,,,,,,,,,,,,
4223265029,4223265026,0,1135697006,,sand,,track,False,False,66.29342321441145,0.1659289785718702,0.1659289785718702,11.0,,,,,,,,,,,,,
4223265029,9561185463,0,1135697006,,sand,,track,False,True,48.5184983425545,0.0,0.0,0.0,,,,,,,,,,,,,
4223265029,2297813226,0,1321456578,,sand,,track,False,True,37.73448853210212,0.0,0.0,0.0,,,,,,,,,,,,,
4223265034,12228186206,0,1135697005,,sand,,path,False,True,90.3388162127479,0.0,0.0,0.0,,,,,,,,,,,,,
4223265034,2297813226,0,1321456578,,sand,,track,False,False,26.668720355982963,0.0,0.0,0.0,,,,,,,,,,,,,
4223265034,10586725712,0,"[1321456578, 422577932]",,sand,,"['path', 'track']",False,True,175.14531612787115,-0.02283817853901189,0.02283817853901189,-4.0,,,,,,,,,,,,,
4359281699,4359281704,0,14201562,2,asphalt,EN 13,primary,False,True,48.29288523463053,0.0,0.0,0.0,,,,,,,,,,,,,
4359281699,4359281704,1,438194958,,sett,,service,False,True,57.30466861478567,0.0,0.0,0.0,,,,,,,,,,,,,
4359281699,1487706853,0,14201562,2,asphalt,EN 13,primary,False,False,420.1856761037525,0.019039202083663213,0.019039202083663213,8.0,,,,,,,,,,,,,
4359281704,4359281699,0,14201562,2,asphalt,EN 13,primary,False,False,48.29288523463053,0.0,0.0,0.0,,,,,,,,,,,,,
4359281704,4359281699,1,438194958,,sett,,service,False,False,57.30466861478566,0.0,0.0,0.0,,,,,,,,,,,,,
4359281704,319991651,0,14201562,2,asphalt,EN 13,primary,False,True,187.3833355204011,0.01600996156711801,0.01600996156711801,3.0,,,,,,,,,,,,,
6432885371,6432885373,0,686320160,,,,footway,False,True,26.852120171681918,0.0,0.0,0.0,,,,,,,,,,,,,
6432885371,1486919263,0,1452413992,,,,unclassified,False,False,141.05350051709098,-0.056716068517779654,0.056716068517779654,-8.0,,,,,,,,,no,,,,
6432885371,1486919301,0,1452413992,,,,unclassified,False,True,128.76114714236766,0.0,0.0,0.0,,,,,,,,,no,,,,
6432885373,6432885374,0,686320161,,,,footway,False,False,7.745475783471617,0.0,0.0,0.0,,,,,,,,,,,,,
6432885373,6432885371,0,686320160,,,,footway,False,False,26.852120171681918,0.0,0.0,0.0,,,,,,,,,,,,,
6432885373,6432885375,0,686320160,,,,footway,False,True,9.406770222068161,0.0,0.0,0.0,,,,,,,,,,,,,
6432885374,6432885373,0,686320161,,,,footway,False,True,7.745475783471617,0.0,0.0,0.0,,,,,,,,,,,,,
6432885375,6432885376,0,686320162,,,,footway,False,False,7.818260781756557,0.0,0.0,0.0,,,,,,,,,,,,,
6432885375,6432885373,0,686320160,,,,footway,False,False,9.406770222068161,0.0,0.0,0.0,,,,,,,,,,,,,
6432885375,8449223812,0,686320160,,,,footway,False,True,15.27513913650445,-0.39279511278959356,0.39279511278959356,-6.0,,,,,,,,,,,,,
6432885376,6432885375,0,686320162,,,,footway,False,True,7.818260781756557,0.0,0.0,0.0,,,,,,,,,,,,,
6432885377,6432885383,0,686320163,,,,footway,False,False,17.654716538137308,0.0,0.0,0.0,,,,,,,,,,,,,
6432885382,6432885383,0,686320165,,,,footway,False,False,7.787421646005622,0.0,0.0,0.0,,,,,,,,,,,,,
6432885383,6432885382,0,686320165,,,,footway,False,True,7.787421646005622,0.0,0.0,0.0,,,,,,,,,,,,,
6432885383,8449223833,0,686320163,,,,footway,False,False,14.6835460870401,0.0,0.0,0.0,,,,,,,,,,,,,
6432885383,6432885377,0,686320163,,,,footway,False,True,17.654716538137308,0.0,0.0,0.0,,,,,,,,,,,,,
6432885387,1486919218,0,135383671,2,paving_stones,,residential,False,True,5.103592824721242,0.0,0.0,0.0,Rua Eça de Queirós,,,,,,,,,,,,
6432885387,6432885400,0,686320169,,,,footway,False,False,4.857463741092029,0.0,0.0,0.0,,,,,,,,,,,,,
6432885387,1486919232,0,135383671,2,paving_stones,,residential,False,False,179.22048750273612,0.0,0.0,0.0,Rua Eça de Queirós,,,,,,,,,,,,
6432885388,1486919218,0,135383671,2,paving_stones,,residential,False,False,80.06583869261165,0.0,0.0,0.0,Rua Eça de Queirós,,,,,,,,,,,,
6432885388,1486919213,0,135383671,2,paving_stones,,residential,False,True,18.64380261291152,0.0,0.0,0.0,Rua Eça de Queirós,,,,,,,,,,,,
6432885388,6432885406,0,686320171,,,,footway,False,False,3.6225541619822796,0.0,0.0,0.0,,,,,,,,,,,,,
6432885399,6432885400,0,686320169,,,,footway,False,True,16.83392564652363,0.0,0.0,0.0,,,,,,,,,,,,,
6432885400,6432885387,0,686320169,,,,footway,False,True,4.857463741092029,0.0,0.0,0.0,,,,,,,,,,,,,
6432885400,6432885401,0,686320170,,,,footway,False,False,6.679307995566757,0.0,0.0,0.0,,,,,,,,,,,,,
6432885400,6432885399,0,686320169,,,,footway,False,False,16.83392564652363,0.0,0.0,0.0,,,,,,,,,,,,,
6432885401,6432885400,0,686320170,,,,footway,False,True,6.679307995566757,0.0,0.0,0.0,,,,,,,,,,,,,
6432885405,1486919212,0,343510661,,sett,EM 531,secondary,False,False,109.69642144306034,-0.04558033830297125,0.04558033830297125,-5.0,Rua da Estação,50,,,,,,,,,,,
6432885405,1486919213,0,343510661,,sett,EM 531,secondary,False,True,17.682038864294697,0.11310912815821232,0.11310912815821232,2.0,Rua da Estação,50,,,,,,,,,,,
6432885405,6432885408,0,686320171,,,,footway,False,True,18.6072569624542,0.10748494547238253,0.10748494547238253,2.0,,,,,,,,,,,,,
6432885406,6432885388,0,686320171,,,,footway,False,True,3.6225541619822796,0.0,0.0,0.0,,,,,,,,,,,,,
6432885406,6432885407,0,686320172,,,,footway,False,False,8.80232633287772,0.0,0.0,0.0,,,,,,,,,,,,,
6432885406,6432885408,0,686320171,,,,footway,False,False,10.157675974636732,0.0,0.0,0.0,,,,,,,,,,,,,
6432885407,6432885406,0,686320172,,,,footway,False,True,8.80232633287772,0.0,0.0,0.0,,,,,,,,,,,,,
6432885408,6432885409,0,686320173,,,,footway,False,False,8.249394567502977,0.0,0.0,0.0,,,,,,,,,,,,,
6432885408,6432885405,0,686320171,,,,footway,False,False,18.6072569624542,-0.10748494547238253,0.10748494547238253,-2.0,,,,,,,,,,,,,
6432885408,6432885406,0,686320171,,,,footway,False,True,10.157675974636732,0.0,0.0,0.0,,,,,,,,,,,,,
6432885409,6432885408,0,686320173,,,,footway,False,True,8.249394567502977,0.0,0.0,0.0,,,,,,,,,,,,,
6975637943,1460394637,0,132756322,,,,residential,False,False,193.13957510407397,0.015532808324671103,0.015532808324671103,3.0,Rua do Salgueiral,,,,,,,,,,,,
6975637943,1460476864,0,132756322,,,,residential,False,True,172.70939231785957,0.011580146123837549,0.011580146123837549,2.0,Rua do Salgueiral,,,,,,,,,,,,
6975637943,8514504956,0,916721288,,,,service,False,True,45.326347406354564,0.044124446694762974,0.044124446694762974,2.0,,,,,,,driveway,,,,,,
6975638532,1460394599,0,745188388,,,,service,False,True,77.19248447449733,0.0,0.0,0.0,,,,,,,driveway,,,,,,
7655602177,1460475895,0,819776129,,,,track,False,True,907.1063033017119,-0.025355352417113553,0.025355352417113553,-23.0,,,,,,,,,,,,,
7656098776,7752766520,0,819832169,,paving_stones,,footway,False,False,65.45061931336446,0.16806563658831405,0.16806563658831405,11.0,,,,,,,,,,,,,sidewalk
7656099890,8450828201,0,819832169,,paving_stones,,footway,False,True,501.5312301984045,-0.0019938937792655554,0.0019938937792655554,-1.0,,,,,,,,,,,,,sidewalk
7656099891,1486919310,0,135383455,,,,service,False,True,5.638771239846494,0.0,0.0,0.0,,,,,,,,,,,,,
7656099891,8449223813,0,909982611,,,,footway,False,False,196.5391525524071,-0.020352178932558494,0.020352178932558494,-4.0,,,,,,,,,,,,,sidewalk
7656150103,8449223820,0,819837158,,,,service,False,False,4.907832787110424,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150103,1486919287,0,1163052249,2,paving_stones,,unclassified,False,False,36.999244902606655,0.0,0.0,0.0,,,,,,,,,,,,,
7656150103,1486919282,0,1163052249,2,paving_stones,,unclassified,False,True,34.99118026347147,0.0,0.0,0.0,,,,,,,,,,,,,
7656150104,8449223819,0,819837158,,,,service,False,True,4.796025845470698,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150104,1486919271,0,1163052249,2,paving_stones,,unclassified,False,False,32.35737372380361,0.0,0.0,0.0,,,,,,,,,,,,,
7656150104,1486919277,0,1163052249,2,paving_stones,,unclassified,False,True,37.118269653869184,0.0,0.0,0.0,,,,,,,,,,,,,
7656150105,7656150108,0,819837158,,,,service,False,False,41.01938799485052,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150105,7656150108,1,819837159,,,,service,False,False,71.58807548306098,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150105,8449223820,0,819837158,,,,service,False,True,12.834760750257313,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150105,7656150124,0,819837159,,,,service,False,True,3.0488566858343855,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150108,8449223819,0,819837158,,,,service,False,False,12.351855475006314,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150108,7656150105,0,819837158,,,,service,False,True,41.01938799485052,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150108,7656150105,1,819837159,,,,service,False,True,71.58807548306098,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150108,7656150125,0,819837159,,,,service,False,False,2.7850416620862766,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
7656150123,8449223820,0,819837160,,,,footway,False,False,2.968668011708563,0.0,0.0,0.0,,,,,,,,,,,,,sidewalk
7656150123,7656150124,0,819837161,,,,footway,False,False,12.790546064527655,0.0,0.0,0.0,,,,,,,,,,,,,sidewalk
7656150123,7656150126,0,819837160,,,,footway,False,True,120.9726203404191,0.0,0.0,0.0,,,,,,,,,,,,,sidewalk
7656150124,7656150105,0,819837159,,,,service,False,False,3.0488566858343855,0.0,0.0,0.0,,,,,,,parking_aisle,,,,,,
