u,v,key,osmid,highway,oneway,reversed,length,grade,grade_abs,elevation_change,service,junction,incline,smoothness
3465407492,3465407492,0,339350103,footway,False,False,13.937730432338196,0.0,0.0,0.0,,,,
3465407492,3465407492,1,339350103,footway,False,True,13.937730432338196,0.0,0.0,0.0,,,,
3465407492,3465407484,0,339350103,footway,False,True,40.152812927229235,0.0,0.0,0.0,,,,
3465416742,2355672208,0,"[339351402, 339351404]","['steps', 'footway']",False,"[False, True]",57.865866322384086,0.10368807003722395,0.10368807003722395,6.0,,,,
3465416744,3465416745,0,339351405,footway,False,False,38.49160469714464,-0.1558781466038772,0.1558781466038772,-6.0,,,,
3465416744,2265527328,0,339351405,footway,False,True,33.63040846120485,-0.17840996510409443,0.17840996510409443,-6.0,,,,
3465416744,3465451502,0,1246109258,footway,False,False,4.865052586516554,0.0,0.0,0.0,,,,
3465416744,11584727087,0,1246109258,footway,False,True,28.028008226673975,0.0,0.0,0.0,,,,
3465416745,3465416744,0,339351405,footway,False,True,38.49160469714464,0.1558781466038772,0.1558781466038772,6.0,,,,
3465416745,2265527318,0,217273070,footway,False,False,27.6098706054327,0.0,0.0,0.0,,,,
3465416745,2265527328,0,217273070,footway,False,True,75.20746021907902,0.0,0.0,0.0,,,,
3465416746,3465529568,0,217273070,footway,False,True,103.4658732124762,0.0,0.0,0.0,,,,
3465416746,2265527328,0,217273070,footway,False,False,109.35436259865423,0.0,0.0,0.0,,,,
3465416746,13057946657,0,339351406,footway,False,False,37.27823631203653,0.0,0.0,0.0,,,,
3465416747,13057946665,0,226832136,footway,False,True,16.362536869284632,0.0,0.0,0.0,,,,
3465416747,13057946670,0,339351408,steps,False,True,18.901513866570127,0.0,0.0,0.0,,,,
3465416747,3465526419,0,339351410,footway,False,False,64.49438364913168,0.0,0.0,0.0,,,,
3465416747,11584926720,0,339351409,footway,False,False,78.82834644264618,0.0,0.0,0.0,,,,
3465416748,11584926726,0,339351402,footway,False,True,34.400171994436484,0.0,0.0,0.0,,,,
3465416748,3465416749,0,339351410,footway,False,False,59.50042594653166,0.1848726261201026,0.1848726261201026,11.0,,,,
3465416748,3465526419,0,339351410,footway,False,True,32.368104228004015,0.0,0.0,0.0,,,,
3465416748,11584926719,0,339351402,footway,False,False,59.83115289436387,0.0,0.0,0.0,,,,
3465416749,3465416748,0,339351410,footway,False,True,59.50042594653166,-0.1848726261201026,0.1848726261201026,-11.0,,,,
3465416749,3465526412,0,339364964,path,False,False,43.310046212230226,-0.253982642874524,0.253982642874524,-11.0,,,,
3465416749,3465416750,0,339351407,steps,False,False,30.09262661902416,0.0,0.0,0.0,,,,
3465416750,3465416752,0,226832137,footway,False,False,30.606968191536406,0.0,0.0,0.0,,,,
3465416750,3465548847,0,339367002,footway,False,False,9.093051082036737,0.0,0.0,0.0,,,,
3465416750,3465548831,0,226832137,footway,False,True,35.77447147378184,0.0,0.0,0.0,,,,
3465416750,3465416749,0,339351407,steps,False,True,30.09262661902416,0.0,0.0,0.0,,,,
3465416752,3465416750,0,226832137,footway,False,True,30.606968191536406,0.0,0.0,0.0,,,,
3465416752,3465548809,0,226832137,footway,False,False,28.738615271245333,0.2087783264214317,0.2087783264214317,6.0,,,,
3465416752,3465548845,0,"[339351411, 339351412, 339351413]","['steps', 'footway']",False,False,25.983284994624444,0.0,0.0,0.0,,,,
3465416756,3465548885,0,339351413,footway,False,True,28.008351980067,0.0,0.0,0.0,,,,
3465416756,3465416792,0,1246129912,footway,False,False,22.022209369024658,0.0,0.0,0.0,,,,
3465416756,3503438411,0,1246129912,footway,False,True,15.226096848639372,0.0,0.0,0.0,,,,
3465416781,3503433974,0,339368852,footway,False,True,11.838892142944518,0.0,0.0,0.0,,,,
3465416781,3503438411,0,1246129912,footway,False,False,36.077617921663574,-0.16630809753093959,0.16630809753093959,-6.0,,,,
3465416781,3465416784,0,1246129912,footway,False,True,18.035031761947593,-0.33268585712499255,0.33268585712499255,-6.0,,,,
3465416784,3465556074,0,339368860,footway,False,False,22.282246757795058,0.0,0.0,0.0,,,,
3465416784,3465416781,0,1246129912,footway,False,False,18.03503176194759,0.33268585712499266,0.33268585712499266,6.0,,,,
3465416784,3465416792,0,1246129912,footway,False,True,19.40822845259463,0.0,0.0,0.0,,,,
3465416792,11584926722,0,339367019,footway,False,False,21.638104909957352,0.0,0.0,0.0,,,,
3465416792,3465416784,0,1246129912,footway,False,False,19.408228452594628,0.0,0.0,0.0,,,,
3465416792,3465416756,0,1246129912,footway,False,True,22.022209369024665,0.0,0.0,0.0,,,,
3465451502,3465416744,0,1246109258,footway,False,True,4.865052586516554,0.0,0.0,0.0,,,,
3465451503,3465451515,0,226832136,footway,False,True,39.17245658318354,0.0,0.0,0.0,,,,
3465451503,13057946665,0,226832136,footway,False,False,17.334528642881317,0.0,0.0,0.0,,,,
3465451503,11584926726,0,"[339364960, 1246135529, 1246135530, 339355603]","['steps', 'footway']",False,"[False, True]",97.1161661264268,0.0,0.0,0.0,,,down,
3465451508,3465526396,0,339351402,footway,False,False,35.26293326332852,0.0,0.0,0.0,,,,
3465451508,2355672208,0,339351402,footway,False,True,9.834376613951623,0.0,0.0,0.0,,,,
3465451508,2355672208,1,"[339355600, 339355599]","['steps', 'footway']",False,"[False, True]",27.967481902757168,0.0,0.0,0.0,,,,
3465451515,3465451503,0,226832136,footway,False,False,39.17245658318354,0.0,0.0,0.0,,,,
3465451515,3465451516,0,339355604,footway,False,False,5.016453774347706,0.0,0.0,0.0,,,,
3465451515,2355658529,0,226832136,footway,False,True,78.10380743982547,-0.07682083878718278,0.07682083878718278,-6.0,,,,
3465451516,3465451515,0,339355604,footway,False,True,5.016453774347706,0.0,0.0,0.0,,,,
3465460845,11584727077,0,217273040,footway,False,False,95.17351157888638,-0.02101425036042998,0.02101425036042998,-2.0,,,,
3465460845,3465460848,0,217273040,footway,False,True,40.596249461807986,0.0,0.0,0.0,,,,
3465460845,11584727081,0,1246109253,footway,False,False,46.483308246335056,-0.06453929621578802,0.06453929621578802,-3.0,,,,
3465460848,3465460845,0,217273040,footway,False,False,40.596249461807986,0.0,0.0,0.0,,,,
3465460848,2265527528,0,217273040,footway,False,True,109.8547019315497,0.0,0.0,0.0,,,,
3465460848,11584727085,0,1246109254,footway,False,False,48.736577797444056,-0.06155540941894636,0.06155540941894636,-3.0,,,,
3465524881,8513577088,0,1387817995,unclassified,False,True,13.997790315428738,0.0,0.0,0.0,,,,
3465524881,12847103126,0,339364928,service,False,False,44.97679527889211,0.0,0.0,0.0,,,,
3465524881,13057979011,0,916673038,unclassified,False,False,37.29124143336276,0.0,0.0,0.0,,,,
3465526097,3503433971,0,1246109261,footway,False,True,1.8447183565005953,0.0,0.0,0.0,,,,
3465526132,2355658526,0,179741843,unclassified,False,True,4.231772141771323,0.0,0.0,0.0,,,,
3465526132,3503433972,0,339364946,residential,False,False,40.30689228948032,0.1984772217749945,0.1984772217749945,8.0,,,,
3465526132,1901802883,0,179741843,unclassified,False,False,50.07814520321129,0.0,0.0,0.0,,,,
3465526133,3465526134,0,339364946,residential,False,True,12.582925883492315,0.0,0.0,0.0,,,,
3465526134,3465526133,0,339364946,residential,False,False,12.582925883492315,0.0,0.0,0.0,,,,
3465526134,3503433972,0,339364946,residential,False,True,8.643860594242495,0.0,0.0,0.0,,,,
3465526134,11621908450,0,339364947,footway,False,False,3.2152478644299873,0.0,0.0,0.0,,,,
3465526135,11621908450,0,339364947,footway,False,True,4.234265558251811,0.0,0.0,0.0,,,,
3465526396,6601940171,0,339351402,footway,False,False,17.72010470466961,0.0,0.0,0.0,,,,
