osmid,y,x,highway,street_count,elevation
1374588796,50.9226586,5.7041229,,1,44.0
1376471013,50.881741,5.6273124,,3,67.0
1376471020,50.8793631,5.6128385,,3,69.0
1376471029,50.8812345,5.6249858,,3,49.0
1376471042,50.8790158,5.6089406,,3,53.0
1377979834,50.9230423,5.7030751,,1,46.0
1391342335,50.8463051,5.6389281,,3,56.0
1391364043,50.8425592,5.6393017,,3,74.0
1391387449,50.8541224,5.6397178,,3,71.0
1391387466,50.8539594,5.6398572,,1,71.0
1391387626,50.85264,5.6412851,,1,71.0
1391456601,50.8588893,5.6406909,,1,74.0
1391456627,50.8593451,5.6407609,,4,74.0
1391456634,50.8598357,5.6408867,,1,74.0
1394407833,50.9179716,5.6427226,,4,61.0
1394407843,50.9158999,5.6429423,,3,64.0
1435412572,50.8606806,5.6148405,,3,73.0
1435412580,50.8608436,5.6135466,,3,75.0
1435412582,50.8608543,5.6142251,,3,75.0
1435412601,50.8616261,5.6253005,,3,71.0
1435412639,50.863371,5.6302753,turning_circle,1,70.0
1435412640,50.8633633,5.6281207,,5,70.0
1435412649,50.8635393,5.628707,,3,70.0
1435412676,50.866027,5.6354489,,3,74.0
1435412703,50.8676894,5.6308027,,3,77.0
1435412707,50.8686306,5.6312824,,3,78.0
1435412712,50.8690501,5.6297293,,1,81.0
1435412718,50.8691409,5.630649,,3,81.0
1435412728,50.8694125,5.6306743,,1,81.0
1435412729,50.8696983,5.6320124,,3,80.0
1435412735,50.8703068,5.6272286,,3,81.0
1435412737,50.8703226,5.6304086,,3,81.0
1435412739,50.8707536,5.6308311,,3,81.0
1435412745,50.8710659,5.6311493,,1,81.0
1435412753,50.8711354,5.6298487,,3,81.0
1435412754,50.8711848,5.6281267,,3,82.0
1435412755,50.8713362,5.629346,,3,81.0
1435412760,50.8715979,5.6270873,,3,82.0
1435412772,50.8719857,5.6274513,,3,82.0
1435412778,50.8728265,5.6256266,,4,82.0
1435417184,50.8698402,5.6370248,,3,78.0
1435417188,50.8703126,5.6343771,,3,79.0
1435417196,50.870955,5.6327218,,3,82.0
1435417211,50.8750722,5.6310205,,3,73.0
1435417213,50.8751189,5.63036,,3,73.0
1435417215,50.8751901,5.6269151,,4,78.0
1435417233,50.8764124,5.6371714,,3,70.0
1435417238,50.8768085,5.6278079,,3,77.0
1435417241,50.8768409,5.6278293,,3,77.0
1435417350,50.8768841,5.6230054,,3,80.0
1435417363,50.8783206,5.6212136,,3,78.0
1435417384,50.8796855,5.6260224,,3,49.0
1435418032,50.87349,5.6147315,,3,83.0
1435420664,50.8514592,5.634646,,3,93.0
1435420667,50.8515526,5.6354562,,3,57.0
1435420684,50.8529373,5.6270311,,3,84.0
1435420694,50.856237,5.6363352,,3,71.0
1435420701,50.8587077,5.6276515,,3,76.0
1435420702,50.859306,5.6268899,,3,75.0
1435420703,50.8742621,5.6350946,,4,78.0
1435420707,50.8771855,5.6267976,,1,73.0
1435428589,50.8690994,5.6376261,,1,68.0
1477629785,50.9016673,5.659656,,3,53.0
1477629790,50.901881,5.6576901,,3,53.0
1477629804,50.9021732,5.6582955,,3,51.0
1477629811,50.9021495,5.6582835,,3,51.0
1477629818,50.9025031,5.6569928,,3,51.0
1477629828,50.9028798,5.6578197,,3,51.0
1477629833,50.9036568,5.6572771,crossing,4,51.0
1477629838,50.9038109,5.6571153,,4,51.0
1477629840,50.9039394,5.6569731,,4,51.0
1477629845,50.9062205,5.6511991,,4,58.0
1477629849,50.9067591,5.6401091,,4,72.0
1477629854,50.9079472,5.6493637,,3,62.0
1477629855,50.9083526,5.6497775,,3,61.0
1477629859,50.9086477,5.6416894,,4,69.0
1477629868,50.9102657,5.6459299,,3,61.0
1477629873,50.9110132,5.6476148,,4,60.0
1477629886,50.9127407,5.6244149,,4,104.0
1477629891,50.9137553,5.6257889,,3,102.0
1477629892,50.9139087,5.63459,,3,101.0
1477629899,50.9148406,5.6325492,,3,100.0
1477629903,50.9156072,5.6163205,,3,101.0
1477629906,50.9158798,5.6303621,,3,104.0
1477629931,50.9170598,5.6325292,,3,95.0
1477629932,50.9178908,5.6195504,,1,89.0
1477629934,50.9203194,5.6160143,,3,102.0
1477629973,50.923347,5.6266514,,3,97.0
1477629975,50.923955,5.626997,,3,97.0
1477629976,50.9238417,5.626396,,3,97.0
1477629989,50.9263857,5.6279752,,3,88.0
1477629990,50.9268394,5.6173139,,3,105.0
1477629991,50.9269024,5.6170938,,4,105.0
1477629992,50.9273812,5.6308716,,1,86.0
1477629994,50.9274652,5.6174025,,3,99.0
1477629996,50.9274498,5.6308628,,4,86.0
1477630003,50.9279976,5.6182307,,3,99.0
1477630010,50.9286076,5.6313189,,3,75.0
1477630012,50.9287318,5.6170908,,3,99.0
1477630022,50.9290761,5.6144739,,3,103.0
1477630023,50.9294195,5.629177,,3,98.0
1477630028,50.9297213,5.640538,,3,63.0
1477630048,50.9307753,5.6197334,,3,90.0
1477630078,50.9331132,5.6329632,,3,86.0
1477630101,50.9342469,5.6436623,,3,54.0
1477630108,50.9341333,5.6200965,,3,92.0
1477630119,50.9345009,5.623445,,3,83.0
1477630122,50.9360391,5.6317143,,3,83.0
1477630150,50.9384054,5.6362117,,3,77.0
1477630153,50.9387088,5.6324394,,3,102.0
1477744622,50.8820641,5.639783,,1,73.0
1477744689,50.8831041,5.6050091,,3,84.0
1477744690,50.8831262,5.6056429,,3,84.0
1477744693,50.8832748,5.6056395,,3,84.0
1477744777,50.8849018,5.6403186,,4,68.0
1477744778,50.8849079,5.639842,,1,68.0
1477744792,50.8852829,5.6550777,,1,59.0
1477744797,50.8853014,5.6408601,,3,68.0
1477744799,50.8852996,5.6412422,,3,68.0
1477744902,50.9194948,5.6087226,,3,95.0
1477744911,50.9196418,5.608992,,3,95.0
1495551257,50.897969,5.6436945,,3,66.0
1495551267,50.8920729,5.6573035,,3,55.0
1495551289,50.8971764,5.6458081,,3,67.0
1495551312,50.9318366,5.689311,,3,40.0
1496540414,50.8825242,5.6346347,,3,71.0
1496610519,50.889358,5.6698629,turning_circle,1,57.0
1497173817,50.8395333,5.625873,,3,92.0
1521284486,50.913276,5.6316088,,3,105.0
1521284500,50.9139466,5.6291275,,4,105.0
1521284509,50.9138642,5.6172536,,4,107.0
1521284522,50.9160861,5.6300842,,3,104.0
1521284525,50.9164318,5.6289552,,3,105.0
1521284531,50.9186396,5.6349566,,1,79.0
1521284532,50.9198171,5.6368978,,3,65.0
1521284533,50.9131668,5.6191381,,4,108.0
1521284551,50.9219617,5.6408561,,4,61.0
1521284555,50.919809,5.6319058,,3,81.0
1521284565,50.9124407,5.6210575,,4,106.0
1521284608,50.9194446,5.6292165,,3,81.0
1521284613,50.9106576,5.6217638,,4,106.0
1521288539,50.9101704,5.6248464,,3,106.0
1521313546,50.9102072,5.6278002,,3,97.0
1521313582,50.9102094,5.6280596,,3,97.0
1521313586,50.9102801,5.6281039,,3,97.0
1523017458,50.920191,5.6195363,,3,96.0
1523017466,50.9233288,5.650724,,3,55.0
1523017472,50.9207034,5.6572194,,3,56.0
1523017475,50.9200394,5.6593414,,3,59.0
1523017498,50.9150587,5.6242121,,3,97.0
1557709747,50.9196064,5.6088985,,4,95.0
1587267894,50.9171433,5.6113618,,1,100.0
1621369134,50.8895503,5.651961,,3,66.0
1621374024,50.890969,5.651893,,3,63.0
1621374026,50.8914566,5.6515155,,3,63.0
1621401439,50.8871532,5.6456554,,3,68.0
1640542795,50.8635287,5.6250591,,4,70.0
1640542838,50.8642307,5.6339929,,3,71.0
1690266669,50.8836097,5.6747839,,3,56.0
1690266673,50.8836319,5.674992,,3,56.0
1690266676,50.8838983,5.6747987,,3,56.0
1690266682,50.8841258,5.6745753,,3,56.0
1690266685,50.8841613,5.6747802,,3,56.0
1707791272,50.8913744,5.6512901,,3,63.0
1707796549,50.8919578,5.6507456,,3,60.0
1707796555,50.8948159,5.6495526,,3,63.0
1707796562,50.8919834,5.6507968,,3,60.0
1707796563,50.8917618,5.6481421,,3,62.0
1707796564,50.8924812,5.6502856,,3,60.0
1707796575,50.8944226,5.6487871,,3,63.0
1723979392,50.941998,5.6281079,,4,103.0
1723979396,50.9395111,5.6295458,,3,101.0
1723979400,50.9406044,5.6296261,,4,77.0
1723979401,50.9380806,5.629531,,3,101.0
1749601150,50.9102776,5.6277529,,3,97.0
1766486988,50.8902338,5.6736303,,3,51.0
1778262255,50.8395539,5.6254619,,3,92.0
1778273225,50.8701695,5.6248636,,4,81.0
1778273229,50.8701694,5.6249603,,3,81.0
1778273233,50.870733,5.6249618,,3,81.0
1778273237,50.8703375,5.6241884,,3,81.0
1778273238,50.8700186,5.6248538,,3,81.0
1778273244,50.8702655,5.6248711,,4,81.0
1778273245,50.8698538,5.62485,crossing,4,81.0
1778273247,50.8702645,5.624962,,3,81.0
1911630494,50.8710461,5.6379595,,3,76.0
1944495564,50.927434,5.6878949,,3,41.0
1944495568,50.9275288,5.6875257,,3,41.0
1966476226,50.9105488,5.6267911,,3,107.0
1966476228,50.9106993,5.6267817,,3,107.0
1966476231,50.9108606,5.626849,,3,107.0
1966476235,50.9115796,5.6288418,,1,108.0
1966476238,50.911833,5.627838,,1,108.0
1966476240,50.9123469,5.6281513,,4,108.0
1966476243,50.9134033,5.6220143,,4,107.0
1966476260,50.9183929,5.6319312,,3,95.0
1966476261,50.9183376,5.6307851,,3,98.0
1966476272,50.9188476,5.631846,,3,81.0
2020227841,50.924269,5.6468012,,3,59.0
2033020066,50.8758341,5.6245503,,3,80.0
2033078622,50.8762123,5.6101373,,3,80.0
2048989896,50.8607386,5.6077318,,3,77.0
2048989900,50.8611111,5.6079138,,1,77.0
2078977778,50.8881749,5.6267179,turning_circle,1,72.0
2078977782,50.8891528,5.6422356,,3,64.0
2078977787,50.8921342,5.6305159,,1,68.0
2078977791,50.8895459,5.6398874,,3,67.0
2078977793,50.8912644,5.6376181,,3,65.0
2078977798,50.8877937,5.6265513,,3,72.0
2078977801,50.8912459,5.6341101,,3,66.0
2079037650,50.9141425,5.6261232,,3,102.0
2079037652,50.9158692,5.6304728,,3,104.0
2079037659,50.9022045,5.6589339,,3,54.0
2079037660,50.9110831,5.6259519,,4,107.0
2079037663,50.9153265,5.6443193,,3,61.0
2079037665,50.8891913,5.6574977,,3,58.0
2079037672,50.8890992,5.6578787,,3,58.0
2079037681,50.9105796,5.6278686,,3,108.0
2079037682,50.9166825,5.6457415,,3,57.0
2086398743,50.9032449,5.6360857,,4,69.0
2188660582,50.8886075,5.6553898,,3,59.0
2188660589,50.8895489,5.656127,,3,59.0
2189700481,50.8878074,5.6514276,,3,66.0
2189700489,50.8893502,5.6514567,,3,66.0
2189700531,50.8897277,5.6520381,,3,63.0
2190877733,50.8572261,5.6251253,,3,78.0
2190878261,50.8889274,5.6558263,,3,59.0
2190878269,50.8890251,5.6559241,,3,59.0
2190878271,50.8891035,5.6559959,,3,59.0
2190878278,50.8891957,5.6560764,,3,59.0
2190878280,50.8892044,5.6558302,,3,59.0
2190878283,50.8892817,5.6558976,,3,59.0
2190878285,50.889371,5.6559846,,3,59.0
2190878287,50.8894627,5.656064,,3,59.0
2193455897,50.8947964,5.5792238,,3,73.0
2193455902,50.8961852,5.582409,,3,73.0
2193455904,50.8963144,5.5848125,,3,82.0
2193455908,50.8968438,5.5871421,,3,92.0
2193472033,50.8902726,5.5966686,,4,100.0
2193472035,50.8902775,5.5985259,,3,99.0
2193472041,50.8908882,5.5936723,,5,102.0
2193472048,50.8912039,5.5845537,,3,87.0
2193472063,50.89198,5.5881231,,4,97.0
2193472064,50.8919629,5.5920198,,3,98.0
2193472066,50.8921818,5.5875486,,3,97.0
2193472071,50.8923174,5.5904708,,3,93.0
2193472074,50.8923499,5.5880447,,4,97.0
2193472078,50.8925315,5.6003938,,3,102.0
2193472085,50.8931477,5.5928975,,3,98.0
2193472088,50.8938087,5.5985495,,3,105.0
2193472091,50.8937699,5.5955696,,3,90.0
2193472095,50.893983,5.5978155,,3,101.0
2193472102,50.8943302,5.595813,,4,90.0
2193472106,50.8952946,5.5964604,,4,101.0
2193472114,50.8972429,5.5945008,,3,95.0
2204882021,50.891376,5.6555533,crossing,3,61.0
2204882029,50.8964904,5.6727318,,3,53.0
2204882043,50.9006927,5.6776786,,3,50.0
2204882044,50.9014781,5.6779413,,3,50.0
2204882046,50.9016305,5.6779945,,3,50.0
2204882048,50.902747,5.6791312,,3,50.0
2204882050,50.9027896,5.6785707,,4,50.0
2204882053,50.9028815,5.6784618,,4,50.0
2204882060,50.9070287,5.6800104,crossing,4,49.0
2204882061,50.907032,5.6801381,crossing,4,49.0
2204882063,50.9088803,5.6807062,,4,47.0
2204882065,50.9108282,5.6813809,,5,45.0
2204882066,50.9139031,5.6825666,,4,48.0
2204882081,50.9185675,5.6844363,,4,43.0
2204882085,50.9185868,5.6843134,,3,43.0
2204882095,50.9203807,5.6849779,,3,45.0
2204882099,50.9236347,5.686277,crossing,4,44.0
2204882100,50.9236472,5.6861924,crossing,4,44.0
2204882102,50.9237701,5.6864361,crossing,4,44.0
2204882104,50.9239528,5.6861891,crossing,4,44.0
2204882105,50.9240757,5.6864417,crossing,4,44.0
2204882106,50.9240892,5.6863565,crossing,4,44.0
2204882112,50.9262377,5.6872753,,3,44.0
2204882115,50.9263201,5.6876016,,3,42.0
2204882116,50.926326,5.6873075,crossing,4,44.0
2204882117,50.9263393,5.6872168,crossing,4,44.0
2204882125,50.9277398,5.6864079,,3,42.0
2216214982,50.8809808,5.6491816,,3,61.0
2216215530,50.8851158,5.6734143,,3,56.0
2216215552,50.8854767,5.6734626,,3,56.0
2216215553,50.8854876,5.6730376,,3,56.0
2216215592,50.8858686,5.6667279,,3,59.0
2216215626,50.8864603,5.6710024,,4,58.0
2216259000,50.8836098,5.6784012,,3,49.0
2216259074,50.88477,5.6788985,,3,49.0
2216327978,50.877525,5.6552079,,3,63.0
2216509436,50.8826009,5.6269292,,3,69.0
2216509659,50.8844897,5.6247331,,1,67.0
2216510362,50.8869518,5.6483837,,3,67.0
2218204057,50.9108074,5.6819856,,3,45.0
2218204061,50.9108051,5.6817417,crossing,4,45.0
2218204066,50.9108867,5.6817681,crossing,4,45.0
2218204067,50.9109082,5.6815731,,4,45.0
2218316852,50.8956405,5.667423,,3,51.0
2218316885,50.8981193,5.6749615,,3,51.0
2218316978,50.9016406,5.6776802,,3,50.0
2218317321,50.9056426,5.6796485,,4,46.0
2218317341,50.9056371,5.6798615,crossing,4,46.0
2218317352,50.9056738,5.6794826,,4,46.0
2218317367,50.9057269,5.679891,crossing,4,46.0
2218317371,50.905729,5.679283,crossing,4,46.0
2218317404,50.9057971,5.6795257,,4,46.0
2218317407,50.905817,5.6793189,crossing,4,46.0
2218604155,50.9201344,5.6898336,,1,42.0
2218604211,50.9203499,5.6901458,,3,42.0
2218604213,50.9203567,5.6913261,,1,42.0
2218604376,50.9209098,5.6900442,,3,43.0
2218604697,50.925946,5.669533,,3,47.0
2218605018,50.9297466,5.6773458,,1,47.0
2218640602,50.9231598,5.6908105,,3,41.0
2218890174,50.9245137,5.7038796,,3,46.0
2218891418,50.9306693,5.6915528,,3,39.0
2222060043,50.9281064,5.7006894,,3,41.0
2222060064,50.9286364,5.7116961,,3,42.0
2223525864,50.886656,5.5979279,,3,97.0
2223525870,50.8871374,5.5906621,,3,92.0
2223525875,50.8872279,5.5917591,,4,92.0
2223525876,50.8872248,5.5898541,,3,92.0
2223525881,50.8872788,5.5899619,,3,92.0
2223525885,50.8874019,5.5934187,,3,92.0
2223525900,50.8907648,5.5966613,,1,100.0
2247295923,50.8873046,5.5892636,,3,91.0
2247295928,50.8874628,5.5892679,,4,91.0
2247645010,50.8551084,5.6363794,,3,71.0
2247645013,50.8482063,5.6278188,,3,83.0
2247645015,50.8478869,5.626922,,3,75.0
2254574061,50.8375017,5.63403,,3,90.0
2256111720,50.8923592,5.5977682,,3,96.0
2256111722,50.8924184,5.5986955,,3,99.0
2256111723,50.8924928,5.597854,,3,96.0
2268506816,50.8881369,5.6623949,,1,55.0
2278522657,50.8501034,5.6360076,,3,57.0
2278522660,50.8497711,5.6356861,,1,55.0
2292340714,50.909511,5.6899711,,3,45.0
2292340720,50.9102456,5.6918393,,3,44.0
2292340745,50.9370858,5.66362,,1,50.0
2300320241,50.9381356,5.6361131,,3,77.0
2302432054,50.9239867,5.6573972,,3,54.0
2302432090,50.9263511,5.642588,,3,60.0
2302432093,50.926432,5.6211881,,3,101.0
2302432101,50.9266771,5.6392194,,3,58.0
2302432104,50.9267166,5.6212516,,3,101.0
2302432143,50.9268759,5.6210701,,3,101.0
2302432157,50.9269638,5.6394996,,3,58.0
2302432289,50.9276054,5.6373943,,3,64.0
2312887561,50.9238865,5.6544015,,3,53.0
2312887565,50.9247254,5.6491426,crossing,4,59.0
2312887570,50.9253791,5.6510841,,3,53.0
2312887589,50.9265832,5.6516912,,3,53.0
2312887636,50.9275044,5.6471598,,3,54.0
2312887710,50.9286188,5.6463341,,4,54.0
2312887755,50.9305761,5.6616631,,3,51.0
2312887762,50.9312296,5.6584585,,3,49.0
2312887779,50.9336795,5.6464579,,3,49.0
2312887802,50.9404206,5.6387987,,3,76.0
2312887804,50.9407971,5.6392216,,3,76.0
2312961997,50.9294791,5.6132989,,3,98.0
2312962006,50.9308341,5.6158364,,4,97.0
2312962019,50.9318328,5.6078596,,4,103.0
2312962026,50.9321304,5.6135633,,3,96.0
2312962051,50.933821,5.6189425,,3,92.0
2312962053,50.9338463,5.6049333,,4,98.0
2312962061,50.9340411,5.6223384,,4,85.0
2312962075,50.9344948,5.6224273,,3,85.0
2312962112,50.9362481,5.6126155,,4,89.0
2312974824,50.9259999,5.6211309,,1,101.0
2312974841,50.9306721,5.6213529,,4,93.0
2312974843,50.9308964,5.6211478,,3,93.0
2312974845,50.9312919,5.6208796,,4,87.0
2312974847,50.9316116,5.6201978,,3,98.0
2312997194,50.9263669,5.6212197,,3,101.0
2313395656,50.9282743,5.6113235,,3,104.0
2313395665,50.9287968,5.6138462,,3,103.0
2313395674,50.9291124,5.6127457,,3,103.0
2313395693,50.9331306,5.6042757,,3,102.0
2313395716,50.9342731,5.606137,,3,98.0
2313628126,50.9001997,5.6542612,,1,54.0
2313628143,50.9053318,5.6518469,,1,58.0
2313628150,50.9073774,5.6382956,,3,71.0
2313628153,50.9089816,5.6375761,,1,79.0
2313628157,50.9091011,5.6399558,,3,78.0
2313628160,50.9095565,5.6381616,,3,79.0
2313628165,50.9101414,5.6295347,,3,101.0
2313628167,50.9135952,5.6153574,,3,106.0
2313628171,50.9170365,5.6126558,,3,106.0
2313628175,50.9171757,5.6114446,,4,100.0
2313628177,50.9172637,5.611782,,3,100.0
2317441031,50.9217892,5.6151596,,3,101.0
2317475615,50.9230662,5.6186944,,3,105.0
2317475619,50.9235833,5.6201252,,4,105.0
2317475623,50.9241992,5.6234984,,4,102.0
2317475625,50.9243326,5.6194486,,4,105.0
2317475627,50.9243415,5.6221901,,4,104.0
2317475628,50.9246575,5.6226938,,3,104.0
2317475630,50.9258141,5.6202727,,3,104.0
2317491966,50.9196512,5.6184479,,3,99.0
2317491971,50.9209388,5.6170593,,3,104.0
2317747942,50.9092979,5.6289132,,3,97.0
2317747965,50.9096515,5.6284113,,1,97.0
2317747966,50.9096666,5.6241241,,3,106.0
2317747968,50.9096693,5.6286466,,3,97.0
2317747969,50.909683,5.6288673,,3,97.0
2317747990,50.9102773,5.6275666,crossing,4,97.0
2317747993,50.9104444,5.6226317,,3,106.0
2317747994,50.9103882,5.6265767,,4,103.0
2317747998,50.9104069,5.6275665,,3,97.0
2317748005,50.9105469,5.6277205,,3,108.0
2317748010,50.9105917,5.6278179,,3,108.0
2317748020,50.9112339,5.6197969,,3,108.0
2317748022,50.9114224,5.618754,,3,108.0
2317748024,50.9116368,5.6238817,,3,105.0
2317748026,50.9124992,5.6253224,,3,107.0
2317750196,50.9064929,5.6182912,,4,105.0
2317750197,50.9074279,5.6202405,,4,108.0
2319048212,50.9036147,5.6433651,,3,65.0
2319048214,50.9040238,5.6470125,,3,63.0
2319048239,50.9048236,5.6451043,,3,68.0
2319048259,50.9053654,5.6484785,,3,62.0
2319048279,50.906214,5.6458594,,3,65.0
2319048297,50.9063282,5.6458364,,4,63.0
2319048318,50.9068341,5.6488078,,4,62.0
2319048332,50.9075412,5.6434278,,1,69.0
2319048337,50.9076078,5.645697,,4,66.0
2319048347,50.9079929,5.6365264,,3,78.0
2319048349,50.9080612,5.6439399,,3,66.0
2319048372,50.9100212,5.6446201,,1,62.0
2322461152,50.899231,5.6275333,,3,73.0
2322461153,50.8994494,5.6281057,,3,73.0
2322461155,50.8996785,5.6286608,,3,73.0
2322461157,50.9007807,5.6325987,,3,72.0
2322461184,50.9019565,5.622614,,4,85.0
2322461192,50.902122,5.6216748,,4,102.0
2322461233,50.9070286,5.6194327,,3,108.0
2322461238,50.9076568,5.6165434,,3,106.0
2322461241,50.9081594,5.6216939,,4,108.0
2322461244,50.9086056,5.6184332,,4,107.0
2322461255,50.9088904,5.6225277,,1,104.0
2322461257,50.9090048,5.6227207,,1,104.0
2322461262,50.9099671,5.6245126,,3,106.0
2322461266,50.9100329,5.6268839,,3,103.0
2322461267,50.9101159,5.6252079,,3,103.0
2322461271,50.9102281,5.6254951,,3,103.0
2322461272,50.910236,5.6265205,,3,103.0
2322525549,50.9097013,5.6336826,,3,92.0
2322525565,50.9116449,5.6306901,,4,110.0
2322525568,50.9120443,5.6345441,,3,102.0
2322525590,50.9140108,5.6525025,,4,57.0
2322525596,50.9154009,5.6504098,,3,58.0
2322525597,50.9157158,5.6516194,,3,58.0
2322525601,50.9171571,5.6509642,,4,56.0
2322525602,50.9173056,5.6442823,,4,57.0
2322525607,50.9185971,5.6457233,,3,57.0
2322525608,50.9187058,5.6478976,,3,57.0
2322525609,50.9200922,5.6493621,,3,59.0
2323734240,50.915987,5.6495755,,3,60.0
2323734241,50.9174694,5.6572542,,3,57.0
2323734244,50.9189676,5.6528835,,3,58.0
2323734247,50.9195352,5.6512056,,3,58.0
2323734250,50.9201392,5.6543713,,4,57.0
2323734262,50.9207372,5.6525288,,4,58.0
2323734263,50.9208581,5.646378,,3,61.0
2323734266,50.9212494,5.6507614,,3,57.0
2323734268,50.9213206,5.6714455,,3,49.0
2323734310,50.9238862,5.6537499,,3,56.0
2323734317,50.9260616,5.6697315,,1,47.0
2323753368,50.8939004,5.655631,,1,55.0
2323753408,50.895942,5.6578045,,1,52.0
2323753412,50.8973806,5.6540753,,3,56.0
2323753414,50.8977922,5.6551078,,3,53.0
2323753415,50.9004053,5.6565023,,3,53.0
2326351101,50.9265877,5.6212307,,3,101.0
2326351115,50.9270302,5.622089,,3,101.0
2326351121,50.9273091,5.6202823,,3,102.0
2326351126,50.9273522,5.6207846,,1,102.0
2326390954,50.9222277,5.6261233,,3,83.0
2326390974,50.9224399,5.6255921,,4,83.0
2326390988,50.9225736,5.6225616,,1,96.0
2326391007,50.9231323,5.6253629,,1,97.0
2326391038,50.9233601,5.6296757,,3,72.0
2326391053,50.9239451,5.6290157,,3,91.0
2326391059,50.925068,5.6219034,,3,101.0
2326442701,50.9273617,5.6295585,,3,86.0
2326444977,50.9282174,5.638322,,3,59.0
2326444980,50.9286198,5.6389845,,3,59.0
2326444992,50.9305507,5.6371548,,3,68.0
2327521528,50.9134358,5.6778674,,1,47.0
2327521530,50.9134787,5.6772966,,1,47.0
2327521531,50.9135459,5.6767178,,1,49.0
2327521534,50.9136713,5.6779628,,3,47.0
2327521537,50.9137275,5.6773818,,3,47.0
2327521538,50.9137388,5.6789494,,1,47.0
2327521540,50.9137999,5.6786393,,3,47.0
2327521541,50.9138097,5.6769771,,3,49.0
2327521544,50.9141109,5.6791241,,1,47.0
2327521548,50.9141731,5.6787845,,3,47.0
2327521551,50.9143129,5.6770708,,3,49.0
2327521552,50.914359,5.6772058,,3,47.0
2327521553,50.9144265,5.6765075,,3,49.0
2327521556,50.9144901,5.6792583,,1,49.0
2327521558,50.9145422,5.6789146,,3,47.0
2327521563,50.9148506,5.6775373,turning_circle,1,52.0
2327521565,50.9149566,5.6783011,,3,52.0
2327521569,50.9152662,5.6783424,,3,52.0
2327521572,50.9153879,5.6542539,,4,55.0
2327521573,50.9155041,5.6769109,,4,50.0
2327521575,50.915774,5.6767638,,3,50.0
2327521580,50.9161399,5.6728771,,3,48.0
2327521590,50.9165977,5.6750433,,3,50.0
2327521602,50.916904,5.6794412,,1,46.0
2327521603,50.9169181,5.6781817,,1,45.0
2327521610,50.917068,5.6787968,,1,45.0
2327521621,50.9173043,5.6659821,,1,51.0
2327521640,50.9175726,5.6783189,,3,45.0
2327521657,50.9180417,5.6754103,,3,47.0
2327521671,50.9182396,5.6791463,,1,45.0
2327521685,50.9184618,5.6750372,,1,47.0
2327521686,50.9184731,5.676326,,3,47.0
2327521711,50.919544,5.6747697,,3,47.0
2327521715,50.9196428,5.6556057,,4,57.0
2327521719,50.9199028,5.6588079,,3,59.0
2327521738,50.9212606,5.6558982,,3,56.0
2327521740,50.9214783,5.6499046,,3,58.0
2327521742,50.9222018,5.6539522,,3,58.0
2327521745,50.9237915,5.6487834,,3,59.0
2327521747,50.9245873,5.6491997,,1,59.0
2327577299,50.9140742,5.6565461,,4,56.0
2327577306,50.9143916,5.6827468,,3,48.0
2327577318,50.9145304,5.6828011,,3,48.0
2327577324,50.9145681,5.6825334,,3,48.0
2327577330,50.9148056,5.6552364,,3,55.0
2327577332,50.9150194,5.682684,,3,47.0
2327577335,50.9148609,5.6818421,,1,47.0
2327577345,50.9151298,5.6819408,,3,47.0
2327577355,50.9152353,5.6652164,,3,51.0
2327577394,50.9160028,5.6623733,,3,56.0
2327577408,50.9164614,5.6600925,,3,54.0
2327577412,50.9165197,5.6778354,,1,52.0
2327577418,50.9165835,5.6601939,,4,54.0
2327577427,50.9168274,5.6686375,,3,51.0
2327577430,50.9169969,5.6586789,,3,60.0
2327577442,50.9171064,5.6762096,,3,47.0
2327577444,50.9171137,5.6630042,,4,57.0
2327577454,50.9173999,5.6764316,,3,47.0
2327577460,50.9181182,5.6639454,,3,57.0
2327577462,50.9176814,5.6612871,,4,60.0
2327577478,50.9181392,5.6726751,,3,46.0
2327577512,50.9193105,5.6743139,,3,47.0
2327577514,50.9193131,5.66777,,3,51.0
2327577518,50.9194309,5.6681015,,4,51.0
2327577549,50.9199151,5.6673843,,3,51.0
2327631972,50.9145588,5.6671696,,3,53.0
2327690516,50.9106455,5.6574854,,1,56.0
2327690520,50.9116342,5.649453,,3,60.0
2327690522,50.9120691,5.6554045,,4,61.0
2327690529,50.9128721,5.6510149,,3,57.0
2327690531,50.9127078,5.6544283,,3,55.0
2327690542,50.9135031,5.6532665,,3,57.0
2327690550,50.9132764,5.6578557,,4,56.0
2327690569,50.9150953,5.6556815,,3,55.0
2327690588,50.915911,5.6593201,,3,54.0
2327690593,50.9164348,5.6523159,,3,58.0
2327690606,50.9183753,5.6545238,,3,57.0
2327690608,50.9221202,5.6476467,,3,61.0
2327707827,50.9099553,5.6511834,,3,65.0
2327707828,50.9101038,5.6459415,,3,61.0
2327707835,50.9114791,5.6496373,,3,60.0
2327707840,50.912463,5.643775,,3,64.0
2327707848,50.9137998,5.6459477,,3,57.0
2327707849,50.913562,5.6499289,,1,59.0
2327707851,50.9146223,5.6464331,,3,61.0
2327707853,50.9150655,5.6459608,,3,61.0
2327707856,50.9164599,5.6488821,,3,60.0
2327715972,50.9073335,5.6468086,,3,63.0
2327715973,50.9076944,5.6496683,,3,62.0
2327731684,50.897514,5.6668484,,3,52.0
2327731691,50.8979197,5.6666015,,4,55.0
2333044692,50.8424942,5.6253999,,3,84.0
2333289082,50.8638387,5.6209369,,3,72.0
