u,v,key,osmid,lit,lanes,surface,name,ref,highway,maxspeed,oneway,reversed,length,grade,grade_abs,elevation_change,junction,sidewalk,access,bridge,service,incline,tactile_paving,smoothness,tunnel,width,est_width,footway
621516934,621516932,0,645029851,,,,,,service,,False,False,5.074986269384782,0.0,0.0,0.0,,,,,,,,,,,,
621516934,621516931,0,645029851,,,,,,service,,False,True,47.53879246314441,0.0,0.0,0.0,,,,,,,,,,,,
621516946,621516931,0,48982656,,,,,,footway,,False,False,17.35798083169892,0.0,0.0,0.0,,,,,,,,,,,,
621516957,621517001,0,48982650,,,,,,footway,,False,True,51.635243165028214,-0.07746646969814487,0.07746646969814487,-4.0,,,,,,,,,,,,
621517001,621516932,0,1302477788,,,,,,service,,False,True,54.21958483165525,0.0,0.0,0.0,,,,,,,,,,,,
621517001,621516957,0,48982650,,,,,,footway,,False,False,51.63524316502821,0.07746646969814487,0.07746646969814487,4.0,,,,,,,,,,,,
621517001,621517206,0,"[1376183057, 1376183058, 1302477788, 117974165]",,,,,,service,,False,False,202.93165679202474,0.00985553477272256,0.00985553477272256,2.0,,,,,,,,,building_passage,,,
621517024,621517026,0,48982658,,,,,,path,,False,False,24.94315452970667,0.0,0.0,0.0,,,,,,,,,,,,
621517026,621517024,0,48982658,,,,,,path,,False,True,24.94315452970667,0.0,0.0,0.0,,,,,,,,,,,,
621517026,3229279219,0,316752919,,,,,,service,,False,True,43.29947045889328,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
621517026,3229279215,0,316752923,,,,,,service,,False,True,21.992175025111536,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
621517061,12742099612,0,1376183067,,,,,,service,,False,False,9.688918375481025,0.0,0.0,0.0,,,,,driveway,,,,,,,
621517063,12742099612,0,1376183067,,,,,,service,,False,True,31.0091213858601,0.0,0.0,0.0,,,,,driveway,,,,,,,
621517206,621517331,0,316752559,,,,Daalbroekstraat,,service,,False,False,44.001215430795234,0.0,0.0,0.0,,,,,,,,,,,,
621517206,621517208,0,1302477786,,,,Daalbroekstraat,,service,,False,True,40.77317928242468,0.0,0.0,0.0,,,,,,,,,,,,
621517206,621517001,0,"[1376183057, 1376183058, 1302477788, 117974165]",,,,,,service,,False,True,202.93165679202474,-0.00985553477272256,0.00985553477272256,-2.0,,,,,,,,,building_passage,,,
621517208,621517409,0,645029849,,,,,,service,,False,False,47.57223918801755,0.08408265131668463,0.08408265131668463,4.0,,,,,,,,,,,,
621517208,621517206,0,1302477786,,,,Daalbroekstraat,,service,,False,False,40.77317928242468,0.0,0.0,0.0,,,,,,,,,,,,
621517208,12742087575,0,1302477786,,,,Daalbroekstraat,,service,,False,True,30.35204346313269,0.06589342172065987,0.06589342172065987,2.0,,,,,,,,,,,,
621517210,621517212,0,48982630,,,,,,service,,False,False,19.85539718266795,0.0,0.0,0.0,,,,,,,,,,,,
621517210,621516867,0,48982630,,,,,,service,,False,True,33.943697707667525,0.0,0.0,0.0,,,,,,,,,,,,
621517210,621517220,0,48982665,,,,,,footway,,False,False,39.98327892990335,0.0,0.0,0.0,,,,,,,,,,,,
621517212,621517214,0,48982630,,,,,,service,,False,False,53.72711130245799,0.0,0.0,0.0,,,,,,,,,,,,
621517212,621517210,0,48982630,,,,,,service,,False,True,19.85539718266795,0.0,0.0,0.0,,,,,,,,,,,,
621517212,621517215,0,48982664,,,,,,footway,,False,False,15.177765764033794,0.0,0.0,0.0,,,,,,,,,,,,
621517214,621517212,0,48982630,,,,,,service,,False,True,53.72711130245799,0.0,0.0,0.0,,,,,,,,,,,,
621517214,621517226,0,48982631,,,,,,service,,False,False,109.7625920404171,0.0,0.0,0.0,,,,,,,,,,,,
621517214,621516932,0,48982631,,,,,,service,,False,True,72.31866597445212,0.0,0.0,0.0,,,,,,,,,,,,
621517215,621517212,0,48982664,,,,,,footway,,False,True,15.177765764033794,0.0,0.0,0.0,,,,,,,,,,,,
621517220,621517210,0,48982665,,,,,,footway,,False,True,39.98327892990335,0.0,0.0,0.0,,,,,,,,,,,,
621517226,621517214,0,48982631,,,,,,service,,False,True,109.7625920404171,0.0,0.0,0.0,,,,,,,,,,,,
621517226,621516871,0,48982635,,,,,,service,,False,True,68.50984950744032,0.0,0.0,0.0,,,,,,,,,,,,
621517226,621517267,0,1302477787,,,,,,service,,False,False,117.93299614908494,0.008479391117443082,0.008479391117443082,1.0,,,,,,,,,,,,
621517226,6064511462,0,1302477789,,,,,,service,,False,False,45.26365967142721,0.0,0.0,0.0,,,,,,,,,,,,
621517255,621517266,0,48982662,,,,,,service,,False,False,117.167784801079,0.017069538383741655,0.017069538383741655,2.0,,,,,,,,,,,,
621517255,6064511462,0,1302477789,,,,,,service,,False,True,34.90793832205971,0.0,0.0,0.0,,,,,,,,,,,,
621517255,621517342,0,1302477789,,,,,,service,,False,False,149.0680529819355,0.013416690967596966,0.013416690967596966,2.0,,,,,,,,,,,,
621517266,621517255,0,48982662,,,,,,service,,False,True,117.167784801079,-0.017069538383741655,0.017069538383741655,-2.0,,,,,,,,,,,,
621517266,621517267,0,322896745,,,,,,service,,False,False,80.11193358801815,-0.012482534813634356,0.012482534813634356,-1.0,,,,,,,,,,,,
621517266,2465904688,0,238794850,,,,,,footway,,False,False,61.53875076724842,0.0,0.0,0.0,,,,,,,,,,,,
621517266,621517408,0,322896745,,,,,,service,,False,True,235.85853446833335,-0.008479659235178206,0.008479659235178206,-2.0,,,,,,,,,,,,
621517267,621517266,0,322896745,,,,,,service,,False,True,80.11193358801815,0.012482534813634356,0.012482534813634356,1.0,,,,,,,,,,,,
621517267,621517226,0,1302477787,,,,,,service,,False,True,117.93299614908494,-0.008479391117443082,0.008479391117443082,-1.0,,,,,,,,,,,,
621517267,2468616448,0,322896745,,,,,,service,,False,False,218.0142492191531,0.004586856150832491,0.004586856150832491,1.0,,,,,,,,,,,,
621517331,12742087568,0,316752559,,,,Daalbroekstraat,,service,,False,False,33.89563871126176,0.0,0.0,0.0,,,,,,,,,,,,
621517331,621517206,0,316752559,,,,Daalbroekstraat,,service,,False,True,44.001215430795234,0.0,0.0,0.0,,,,,,,,,,,,
621517331,12742087562,0,1376183059,,,,,,service,,False,True,43.898697928995006,0.0,0.0,0.0,,,,,,,,,,,,
621517333,621517335,0,48982663,,,,,,service,,False,True,49.667905463271964,0.0,0.0,0.0,,,,,,,,,,,,
621517333,621517389,0,316752559,,,,Daalbroekstraat,,service,,False,False,80.30310828169561,-0.012452818096307005,0.012452818096307005,-1.0,,,,,,,,,,,,
621517333,12742087568,0,316752559,,,,Daalbroekstraat,,service,,False,True,23.795384132566152,0.0,0.0,0.0,,,,,,,,,,,,
621517335,621517333,0,48982663,,,,,,service,,False,False,49.667905463271964,0.0,0.0,0.0,,,,,,,,,,,,
621517335,621517350,0,48982669,,,,,,footway,,False,False,18.083217028573838,0.0,0.0,0.0,,,,,,,,,,,,
621517335,6064511462,0,48982663,,,,,,service,,False,True,260.19143141012006,-0.00768664820805552,0.00768664820805552,-2.0,,,,,,,,,,,,
621517342,621517354,0,48982670,,,,,,footway,,False,True,19.98186999887001,0.0,0.0,0.0,,,,,,,,,,,,
621517342,621517389,0,1302477789,,,,,,service,,False,False,67.21095353871529,-0.014878527194588506,0.014878527194588506,-1.0,,,,,,,,,,,,
621517342,621517255,0,1302477789,,,,,,service,,False,True,149.0680529819355,-0.013416690967596966,0.013416690967596966,-2.0,,,,,,,,,,,,
621517350,621517335,0,48982669,,,,,,footway,,False,True,18.083217028573838,0.0,0.0,0.0,,,,,,,,,,,,
621517354,621517342,0,48982670,,,,,,footway,,False,False,19.98186999887001,0.0,0.0,0.0,,,,,,,,,,,,
621517389,621517333,0,316752559,,,,Daalbroekstraat,,service,,False,True,80.30310828169561,0.012452818096307005,0.012452818096307005,1.0,,,,,,,,,,,,
621517389,621517342,0,1302477789,,,,,,service,,False,True,67.21095353871529,0.014878527194588506,0.014878527194588506,1.0,,,,,,,,,,,,
621517389,621517391,0,1302477790,,,,Daalbroekstraat,,service,,False,False,29.759950998142305,0.0,0.0,0.0,,,,,,,,,,,,
621517391,621517408,0,1302477790,,,,Daalbroekstraat,,service,,False,False,68.96261692601627,-0.014500609816950671,0.014500609816950671,-1.0,,,,,,,,,,,,
621517391,621517389,0,1302477790,,,,Daalbroekstraat,,service,,False,True,29.759950998142305,0.0,0.0,0.0,,,,,,,,,,,,
621517391,621517459,0,48982612,,,,,,service,,False,False,126.30518130866582,-0.007917331574515461,0.007917331574515461,-1.0,,,,,,,,,,,,
621517408,621517459,0,322896745,,,,,,service,,False,True,60.80351362541945,0.0,0.0,0.0,,,,,,,,,,,,
621517408,621517391,0,1302477790,,,,Daalbroekstraat,,service,,False,True,68.96261692601627,0.014500609816950671,0.014500609816950671,1.0,,,,,,,,,,,,
621517408,621517266,0,322896745,,,,,,service,,False,False,235.85853446833335,0.008479659235178206,0.008479659235178206,2.0,,,,,,,,,,,,
621517409,621517208,0,645029849,,,,,,service,,False,True,47.57223918801755,-0.08408265131668463,0.08408265131668463,-4.0,,,,,,,,,,,,
621517459,6064511458,0,48982612,,,,,,service,,False,False,18.473861305394827,0.0,0.0,0.0,,,,,,,,,,,,
621517459,621517408,0,322896745,,,,,,service,,False,False,60.80351362541945,0.0,0.0,0.0,,,,,,,,,,,,
621517459,621517391,0,48982612,,,,,,service,,False,True,126.30518130866582,0.007917331574515461,0.007917331574515461,1.0,,,,,,,,,,,,
623987174,258895674,0,5735253,,,,Dorpsstraat,,tertiary,,False,False,101.62988345030558,0.0,0.0,0.0,,,,,,,,,,,,
623987174,11906775075,0,32345543,,,,Dorpsstraat,,tertiary,,False,True,136.99052194855295,-0.00729977509229107,0.00729977509229107,-1.0,,,,,,,,,,,,
623987174,282184721,0,"[49189594, 275362067]",,,concrete,Boonakkerstraat,,unclassified,50,False,True,845.2060604730981,0.0,0.0,0.0,,,destination,,,,,good,,,,
623987181,12505475060,0,238041931,,,,Neergellikerstraat,,tertiary,,False,True,108.65205230536216,-0.036814767094855816,0.036814767094855816,-4.0,,,,,,,,,,,,
623987181,94128082,0,"[375585078, 1190773119]",,,,Neergellikerstraat,,tertiary,,False,False,46.23992380069405,0.0,0.0,0.0,,,,,,,,,,,,
623987181,3789411569,0,375585079,,,,Neergellikerstraat,,tertiary,,False,True,49.76993008646497,0.0,0.0,0.0,,,,,,,,,,,,
642164676,2333044692,0,246417924,,2,asphalt,Kiezelweg,N78,primary,70,False,False,104.7680885524948,-0.04772445569143618,0.04772445569143618,-5.0,,,,,,,,,,,,
642164676,1778262255,0,246417924,,2,asphalt,Kiezelweg,N78,primary,70,False,True,222.21195584742483,0.013500623711083574,0.013500623711083574,3.0,,,,,,,,,,,,
642164676,3829592418,0,379627634,,,,Meulenweg,,unclassified,,False,False,502.3869559298744,-0.001990497540186105,0.001990497540186105,-1.0,,,,,,,,,,,,
642164679,2333044692,0,246417921,,2,asphalt,Kiezelweg,N78,primary,,False,True,9.863013923692094,0.0,0.0,0.0,,,,,,,,,,,,
642164679,9063910632,0,246417922,,2,asphalt,Kiezelweg,N78,primary,,False,False,280.70228447103744,-0.014249973089950808,0.014249973089950808,-4.0,,,,,,,,,,,,
642886220,642886226,0,210416022,,1,concrete,Kiezelweg,N2;N78,primary,50,False,True,11.185890787000465,0.17879666788131648,0.17879666788131648,2.0,roundabout,,,,,,,,,,,
642886220,35969709,0,1435305947,,1,concrete,Kiezelweg,N2;N78,primary,50,False,False,9.303332503333642,0.0,0.0,0.0,roundabout,,,,,,,,,,,
642886220,13192517934,0,1435305948,,1,,Bilzerbaan,N2,primary,50,False,False,29.45639566399482,0.0,0.0,0.0,,,,,,,,,,,,
642886226,642886220,0,210416022,,1,concrete,Kiezelweg,N2;N78,primary,50,False,False,11.185890787000467,-0.17879666788131646,0.17879666788131646,-2.0,roundabout,,,,,,,,,,,
642886226,6475321138,0,"[210416016, 210416022]",,1,concrete,Kiezelweg,N2;N78,primary,50,False,True,8.836926007514885,0.0,0.0,0.0,roundabout,,,,,,,,,,,
642886226,94101886,0,1435305953,,1,asphalt,Kiezelweg,N78,primary,50,False,True,40.411893276813146,-0.09898076223751319,0.09898076223751319,-4.0,,,,,,,,,,,,
642886227,35969709,0,5174358,,1,concrete,Kiezelweg,N2;N78,primary,50,False,True,12.861102717560886,-0.15550766088425277,0.15550766088425277,-2.0,roundabout,,,,,,,,,,,
642886227,35969384,0,337983813,,1,asphalt,Kiezelweg,N78,primary,50,False,False,45.24902892780819,0.0,0.0,0.0,,,,,,,,,,,,
642886227,35969705,0,1435305949,,1,concrete,Kiezelweg,N2;N78,primary,50,False,False,10.31380921233188,0.0,0.0,0.0,roundabout,,,,,,,,,,,
670119765,261886558,0,52867672,,,,Omloopstraat,,residential,,False,True,33.58600405022058,0.0,0.0,0.0,,,,,,,,,,,,
670119765,3790739782,0,376561230,,2,,Bilzerbaan,N2,primary,50,False,False,8.021503498868078,0.0,0.0,0.0,,,,,,,,,,,,
670119765,8948686852,0,316752558,,2,,Bilzerbaan,N2,primary,50,False,True,208.2723374217045,-0.009602811514764206,0.009602811514764206,-2.0,,,,,,,,,,,,
923014775,1477629891,0,625637470,,,ground,,,track,,False,False,79.26376706890268,0.0,0.0,0.0,,,,,,,,very_bad,,,,
923014775,1477629886,0,1097397472,,,ground,,,track,,False,True,69.5041458170249,0.028775261914090078,0.028775261914090078,2.0,,,,,,,,very_bad,,2,,
923014775,923014780,0,"[1097397469, 1097397471]",,,"['dirt', 'pebblestone']",,,"['track', 'path']",,False,False,196.37062473164872,0.02546205679608534,0.02546205679608534,5.0,,,,,,15°,,"['very_horrible', 'very_bad']",,,,
923014775,1966476240,0,"[546653048, 1097397473]",,,"['ground', 'pebblestone']",,,track,,False,True,232.32259775929498,0.025826157497672635,0.025826157497672635,6.0,,,,,,-15°,,"['bad', 'horrible']",,,,
923014780,1523017498,0,185957944,,,grass,,,path,,False,True,176.3335358571791,-0.05671070991339659,0.05671070991339659,-10.0,,,,,,,,horrible,,,,
923014780,1966476243,0,1097397470,,,grass,,,path,,False,False,64.01774637966348,0.0,0.0,0.0,,,,,,,,horrible,,,,
923014780,923014789,0,1097397469,,,dirt,,,track,,False,False,262.5204536906989,-0.019046134995222088,0.019046134995222088,-5.0,,,,,,,,very_bad,,,,
923014780,923014775,0,"[1097397469, 1097397471]",,,"['dirt', 'pebblestone']",,,"['path', 'track']",,False,True,196.3706247316487,-0.025462056796085344,0.025462056796085344,-5.0,,,,,,15°,,"['very_horrible', 'very_bad']",,,,
923014789,7006665183,0,138926683,,,grass,,,track,,False,True,267.0093490557732,-0.007490374427234897,0.007490374427234897,-2.0,,,,,,,,,,,,
923014789,4535128148,0,625637471,,,grass,,,track,,False,False,76.00605164982034,-0.013156847096955651,0.013156847096955651,-1.0,,,,,,,,,,,,
923014789,5907046885,0,"[222831330, 1097397468, 1097397469]",,,"['dirt', 'pebblestone']",,,track,,False,False,191.0585173879882,-0.005233998534434716,0.005233998534434716,-1.0,,,,,,,,very_bad,,,,
923014789,923014780,0,1097397469,,,dirt,,,track,,False,True,262.5204536906989,0.019046134995222088,0.019046134995222088,5.0,,,,,,,,very_bad,,,,
923014815,2313628171,0,222394649,,,gravel,,,track,,False,True,79.02836929188469,0.0,0.0,0.0,,,,,,,,bad,,,,
923014815,923014827,0,222831323,,,ground,,,track,,False,False,359.8362359122042,-0.0277904196464524,0.0277904196464524,-10.0,,,,,,,,bad,,,,
923014815,5907046885,0,"[222831330, 1097397466, 603832610, 1097397467]",,,"['dirt', 'pebblestone']",,,track,,False,True,279.61166759489095,-0.017881943350247235,0.017881943350247235,-5.0,,,,,,,,"['bad', 'very_bad', 'horrible']",,2,,
923014827,10049317926,0,1097512481,,,,,,track,,False,True,6.161334833037891,0.0,0.0,0.0,,,,,,,,,,,,
923014827,923014815,0,222831323,,,ground,,,track,,False,True,359.8362359122042,0.0277904196464524,0.0277904196464524,10.0,,,,,,,,bad,,,,
923014827,7006665179,0,603832561,,,,,,track,,False,True,24.970491938843935,0.0,0.0,0.0,,,no,,,,,,,,,
923014827,923014835,0,"[1290726161, 1290726162]",,,ground,,,track,,False,False,104.38548996153543,0.0,0.0,0.0,,,,,,,,very_bad,,,,
923014835,1523017458,0,138926685,,,ground,,,track,,False,False,90.18277116608982,0.0,0.0,0.0,,,,,,,,,,,,
923014835,2317491966,0,603832612,,,ground,,,track,,False,False,59.673029341321666,0.05027396854348395,0.05027396854348395,3.0,,,,,,,,,,,,
923014835,923014827,0,"[1290726161, 1290726162]",,,ground,,,track,,False,True,104.38548996153543,0.0,0.0,0.0,,,,,,,,very_bad,,,,
923014854,2317491971,0,456661190,,,dirt,,,track,,False,False,90.89519910205584,0.02200336233109989,0.02200336233109989,2.0,,,,,,,,,,,,
923014854,1477629934,0,456663642,,,dirt,,,track,,False,True,22.290936107540915,0.0,0.0,0.0,,,,,,,,,,,,
923014854,2317441031,0,222805725,,,,,,track,,False,False,155.7709010536481,-0.006419684249342541,0.006419684249342541,-1.0,,,,,,,,,,,,
923014855,2317491971,0,546649286,,,dirt,,,track,,False,True,112.85551134399077,0.0,0.0,0.0,,,,,,,,,,,,
923014855,923014857,0,1097512477,,,gravel,,,track,,False,True,216.62358341379843,-0.036930420381414565,0.036930420381414565,-8.0,,,,,,,,very_bad,,,,
923014855,5907046908,0,1290726160,,,ground,,,track,,False,True,31.77906442207094,0.0,0.0,0.0,,,,,,,,very_bad,,,,
923014855,4529109098,0,"[222807651, 1290726159]",,,ground,,,"['path', 'track']",,False,False,149.10036339186289,0.0,0.0,0.0,,,,,,,,very_bad,,,,
923014857,923014855,0,1097512477,,,gravel,,,track,,False,False,216.62358341379843,0.036930420381414565,0.036930420381414565,8.0,,,,,,,,very_bad,,,,
923014857,5907046907,0,1097512478,,,ground,,,track,,False,False,31.52272603427121,0.0,0.0,0.0,,,,,,,,bad,,,,
923014857,2317475619,0,1097565848,,,,,,track,,False,True,147.54986861806526,0.06099632676255792,0.06099632676255792,9.0,,,,,,,,,,,,
923014857,2317475623,0,223762438,,,gravel,,,track,,False,True,356.25150729534994,0.016842034004436384,0.016842034004436384,6.0,,,,,,,,very_bad,,,,
923014884,923014885,0,222807181,,,,,,track,,False,False,49.61105665529301,0.0,0.0,0.0,,,no,,,,,,,,,
923014884,2326390954,0,222807181,,,,,,track,,False,True,208.82412889859742,-0.038309749175990615,0.038309749175990615,-8.0,,,no,,,,,,,,,
923014884,1477629973,0,223768144,,,unpaved,,,path,,False,True,141.5403305462137,0.04239074458032982,0.04239074458032982,6.0,,,,,,,,,,,,
923014885,923014887,0,222807181,,,,,,track,,False,False,40.414330194614365,-0.4701302708347731,0.4701302708347731,-19.0,,,no,,,,,,,,,
923014885,923014884,0,222807181,,,,,,track,,False,True,49.61105665529301,0.0,0.0,0.0,,,no,,,,,,,,,
923014885,2326391038,0,223761456,,,,,,track,,False,False,45.241467151482226,-0.4199686967794879,0.4199686967794879,-19.0,,,no,,,,,,,,,
923014887,923014885,0,222807181,,,,,,track,,False,True,40.414330194614365,0.4701302708347731,0.4701302708347731,19.0,,,no,,,,,,,,,
923014887,6270052341,0,1097512474,,,,,,track,,False,False,16.745730033799234,0.0,0.0,0.0,,,no,,,,,,,,,
923014887,2326391038,0,1097512474,,,,,,track,,False,True,42.268000103854924,0.0,0.0,0.0,,,no,,,,,,,,,
923014888,2326391053,0,456659213,,,ground,,,track,,False,True,21.466556922673224,0.8850976925848776,0.8850976925848776,19.0,,,,,,,,,,,,
923014888,1477629989,0,456659213,,,ground,,,track,,False,False,411.2958617324845,0.03890143686980915,0.03890143686980915,16.0,,,,,,,,,,,,
923014888,6270052341,0,1097562631,,,,,,track,,False,True,28.018716799832156,0.0,0.0,0.0,,,,,,,,,,,,
923018140,2302432101,0,28899886,,,,Daalbroekstraat,,tertiary,50,False,False,244.3294795962421,-0.008185667989409335,0.008185667989409335,-2.0,,,,,,,,,,,,
923018140,2312887565,0,28899886,,,,Daalbroekstraat,,tertiary,50,False,True,484.26069929985925,-0.0020650034195337204,0.0020650034195337204,-1.0,,,,,,,,,,,,
923018140,2302432090,0,222309067,,,,,,track,,False,True,37.03688883297218,0.0,0.0,0.0,,,,,,,,,,,,
923018165,7366672076,0,456668532,,,,,,track,,False,False,102.87495467599032,-0.04860269456008747,0.04860269456008747,-5.0,,,,,,,,bad,,,,
923018165,923099348,0,456668532,,,,,,track,,False,True,359.69734368417903,0.002780115053832643,0.002780115053832643,1.0,,,,,,,,bad,,,,
923018165,2302432289,0,"[1101343995, 1101343997, 1101343998, 814259699]",,,"['asphalt', 'ground', 'grass']",,,"['service', 'track', 'path']",,False,"[False, True]",482.51360106905537,-0.020724804394827497,0.020724804394827497,-10.0,,,,,,,,,,,,
923018172,7366672076,0,456668532,,,,,,track,,False,True,3.88893577355289,0.0,0.0,0.0,,,,,,,,bad,,,,
923018172,1477630078,0,78767297,,,compacted,,,track,,False,False,212.4677101319608,0.08001215803305609,0.08001215803305609,17.0,,,,,,,,bad,,,,
923018172,10078597943,0,134384769,,,pebblestone,,,track,,False,True,166.33527922358817,-0.0060119537158187485,0.0060119537158187485,-1.0,,,,,,,,very_bad,,,,
923018179,1477630078,0,78767297,,,compacted,,,track,,False,True,43.94894337992737,0.5915955652275108,0.5915955652275108,26.0,,,,,,,,bad,,,,
923018179,6064398435,0,645022481,,,,,,track,,False,False,268.0773672947711,-0.0037302664155919787,0.0037302664155919787,-1.0,,,no,,,,,,,,,
923018179,923018196,0,645022482,,,sand,,,track,,False,False,171.5867446894145,0.005827956010297174,0.005827956010297174,1.0,,,,,,,,,,,,
923018196,2423978899,0,"[223768147, 669555325]",,,,,,track,,False,"[False, True]",637.1272857262448,0.054934077984282854,0.054934077984282854,35.0,,,,,,,,,,,,
923018196,923018200,0,645022482,,,sand,,,track,,False,False,68.9887195796702,0.0,0.0,0.0,,,,,,,,,,,,
923018196,923018179,0,645022482,,,sand,,,track,,False,True,171.58674468941445,-0.005827956010297176,0.005827956010297176,-1.0,,,,,,,,,,,,
923018200,2312974841,0,223768136,,,,,,track,,False,False,693.1915817514828,0.0461632842094617,0.0461632842094617,32.0,,,,,,,,,,,,
923018200,923018204,0,"[223768141, 223768142, 223768143]",,,"['ground', 'wood', 'unpaved']",,,path,,False,False,167.56481776415816,0.047742718947480556,0.047742718947480556,8.0,,,,boardwalk,,,,,,,,
923018200,923018196,0,645022482,,,sand,,,track,,False,True,68.98871957967019,0.0,0.0,0.0,,,,,,,,,,,,
923018204,1477630119,0,134384737,,,sand,,,track,,False,True,406.689052109632,0.034424334580381064,0.034424334580381064,14.0,,,,,,,,,,,,
923018204,923018208,0,222318262,,,dirt,,,track,,False,False,191.17423090989416,0.0732316271568975,0.0732316271568975,14.0,,,,,,,,,,,,
923018204,923018200,0,"[223768141, 223768142, 223768143]",,,"['ground', 'unpaved', 'wood']",,,path,,False,True,167.56481776415816,-0.047742718947480556,0.047742718947480556,-8.0,,,,boardwalk,,,,,,,,
923018208,4538597294,0,220967727,,,,,,track,,False,False,394.72514938817113,0.045601350782690744,0.045601350782690744,18.0,,,,,,,,,,,,
923018208,923018204,0,222318262,,,dirt,,,track,,False,True,191.17423090989413,-0.07323162715689752,0.07323162715689752,-14.0,,,,,,,,,,,,
923018208,1477630122,0,222318264,,,dirt,,,track,,False,False,64.06895969531817,0.0,0.0,0.0,,,,,,,,,,,,
923018213,923018215,0,222309060,,,,,,track,,False,True,248.27609489447624,-0.08055548001308993,0.08055548001308993,-20.0,,,,,,,,,,,,
923018213,2300320241,0,222310211,,,dirt,,,track,,False,True,252.10209349566856,0.011899940846986834,0.011899940846986834,3.0,,,,,,,,,,,,
923018213,1477630122,0,222318264,,,dirt,,,track,,False,True,183.13182704033534,0.04914492551869601,0.04914492551869601,9.0,,,,,,,,,,,,
923018215,1477630101,0,222309060,,,,,,track,,False,True,446.6562381549543,0.0,0.0,0.0,,,,,,,,,,,,
923018215,923018213,0,222309060,,,,,,track,,False,False,248.27609489447624,0.08055548001308993,0.08055548001308993,20.0,,,,,,,,,,,,
923018215,923018228,0,222310212,,,,,,track,,False,False,654.9368207932122,0.0061074593350172145,0.0061074593350172145,4.0,,,,,,,,,,,,
923018228,923018236,0,456670661,,,,,,track,,False,False,96.43307233977693,-0.06221931806610196,0.06221931806610196,-6.0,,,,,,,,,,,,
923018228,1477630101,0,134384736,,,,,,track,,False,True,339.8322321197492,-0.011770513865178304,0.011770513865178304,-4.0,,,,,,,,,,,,
923018228,923018215,0,222310212,,,,,,track,,False,True,654.9368207932122,-0.0061074593350172145,0.0061074593350172145,-4.0,,,,,,,,,,,,
923018236,2312887710,0,222309073,,,gravel,,,track,,False,False,244.63641107246426,0.00817539789450057,0.00817539789450057,2.0,,,,,,,,,,,,
923018236,923018228,0,456670661,,,,,,track,,False,True,96.43307233977693,0.06221931806610196,0.06221931806610196,6.0,,,,,,,,,,,,
923018236,923018244,0,456672127,,,pebblestone,,,track,,False,False,268.72488004545994,0.040934058648157697,0.040934058648157697,11.0,,,,,,,,,,,,
923018244,1477630028,0,134384769,,,pebblestone,,,track,,False,False,79.41028420437516,0.0,0.0,0.0,,,,,,,,very_bad,,,,
923018244,923018254,0,"[645022483, 222309075]",,,,,,track,,False,False,229.60640623420318,-0.034842233416779486,0.034842233416779486,-8.0,,,,,,,,,,,,
923018244,923018236,0,456672127,,,pebblestone,,,track,,False,True,268.72488004546,-0.04093405864815769,0.04093405864815769,-11.0,,,,,,,,,,,,
923018254,2326444977,0,645022484,,,ground,,,path,,False,True,159.35203081354294,0.02510165687615479,0.02510165687615479,4.0,,,,,,,,,,,,
923018254,2302432157,0,645022483,,,,,,track,,False,False,115.17482956098054,0.026047357842293294,0.026047357842293294,3.0,,,,,,,,,,,,
923018254,923018244,0,"[645022483, 222309075]",,,,,,track,,False,True,229.6064062342032,0.034842233416779486,0.034842233416779486,8.0,,,,,,,,,,,,
923038566,923038574,0,603832581,,,,,,track,,False,False,215.92688899540062,-0.009262394365541946,0.009262394365541946,-2.0,,,,,,,,,,,,
923038566,2020227841,0,603832581,,,,,,track,,False,True,80.51946069160192,0.0,0.0,0.0,,,,,,,,,,,,
923038566,4536476992,0,645022486,,,,,,track,,False,False,139.83797061265037,0.0,0.0,0.0,,,,,,,,,,,,
923038574,1521284551,0,222826814,,,,,,track,,False,False,261.497236470087,0.015296528766404631,0.015296528766404631,4.0,,,,,,,,,,,,
923038574,923038566,0,603832581,,,,,,track,,False,True,215.92688899540062,0.009262394365541946,0.009262394365541946,2.0,,,,,,,,,,,,
923038574,2327690608,0,603832583,,,,,,track,,False,False,309.77708852227397,0.012912510796331496,0.012912510796331496,4.0,,,,,,,,,,,,
923038593,923038594,0,222826814,,,,,,track,,False,False,173.2545979890318,-0.005771852589235796,0.005771852589235796,-1.0,,,,,,,,,,,,
923038593,6064398472,0,645022496,,,,,,track,,False,False,233.31758547625162,0.0,0.0,0.0,,,,,,,,,,,,
923038593,7006677798,0,222826814,,,,,,track,,False,True,206.8900616278676,0.004833484953949583,0.004833484953949583,1.0,,,,,,,,,,,,
923038594,1394407833,0,125578883,,,,,,track,,False,False,200.70596301738757,0.009964826006822407,0.009964826006822407,2.0,,,,,,,,,,,,
923038594,2322525607,0,222826814,,,,,,track,,False,False,121.6329601230404,-0.016442911509979348,0.016442911509979348,-2.0,,,,,,,,,,,,
923038594,923038593,0,222826814,,,,,,track,,False,True,173.2545979890318,0.005771852589235796,0.005771852589235796,1.0,,,,,,,,,,,,
923038594,2323734263,0,"[125578883, 645022495]",,,unpaved,,,"['path', 'track']",,False,True,209.99884780029245,0.009523861778051217,0.009523861778051217,2.0,,,,,,,,,,,,
923038600,2322525607,0,222826814,,,,,,track,,False,True,124.17310796927978,0.0,0.0,0.0,,,,,,,,,,,,
