u,v,key,osmid,lit,lanes,surface,name,ref,highway,maxspeed,oneway,reversed,length,grade,grade_abs,elevation_change,junction,sidewalk,access,bridge,service,incline,tactile_paving,smoothness,tunnel,width,est_width,footway
2078977798,364351935,0,8519203,,,,Marottenhofstraat,,residential,,False,False,83.0722067004023,0.0,0.0,0.0,,,,,,,,,,,,
2078977798,364351934,0,8519203,,,,Marottenhofstraat,,residential,,False,True,45.91111069598713,0.0,0.0,0.0,,,,,,,,,,,,
2078977798,2078977778,0,197692793,,,,Reepenhofstraat,,residential,,False,False,45.70022762055585,0.0,0.0,0.0,,,,,,,,,,,,
2078977801,36948752,0,197692796,,,,Pastoorslindestraat,,residential,,False,True,36.77506775247009,0.0,0.0,0.0,,,,,,,,,,,,
2078977801,36948749,0,436358095,,,,Pannestraat,,residential,,False,False,28.62524126135696,0.0,0.0,0.0,,,,,,,,,,,,
2078977801,258895885,0,149348506,,,,Pannestraat,,residential,50,False,True,211.7155442047566,0.004723318751847853,0.004723318751847853,1.0,,,,,,,,,,,,
2079037650,1523017498,0,138926683,,,grass,,,track,,False,False,168.98067108707096,-0.0295891829984723,0.0295891829984723,-5.0,,,,,,,,,,,,
2079037650,1521284608,0,546649279,,,,,,track,,False,False,712.7167892833415,-0.029464719108295654,0.029464719108295654,-21.0,,,no,,,,,,,,,
2079037650,1477629891,0,625637470,,,ground,,,track,,False,True,49.022945310001994,0.0,0.0,0.0,,,,,,,,very_bad,,,,
2079037652,1477629906,0,134384749,,,,,,track,,False,True,7.849525731004259,0.0,0.0,0.0,,,no,,,,,,,,,
2079037652,7006677696,0,134384749,,,,,,track,,False,False,133.7923271565097,-0.029897080684760168,0.029897080684760168,-4.0,,,no,,,,,,,,,
2079037652,1477629931,0,749256607,,,,,,track,,False,False,197.60902632784493,-0.04554447824194262,0.04554447824194262,-9.0,,,no,,,,,,,,,
2079037659,619500076,0,48832767,,,asphalt,,,footway,,False,False,23.55524671969011,0.0,0.0,0.0,,,,,,,,,,,,
2079037659,4559179547,0,48832767,,,asphalt,,,footway,,False,True,9.087950376094081,0.0,0.0,0.0,,,,,,,,,,,,
2079037659,1477629804,0,134384748,,,,,,footway,,False,True,61.226870198281446,-0.04899809495870991,0.04899809495870991,-3.0,,,,,,,,,,,,
2079037660,7006677694,0,546659566,,,dirt,,,track,,False,False,139.40774203101407,-0.014346405521402532,0.014346405521402532,-2.0,,,,,,,,bad,,,,
2079037660,1966476231,0,546659566,,,dirt,,,track,,False,True,67.58809829769326,0.0,0.0,0.0,,,,,,,,bad,,,,
2079037660,2317748026,0,"[603832601, 223341683]",,,grass,,,track,,False,"[False, True]",278.36153460128696,0.0,0.0,0.0,,,,,,,,,,,,
2079037660,2510002227,0,223341683,,,grass,,,track,,False,True,116.90559902975815,-0.008553910234405894,0.008553910234405894,-1.0,,,,,,,,,,,,
2079037663,923038615,0,1289626843,,,gravel,,,track,,False,False,74.23842574323557,0.04041033965854742,0.04041033965854742,3.0,,,,,,,,very_bad,,,,
2079037663,6268483764,0,1289626844,,,gravel,,,track,,False,True,47.932227619779056,0.0,0.0,0.0,,,,,,,,bad,,,,
2079037663,1394407843,0,749256614,,,grass,,,track,,False,True,115.75466470669947,0.02591688211962287,0.02591688211962287,3.0,,,,,,,,,,,,
2079037665,619568954,0,149115535,,,,Aan De Engelse Hof,,residential,30,False,False,87.91913916950189,0.0,0.0,0.0,,,,,,,,,,,,
2079037665,2079037672,0,149115535,,,,Aan De Engelse Hof,,residential,30,False,True,28.620025877754305,0.0,0.0,0.0,,,,,,,,,,,,
2079037665,619568986,0,"[48839518, 48839519]",,,,,,footway,,False,True,20.79894023564745,0.0,0.0,0.0,,,,,,,,,,,,
2079037672,2079037665,0,149115535,,,,Aan De Engelse Hof,,residential,30,False,False,28.620025877754305,0.0,0.0,0.0,,,,,,,,,,,,
2079037672,12527537093,0,1353770591,,,,,,service,,False,False,7.674075947037629,0.0,0.0,0.0,,,,,,,,,,,,
2079037672,10748913211,0,1353770591,,,,,,service,,False,True,25.66665165539364,0.0,0.0,0.0,,,,,,,,,,,,
2079037681,2317748010,0,546659566,,,dirt,,,track,,False,False,3.8007947058465033,0.0,0.0,0.0,,,,,,,,bad,,,,
2079037681,1966476235,0,185957942,,,ground,,,path,,False,True,130.48033842670242,0.0,0.0,0.0,,,,,,,,,,,,
2079037681,2313628165,0,222827859,,,ground,,,track,,False,True,126.58821569564779,-0.055297406330695804,0.055297406330695804,-7.0,,,,,,,,,,,,
2079037682,2322525602,0,749256615,,,grass,,,track,,False,True,123.5494306595331,0.0,0.0,0.0,,,,,,,,horrible,,,,
2079037682,923038600,0,1289626845,,,ground,,,track,,False,True,148.66570332147097,0.0,0.0,0.0,,,,,,,,very_bad,,,,
2079037682,6268483764,0,"[1289626844, 1289626845]",,,"['gravel', 'ground']",,,track,,False,False,132.83392305963167,0.030112789774373552,0.030112789774373552,4.0,,,,,,,,"['bad', 'very_bad']",,,,
2086398743,2423480290,0,"[234046490, 234046487]",,,,Lepelvormweg,,"['service', 'residential']",,False,True,180.03851038980258,0.0,0.0,0.0,,,customers,,,,,,,,,
2086398743,3786536514,0,375265311,,,,Lepelvormweg,,residential,,False,True,186.7186449547965,-0.021422606194300396,0.021422606194300396,-4.0,,,,,,,,,,,,
2086398743,4512808598,0,"[454763932, 454763943]",,,"['gravel', 'unpaved']",,,"['path', 'track']",,False,False,224.52021780185277,-0.008907883751320214,0.008907883751320214,-2.0,,,,,,,,bad,,,,
2086398743,11967483807,0,607144724,,,asphalt,Lepelvormweg,,unclassified,,False,False,149.1378708787072,-0.013410410033455462,0.013410410033455462,-2.0,,,,,,,,,,,,
2188660582,619568940,0,48839501,,,asphalt,Aan De Engelse Hof,,residential,30,False,False,38.99246549954151,0.0,0.0,0.0,,,,,,,,,,,,
2188660582,619568904,0,48839501,,,asphalt,Aan De Engelse Hof,,residential,30,False,True,14.878699848314405,0.0,0.0,0.0,,,,,,,,,,,,
2188660582,619568932,0,1353770594,,,,,,service,,False,True,96.43048781553512,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
2188660589,2190878287,0,48839514,,,,Aan De Engelse Hof,,residential,,False,False,10.554650704732385,0.0,0.0,0.0,,,,,,,,,,,,
2188660589,619568954,0,208584431,,,asphalt,Onderwijsstraat,,residential,30,False,False,16.125910694951607,-0.06201200161136084,0.06201200161136084,-1.0,,,,,,,,,,,,
2188660589,3789411656,0,375585080,,,asphalt,Onderwijsstraat,,residential,30,False,True,24.573405121186962,0.08138880184234698,0.08138880184234698,2.0,,,,,,,,,,,,
2189700481,12527557374,0,32141155,,,paving_stones,Europaplein,,residential,,False,True,6.83875231115131,0.0,0.0,0.0,,,,,,,,,,,,
2189700481,360823883,0,32141155,,,paving_stones,Europaplein,,residential,,False,False,45.724105199141505,0.0,0.0,0.0,,,,,,,,,,,,
2189700481,12527557231,0,1353770602,,,paving_stones,,,path,,False,True,48.00334149389142,0.0,0.0,0.0,,,,,,,,,,,,
2189700489,36948728,0,208699779,,,cobblestone,Kerkplein,,residential,30,False,False,11.035209111006676,0.0,0.0,0.0,,,,,,,,,,,,
2189700489,2189700531,0,208699784,,,sett,,,service,,False,True,58.524662865872656,-0.051260440523603304,0.051260440523603304,-3.0,,,no,,,,,,,,,
2189700489,3560722608,0,8519182,,,sett,Kerkplein,,residential,30,False,True,36.64056361831628,-0.08187646978498792,0.08187646978498792,-3.0,,,,,,,,,,,,
2189700531,2189700489,0,208699784,,,sett,,,service,,False,False,58.524662865872656,0.051260440523603304,0.051260440523603304,3.0,,,no,,,,,,,,,
2189700531,191072771,0,4826843,,,,Kerkplein,,residential,30,False,True,8.561705667609132,-0.23359831295841577,0.23359831295841577,-2.0,,,,,,,,,,,,
2189700531,191072779,0,208699780,,,,Kerkplein,,residential,30,False,False,69.94228343997901,0.0,0.0,0.0,,,,,,,,,,,,
2190877733,35969361,0,209199439,,2,asphalt,Kiezelweg,N78,primary,70,False,False,5.849130960078185,0.0,0.0,0.0,,,,,,,,,,,,
2190877733,35969367,0,209199439,,2,asphalt,Kiezelweg,N78,primary,70,False,True,435.9284926196044,0.013763725247561785,0.013763725247561785,6.0,,,,,,,,,,,,
2190877733,35969362,0,"[5174350, 5174351]",,,,Steegstraat,,unclassified,,False,True,106.40629341866179,-0.00939794036491283,0.00939794036491283,-1.0,,,destination,,,,,,,,,
2190878261,619568940,0,208584380,,,,Aan De Engelse Hof,,residential,30,False,True,8.842443275511092,0.0,0.0,0.0,,,,,,,,,,,,
2190878261,2190878269,0,"[208829846, 208829847]",,,asphalt,Aan De Engelse Hof,,residential,30,False,False,12.854283043382132,0.0,0.0,0.0,,,,,,,,,,,,
2190878261,2190878280,0,"[1352085651, 208829887]",,,,,,service,,False,True,30.81313287898952,0.0,0.0,0.0,,,no,,,,,,,,,
2190878269,2190878271,0,208829844,,,asphalt,Aan De Engelse Hof,,residential,30,False,False,10.067933538198835,0.0,0.0,0.0,,,,,,,,,,,,
2190878269,2190878261,0,"[208829846, 208829847]",,,asphalt,Aan De Engelse Hof,,residential,30,False,True,12.854283043382132,0.0,0.0,0.0,,,,,,,,,,,,
2190878269,2190878283,0,"[246417955, 208829870]",,,,,,service,,False,True,28.596316031602257,0.0,0.0,0.0,,,no,,,,,,,,,
2190878271,2190878269,0,208829844,,,asphalt,Aan De Engelse Hof,,residential,30,False,True,10.067933538198835,0.0,0.0,0.0,,,,,,,,,,,,
2190878271,12180610089,0,208829845,,,asphalt,Aan De Engelse Hof,,residential,30,False,False,5.827617414996459,0.0,0.0,0.0,,,,,,,,,,,,
2190878271,2190878285,0,"[316752920, 208829874]",,,,,,service,,False,True,29.759898460899464,0.0,0.0,0.0,,,no,,,,,,,,,
2190878278,12180610100,0,208829843,,,asphalt,Aan De Engelse Hof,,residential,30,False,False,5.3463023830339855,0.0,0.0,0.0,,,,,,,,,,,,
2190878278,12180610089,0,208829845,,,asphalt,Aan De Engelse Hof,,residential,30,False,True,5.876727809933447,0.0,0.0,0.0,,,,,,,,,,,,
2190878278,2190878287,0,"[208829872, 1302477792]",,,,,,service,,False,True,29.702111889411384,0.0,0.0,0.0,,,no,,,,,,,,,
2190878280,2190878283,0,"[208829848, 208829849]",,,,Aan De Engelse Hof,,residential,,False,True,9.825128415494529,0.0,0.0,0.0,,,,,,,,,,,,
2190878280,619568940,0,208829852,,,,Aan De Engelse Hof,,residential,30,False,False,48.106750228595914,0.0,0.0,0.0,,,,,,,,,,,,
2190878280,2190878261,0,"[1352085651, 208829887]",,,,,,service,,False,False,30.81313287898952,0.0,0.0,0.0,,,no,,,,,,,,,
2190878283,2190878285,0,208829851,,,,Aan De Engelse Hof,,residential,,False,True,11.655056316835017,0.0,0.0,0.0,,,,,,,,,,,,
2190878283,2190878280,0,"[208829848, 208829849]",,,,Aan De Engelse Hof,,residential,,False,False,9.825128415494529,0.0,0.0,0.0,,,,,,,,,,,,
2190878283,2190878269,0,"[246417955, 208829870]",,,,,,service,,False,False,28.596316031602257,0.0,0.0,0.0,,,no,,,,,,,,,
2190878285,2190878287,0,208829850,,,,Aan De Engelse Hof,,residential,,False,True,11.618477101493202,0.0,0.0,0.0,,,,,,,,,,,,
2190878285,2190878283,0,208829851,,,,Aan De Engelse Hof,,residential,,False,False,11.655056316835017,0.0,0.0,0.0,,,,,,,,,,,,
2190878285,2190878271,0,"[316752920, 208829874]",,,,,,service,,False,False,29.759898460899464,0.0,0.0,0.0,,,no,,,,,,,,,
2190878287,2188660589,0,48839514,,,,Aan De Engelse Hof,,residential,,False,True,10.554650704732385,0.0,0.0,0.0,,,,,,,,,,,,
2190878287,2190878285,0,208829850,,,,Aan De Engelse Hof,,residential,,False,False,11.618477101493202,0.0,0.0,0.0,,,,,,,,,,,,
2190878287,2190878278,0,"[1302477792, 208829872]",,,,,,service,,False,False,29.702111889411384,0.0,0.0,0.0,,,no,,,,,,,,,
2193455897,3249052537,0,232077624,,,dirt,,,path,,False,False,339.57480993490134,0.04417288786195771,0.04417288786195771,15.0,,,,,,,,bad,,,,
2193455897,9923929059,0,"[605926812, 1124475911]",,,dirt,,,"['track', 'path']",,False,True,168.04589721441403,0.0,0.0,0.0,,,,,,,,,,,,
2193455902,5745854212,0,605926810,,,dirt,,,track,,False,False,25.435953653175837,0.0,0.0,0.0,,,,,,,,,,,,
2193455902,9923929059,0,1082826539,,,dirt,,,track,,False,False,103.65547808312724,0.0,0.0,0.0,,,,,,,,,,,,
2193455902,5745854214,0,254262569,,,sand,,,track,,False,True,93.96240501392855,0.0957829889376063,0.0957829889376063,9.0,,,,,,,,very_bad,,,,
2193455904,3239089276,0,254262569,,,sand,,,track,,False,True,38.869525033261745,0.0,0.0,0.0,,,,,,,,very_bad,,,,
2193455904,5745854214,0,254262569,,,sand,,,track,,False,False,105.38360441513818,0.0,0.0,0.0,,,,,,,,very_bad,,,,
2193455904,3249052473,0,318498889,,,dirt,,,footway,,False,True,228.01899780676194,0.04385599487843836,0.04385599487843836,10.0,,,,,,,,,,,,
2193455908,3249052467,0,209116383,,,gravel,,,track,,False,False,260.01645448332056,-0.003845910452040825,0.003845910452040825,-1.0,,,,,,,,bad,,,,
2193455908,2407298751,0,232375394,,,dirt,,,track,,False,True,83.87995162163384,0.0,0.0,0.0,,,,,,,,,,,,
2193455908,3239089276,0,254262569,,,sand,,,track,,False,False,134.7962093980425,-0.07418606238748743,0.07418606238748743,-10.0,,,,,,,,very_bad,,,,
2193472033,6133404096,0,232375397,,,ground,,,track,,False,True,109.1502303043884,-0.027485054237942223,0.027485054237942223,-3.0,,,,,,,,,,,,
2193472033,9140708716,0,1288770383,,,,Driebunderstraat,,service,,False,True,26.63839277446488,0.0,0.0,0.0,,,,,,,,,,,,
2193472033,2193472035,0,546658439,,,,Gellikerheide,,unclassified,,False,False,130.9252027573476,-0.007637948835972908,0.007637948835972908,-1.0,,,,,,,,,,,,
2193472033,2193472041,0,546658439,,,,Gellikerheide,,unclassified,,False,True,221.09606760115292,0.009045841573301554,0.009045841573301554,2.0,,,,,,,,,,,,
2193472035,329289551,0,546658439,,,,Gellikerheide,,unclassified,,False,False,153.0813720351811,-0.013064946919474702,0.013064946919474702,-2.0,,,,,,,,,,,,
2193472035,2193472033,0,546658439,,,,Gellikerheide,,unclassified,,False,True,130.9252027573476,0.007637948835972908,0.007637948835972908,1.0,,,,,,,,,,,,
2193472035,9140708716,0,"[988959820, 1288770382]",,,,Driebunders,,"['service', 'track']",,False,"[False, True]",131.72992786283055,0.0075912893616801565,0.0075912893616801565,1.0,,,,,,,,,,,,
2193472041,7997753366,0,1289467566,,,asphalt,,,service,,False,False,11.561909805096102,0.0,0.0,0.0,,,,,,,,,,,,
2193472041,2193472064,0,29901828,,,,Gellikerheide,,unclassified,,False,True,167.1198816748149,-0.023934914026466806,0.023934914026466806,-4.0,,,,,,,,,,,,
2193472041,3239089282,0,254262576,,,ground,,,path,,False,True,112.55452634174635,0.0,0.0,0.0,,,,,,,,,,1.65,,
2193472041,2193472033,0,546658439,,,,Gellikerheide,,unclassified,,False,False,221.09606760115292,-0.009045841573301554,0.009045841573301554,-2.0,,,,,,,,,,,,
2193472041,6854034254,0,"[1289467565, 232375398]",,,"['sand', 'ground']",,,"['path', 'track']",,False,False,111.53440453065448,0.0,0.0,0.0,,,,,,,,,,1.6,,
2193472048,6854034265,0,232077624,,,dirt,,,path,,False,True,9.580310732494532,0.0,0.0,0.0,,,,,,,,bad,,,,
2193472048,5745854223,0,232375407,,,,Hoeffaert,,track,,False,False,232.63353561901948,0.04728467016043009,0.04728467016043009,11.0,,,,,,,,,,,,
2193472048,5745854231,0,254263771,,,dirt,,,track,,False,False,192.93654768653792,0.04664746056626975,0.04664746056626975,9.0,,,,,,,,,,,,
2193472063,2193472074,0,232375393,,,ground,,,track,,False,True,41.497021873878275,0.0,0.0,0.0,,,,,,,,bad,,,,
2193472063,5745854224,0,605926814,,,ground,,,path,,False,False,40.174175414868714,0.0,0.0,0.0,,,,,,,,,,0.9,,
2193472063,6854034254,0,232375398,,,sand,,,path,,False,True,296.94236868077746,0.016838284217282444,0.016838284217282444,5.0,,,,,,,,,,1.6,,
2193472063,3239089278,0,232375399,,,ground,,,track,,False,False,328.29369448847405,0.0030460530213902988,0.0030460530213902988,1.0,,,,,,,,very_bad,,,,
2193472064,7997753375,0,216264469,,,,,,track,,False,False,37.77530351009439,0.0,0.0,0.0,,,,,,,,,,,,
2193472064,2193472041,0,29901828,,,,Gellikerheide,,unclassified,,False,False,167.11988167481493,0.0239349140264668,0.0239349140264668,4.0,,,,,,,,,,,,
2193472064,2193472071,0,216264467,,,,,,unclassified,,False,True,116.5190151666454,-0.042911450915106036,0.042911450915106036,-5.0,,,,,,,,,,,,
2193472066,5745854223,0,232375407,,,,Hoeffaert,,track,,False,True,4.002555377561433,0.2498403908678092,0.2498403908678092,1.0,,,,,,,,,,,,
2193472066,5745854224,0,605926815,,,,,,track,,False,True,9.811821393744529,0.0,0.0,0.0,,,,,,,,,,,,
2193472066,2193472074,0,232375407,,,,Hoeffaert,,track,,False,False,41.126175796081704,0.0,0.0,0.0,,,,,,,,,,,,
2193472071,2193472064,0,216264467,,,,,,unclassified,,False,False,116.5190151666454,0.042911450915106036,0.042911450915106036,5.0,,,,,,,,,,,,
2193472071,3249052512,0,232375395,,,,,,track,,False,False,292.9606725871015,-0.00682685488921852,0.00682685488921852,-2.0,,,,,,,,,,,,
2193472071,2407298719,0,232375405,,,,Hoeffaert,,track,,False,True,158.92728207959942,0.025168743513757332,0.025168743513757332,4.0,,,,,,,,,,,,
2193472074,2193472063,0,232375393,,,ground,,,track,,False,False,41.497021873878275,0.0,0.0,0.0,,,,,,,,bad,,,,
2193472074,2407298738,0,232375393,,,ground,,,track,,False,True,23.00096217250991,0.0,0.0,0.0,,,,,,,,bad,,,,
2193472074,2407298719,0,232375407,,,,Hoeffaert,,track,,False,False,23.29723005433408,0.0,0.0,0.0,,,,,,,,,,,,
2193472074,2193472066,0,232375407,,,,Hoeffaert,,track,,False,True,41.12617579608171,0.0,0.0,0.0,,,,,,,,,,,,
2193472078,2256111722,0,209116379,,,asphalt,Krieckaertlaan,,unclassified,,False,False,119.77975337771635,-0.025045969084104957,0.025045969084104957,-3.0,,,,,,,,,,,,
2193472078,325735336,0,371774889,,,,Houterstraat,,residential,,False,False,146.89732699543245,-0.034037379047444936,0.034037379047444936,-5.0,,,,,,,,,,,,
2193472078,6854034231,0,371774889,,,,Houterstraat,,residential,,False,True,207.7936142924901,0.019249869701816743,0.019249869701816743,4.0,,,,,,,,,,,,
2193472085,2193472091,0,216264469,,,,,,track,,False,False,244.74750166118844,-0.03268674836597371,0.03268674836597371,-8.0,,,,,,,,,,,,
2193472085,7997753375,0,216264469,,,,,,track,,False,True,108.64572681639171,0.0,0.0,0.0,,,,,,,,,,,,
2193472085,6051501248,0,642928889,,,,,,track,,False,False,84.00681679032547,0.0,0.0,0.0,,,,,,,,,,,,
2193472088,2193472095,0,209116392,,,ground,,,track,,False,True,55.07364071251498,-0.07263002678323092,0.07263002678323092,-4.0,,,,,,,,,,,,
2193472088,6854034221,0,731944939,,,unpaved,,,path,,False,False,94.32699638016842,0.0,0.0,0.0,,,,,,,,,,,,
2193472088,2256111723,0,"[1289467576, 1289467578]",,,ground,,,"['track', 'path']",,False,False,154.24665248117304,-0.058348105811233196,0.058348105811233196,-9.0,,,,,,,,,,,,
2193472091,7997753366,0,216261132,,,gravel,,,track,,False,True,335.5129297971105,0.03576613279034156,0.03576613279034156,12.0,,,,,,,,,,,,
2193472091,2193472085,0,216264469,,,,,,track,,False,True,244.74750166118844,0.03268674836597371,0.03268674836597371,8.0,,,,,,,,,,,,
2193472091,2193472102,0,546658467,,,,,,track,,False,False,64.61340104746895,0.0,0.0,0.0,,,,,,,,,,,,
2193472095,11956701605,0,209116392,,,ground,,,track,,False,True,37.997108769208424,0.0,0.0,0.0,,,,,,,,,,,,
2193472095,2193472088,0,209116392,,,ground,,,track,,False,False,55.07364071251498,0.07263002678323092,0.07263002678323092,4.0,,,,,,,,,,,,
2193472095,6854034229,0,731944937,,,ground,,,path,,False,False,64.81594343000292,0.0,0.0,0.0,,,,,,,,,,0.8,,
2193472102,11956701605,0,209116392,,,ground,,,track,,False,False,107.67540967413916,0.10215888691103736,0.10215888691103736,11.0,,,,,,,,,,,,
2193472102,3186375669,0,209257984,,,pebblestone,,,track,,False,False,282.3233455662251,-0.028336303481935842,0.028336303481935842,-8.0,,,,,,,,,,,,
2193472102,2193472106,0,546655814,,,,,,track,,False,True,116.4686631985792,0.09444600545680677,0.09444600545680677,11.0,,,,,,,,,,,,
2193472102,2193472091,0,546658467,,,,,,track,,False,True,64.61340104746895,0.0,0.0,0.0,,,,,,,,,,,,
2193472106,3239089284,0,312749346,,,,,,track,,False,True,121.95719278071282,-0.0901955821480635,0.0901955821480635,-11.0,,,,,,,,,,,,
2193472106,5745854163,0,546655811,,,,,,track,,False,False,113.01931641951701,0.0353921800867418,0.0353921800867418,4.0,,,,,,,,,,,,
2193472106,2193472102,0,546655814,,,,,,track,,False,False,116.4686631985792,-0.09444600545680677,0.09444600545680677,-11.0,,,,,,,,,,,,
2193472114,3186375669,0,209257984,,,pebblestone,,,track,,False,True,159.32023910947925,-0.08159666388064393,0.08159666388064393,-13.0,,,,,,,,,,,,
2193472114,5745854172,0,"[605926789, 605926791]",,,,,,track,,False,False,145.50982767604225,-0.08934104457152355,0.08934104457152355,-13.0,,,,,,,,,,,,
2204882021,36948709,0,316752572,,,asphalt,Koning Albertlaan,N78a,residential,30,False,False,55.604496992531885,0.0,0.0,0.0,,,,,,,,,,,,
2204882021,191072762,0,"[316752572, 316752573]",,,asphalt,Koning Albertlaan,N78a,residential,30,False,True,70.70236592378357,0.0,0.0,0.0,,,,,,,,,,,,
2204882021,10748913133,0,1155846189,,,,,,footway,,False,True,13.76252746669509,0.0,0.0,0.0,,,,,,,,,,,,
2204882029,94101812,0,10657257,,2,asphalt,Tournebride,N78,primary,,False,True,23.055022700300427,0.04337449643833875,0.04337449643833875,1.0,roundabout,,,,,,,,,,,
2204882029,12742092876,0,10657258,,,asphalt,Koning Albertlaan,N78a,tertiary,70,False,False,97.53194138433483,0.0,0.0,0.0,,,,,,,,,,,,
2204882029,94101817,0,210415985,,2,asphalt,Tournebride,N78,primary,,False,False,10.904990629685976,0.0,0.0,0.0,roundabout,,,,,,,,,,,
2204882043,3757868192,0,243614282,,1,asphalt,Tournebride,N78,primary,70,False,True,65.74993972999486,0.0,0.0,0.0,,,,,,,,,,,,
2204882043,2910565884,0,287460757,,,asphalt,,,residential,,False,True,52.88740367459618,0.0,0.0,0.0,,,,,,,,,,,,
2204882043,31194312,0,"[657049149, 1421367957]",,2,asphalt,Tournebride,N78,primary,70,False,False,483.79881751373375,0.008267899497059954,0.008267899497059954,4.0,,,,,,,,,,,,
2204882044,2204882046,0,243614282,,1,asphalt,Tournebride,N78,primary,70,False,True,17.351927221866315,0.0,0.0,0.0,,,,,,,,,,,,
2204882044,2218316978,0,243614275,,,paved,Reistraat,,residential,,False,True,26.580833884283688,0.0,0.0,0.0,,,,,,,,,,,,
2204882044,3757868192,0,243614282,,1,asphalt,Tournebride,N78,primary,70,False,False,23.61110669264314,0.0,0.0,0.0,,,,,,,,,,,,
2204882046,2204882044,0,243614282,,1,asphalt,Tournebride,N78,primary,70,False,False,17.351927221866315,0.0,0.0,0.0,,,,,,,,,,,,
2204882046,2218316978,0,243614274,,,paved,Reistraat,,residential,,False,False,22.740081274449373,0.0,0.0,0.0,,,,,,,,,,,,
2204882046,2204882053,0,243614282,,1,asphalt,Tournebride,N78,primary,70,False,True,142.91489013406826,0.0,0.0,0.0,,,,,,,,,,,,
2204882048,36948630,0,372086685,,,,Dassenpad,,residential,,False,True,33.53000242350893,0.0,0.0,0.0,,,,,,,,,,,,
2204882048,36948632,0,210415890,,,,Dassenpad,,residential,,False,False,40.499971897298515,0.0,0.0,0.0,,,,,,,,,,,,
2204882048,2204882050,0,210415892,,,,Dassenpad,,residential,,False,True,39.84154378613506,0.0,0.0,0.0,,,,,,,,,,,,
2204882050,2204882053,0,210415892,,,,Dassenpad,,residential,,False,True,12.756969411051406,0.0,0.0,0.0,,,,,,,,,,,,
2204882050,36948632,0,657049147,,1,asphalt,Tournebride,N78,primary,70,False,False,13.693916207949426,0.0,0.0,0.0,,,,,,,,,,,,
2204882050,2204882048,0,210415892,,,,Dassenpad,,residential,,False,False,39.84154378613506,0.0,0.0,0.0,,,,,,,,,,,,
2204882050,3757868191,0,657049147,,1,asphalt,Tournebride,N78,primary,70,False,True,175.59604816025478,0.0,0.0,0.0,,,,,,,,,,,,
2204882053,36948632,0,210415890,,,,Dassenpad,,residential,,False,True,11.16118650296175,0.0,0.0,0.0,,,,,,,,,,,,
2204882053,2204882050,0,210415892,,,,Dassenpad,,residential,,False,False,12.756969411051406,0.0,0.0,0.0,,,,,,,,,,,,
2204882053,2204882046,0,243614282,,1,asphalt,Tournebride,N78,primary,70,False,False,142.91489013406826,0.0,0.0,0.0,,,,,,,,,,,,
2204882053,12144876878,0,"[1421367977, 210415965]",,"['1', '2']",asphalt,Tournebride,N78,primary,70,False,True,73.57863132323841,0.0,0.0,0.0,,,,,,,,,,,,
2204882060,3969380489,0,371937412,,2,asphalt,Staatsbaan,N78,primary,70,False,False,3.087911283276609,0.0,0.0,0.0,,,,,,,,,,,,
2204882060,3969380491,0,371937412,,2,asphalt,Staatsbaan,N78,primary,70,False,True,12.590697673285712,0.0,0.0,0.0,,,,,,,,,,,,
2204882060,11162779350,0,1204402125,,,paving_stones,,,footway,,False,True,6.962692559843441,0.0,0.0,0.0,,,,,,,,,,,,
2204882060,2204882061,0,1204402125,,,paving_stones,,,footway,,False,False,9.530499372154779,0.0,0.0,0.0,,,,,,,,,,,,
2204882061,11162779353,0,1204402125,,,paving_stones,,,footway,,False,False,6.541942344785941,0.0,0.0,0.0,,,,,,,,,,,,
2204882061,3756218254,0,"[1421358755, 372086694]",,"['2', '3']",asphalt,Staatsbaan,N78,primary,70,False,False,193.1708070478283,-0.010353531315447723,0.010353531315447723,-2.0,,,,,,,,,,,,
2204882061,3756218232,0,372086694,,2,asphalt,Staatsbaan,N78,primary,70,False,True,126.89931356835905,-0.02364078981706972,0.02364078981706972,-3.0,,,,,,,,,,,,
2204882061,2204882060,0,1204402125,,,paving_stones,,,footway,,False,True,9.530499372154777,0.0,0.0,0.0,,,,,,,,,,,,
2204882063,191072901,0,48938371,,,,Schuttershofstraat,,residential,50,False,True,9.720783588093095,0.0,0.0,0.0,,,,,,,,,,,,
2204882063,3756218255,0,371937412,,2,asphalt,Staatsbaan,N78,primary,70,False,False,15.996597950811504,0.0,0.0,0.0,,,,,,,,,,,,
2204882063,3756218262,0,1421358757,,3,asphalt,Staatsbaan,N78,primary,70,False,True,16.0704278037231,0.0,0.0,0.0,,,,,,,,,,,,
2204882063,620000811,0,48938371,,,,Schuttershofstraat,,residential,50,False,False,189.26646166128356,0.010567112537768339,0.010567112537768339,2.0,,,,,,,,,,,,
2204882065,2218204067,0,211882111,,1,,Ladderstraat,,residential,,False,True,16.14682538297644,0.0,0.0,0.0,,,,,,,,,,,,
2204882065,365275801,0,1037096928,,,,Paalsteenlaan,,residential,,False,False,11.013620418175849,0.0,0.0,0.0,,,,,,,,,,,,
2204882065,620000915,0,"[1037096928, 4841107]",,,asphalt,Paalsteenlaan,,residential,30,False,True,138.9545106067728,0.0,0.0,0.0,,,,,,,,,,,,
2204882065,3756218282,0,1421358758,,2,asphalt,Staatsbaan,N78,primary,50,False,False,13.703891785491635,0.0,0.0,0.0,,,,,,,,,,,,
