osmid,y,x,street_count,elevation,highway,ref
2297990,50.8282979,5.7292407,3,63.0,,
30124657,50.8165777,5.6675817,3,60.0,,
30160924,50.835243,5.734763,4,63.0,,
30428938,50.841372,5.7330693,3,60.0,,
30428943,50.8391719,5.7338901,3,61.0,,
30428945,50.839947,5.7338591,3,61.0,,
31011812,50.8556709,5.6935036,3,49.0,,
31012528,50.8493611,5.6943133,3,50.0,,
31077966,50.8558761,5.6920715,3,49.0,,
31089185,50.8351985,5.7283269,3,62.0,,
31089226,50.8350324,5.7298508,4,66.0,,
31092488,50.8640674,5.7301213,3,51.0,,
31092737,50.849294,5.7310289,3,54.0,,
31092739,50.8490757,5.7281603,4,53.0,,
31093323,50.8403637,5.7092499,1,49.0,,
31093520,50.8369716,5.7127768,1,52.0,,
31129440,50.878256,5.6778426,1,47.0,,
31129479,50.8783712,5.67806,3,47.0,,
31129550,50.8782631,5.6778849,3,47.0,,
31129814,50.8468233,5.6981103,3,52.0,,
31129823,50.837133,5.7028334,3,47.0,,
31129828,50.8429269,5.7020453,3,49.0,,
31130316,50.8460293,5.695233,1,51.0,,
31130515,50.8518202,5.6973885,3,45.0,,
31216599,50.8622695,5.687702,3,51.0,,
31216629,50.8657368,5.686264,3,45.0,,
31216658,50.8587797,5.690101,3,46.0,,
31262515,50.8814344,5.6693007,3,54.0,,
31425176,50.8437427,5.6891467,3,50.0,,
31425177,50.8437295,5.6889418,3,50.0,,
31505678,50.8547762,5.6639957,4,69.0,,
31512094,50.8450304,5.6896084,3,50.0,,
31512283,50.8685611,5.685222,3,43.0,,
31512288,50.8698131,5.6835035,3,45.0,,
31576581,50.861296,5.6629498,4,64.0,,
31576582,50.8614349,5.6628826,3,64.0,,
31793746,50.8671745,5.6858641,3,43.0,,
41932243,50.8108931,5.7147913,3,50.0,,
41932307,50.8109473,5.7165595,3,50.0,,
41933765,50.8134605,5.7081366,5,49.0,,
41934469,50.8144249,5.7193778,3,54.0,,
41934473,50.8144392,5.7122938,3,48.0,,
41934516,50.8145096,5.7193584,4,54.0,,
41934635,50.8146613,5.7207137,3,53.0,,
41934775,50.8155878,5.7192709,3,53.0,,
41935034,50.8150107,5.722721,3,56.0,,
41935043,50.8150748,5.707365,3,47.0,,
41937236,50.8170406,5.7276813,3,56.0,,
41937253,50.8171003,5.7275297,3,56.0,,
41937306,50.8171673,5.7279273,3,56.0,,
41937420,50.8172409,5.7275172,3,56.0,,
41937466,50.8172556,5.7278884,3,56.0,,
41937487,50.8172822,5.7066312,3,49.0,,
41937500,50.8173123,5.7277445,3,56.0,,
41938316,50.8179602,5.7188833,3,50.0,,
41938392,50.8181249,5.6683925,3,72.0,,
41938691,50.8184837,5.7260444,3,54.0,,
41939094,50.8186727,5.6956429,3,49.0,,
41939227,50.8191903,5.6669304,3,63.0,,
41939232,50.8191717,5.7287312,3,57.0,,
41939487,50.8194708,5.7085898,4,48.0,,
41939571,50.8195661,5.7092436,3,48.0,,
41939598,50.8202389,5.665838,3,100.0,,
41939718,50.81983,5.72302,3,56.0,,
41939980,50.8200797,5.7050173,3,48.0,,
41939991,50.8199686,5.7182195,3,48.0,,
41940024,50.8201899,5.708368,4,48.0,,
41940032,50.8200927,5.7278347,3,57.0,,
41940068,50.8202199,5.7049358,3,48.0,,
41940077,50.8202371,5.7072745,3,48.0,,
41940096,50.8203,5.72346,3,56.0,,
41940117,50.8202246,5.7223368,3,58.0,,
41940140,50.8203399,5.7056194,3,48.0,,
41940198,50.82045,5.70931,3,48.0,,
41940200,50.82045,5.72318,3,56.0,,
41940222,50.8205,5.72771,1,57.0,,
41940252,50.8205333,5.7004272,4,46.0,,
41940302,50.8205989,5.6963924,3,51.0,,
41940310,50.82063,5.72275,3,58.0,,
41940373,50.82072,5.71052,3,48.0,,
41940383,50.8207137,5.70548,3,48.0,,
41940398,50.8207374,5.7150045,3,46.0,,
41940401,50.8207502,5.7224722,3,58.0,,
41940424,50.8208224,5.7062494,3,48.0,,
41940430,50.8207532,5.7139765,3,47.0,,
41940472,50.82086,5.72281,3,59.0,,
41940481,50.8209006,5.7266572,3,62.0,,
41940492,50.8208403,5.7271282,3,61.0,,
41940498,50.8209,5.72339,4,60.0,,
41940594,50.8210008,5.7243858,3,60.0,,
41940599,50.82101,5.72794,1,61.0,,
41940613,50.82104,5.72173,3,59.0,,
41940679,50.8211657,5.7163306,3,48.0,,
41940737,50.82115,5.72544,3,62.0,,
41940793,50.8212483,5.7284101,3,61.0,,
41940902,50.8212833,5.727773,3,61.0,,
41940938,50.82133,5.72644,3,62.0,,
41940965,50.8213832,5.7260213,3,62.0,,
41941052,50.82147,5.72552,3,62.0,,
41941088,50.82155,5.72713,3,61.0,,
41941092,50.82157,5.72215,4,59.0,,
41941173,50.82161,5.72459,3,60.0,,
41941176,50.82161,5.72788,3,61.0,,
41941210,50.82166,5.7221,3,59.0,,
41941214,50.82166,5.72274,3,59.0,,
41941224,50.8216712,5.7242547,3,60.0,,
41941277,50.8217197,5.7038724,3,45.0,,
41941292,50.8217373,5.7106565,3,48.0,,
41941331,50.8216557,5.7046055,1,50.0,,
41941360,50.821833,5.7036999,3,45.0,,
41941374,50.8218134,5.7013636,3,47.0,,
41941390,50.8218518,5.7103974,3,49.0,,
41941397,50.8218442,5.7259307,3,62.0,,
41941458,50.8219175,5.7279382,3,61.0,,
41941476,50.8219144,5.7108405,3,48.0,,
41941588,50.822013,5.7230166,4,60.0,,
41941594,50.8220242,5.7140269,3,48.0,,
41941599,50.8220215,5.7105937,3,48.0,,
41941689,50.82211,5.72437,3,60.0,,
41941710,50.82214,5.72714,3,61.0,,
41941714,50.82215,5.72731,3,61.0,,
41941717,50.8221354,5.719712,1,55.0,,
41941724,50.8221353,5.727703,3,61.0,,
41941748,50.8221659,5.7260953,3,62.0,,
41941772,50.8221994,5.7067923,3,49.0,,
41941817,50.8222071,5.7262042,3,62.0,,
41941823,50.8222068,5.7000144,1,47.0,,
41941842,50.8222803,5.7083831,3,49.0,,
41941871,50.8223054,5.6732485,3,55.0,,
41941901,50.822312,5.7223098,3,59.0,,
41941932,50.8223216,5.7124639,3,48.0,,
41941949,50.8223485,5.7232667,3,60.0,,
41941957,50.82238,5.72418,4,60.0,,
41942015,50.8224422,5.7093974,3,49.0,,
41942020,50.82244,5.72679,3,62.0,,
41942029,50.8224717,5.7091853,3,49.0,,
41942030,50.82247,5.72781,1,61.0,,
41942032,50.8224649,5.6649815,4,71.0,,
41942060,50.82254,5.72226,3,59.0,,
41942074,50.8225733,5.6672039,4,58.0,,
41942076,50.8225173,5.7284417,3,61.0,,
41942088,50.82258,5.72732,1,61.0,,
41942117,50.8226358,5.7094342,3,49.0,,
41942121,50.8226232,5.7036573,4,45.0,,
41942124,50.8226379,5.709215,3,49.0,,
41942125,50.8226266,5.7213143,3,59.0,,
41942159,50.822683,5.7290752,3,61.0,,
41942173,50.8227145,5.7059028,3,50.0,,
41942174,50.82271,5.70625,3,49.0,,
41942179,50.82272,5.72306,3,60.0,,
41942188,50.8227562,5.7067629,3,49.0,,
41942206,50.8227437,5.7045251,3,50.0,,
41942211,50.8227897,5.7070672,3,49.0,,
41942213,50.82277,5.72679,4,62.0,,
41942228,50.82279,5.72464,1,60.0,,
41942330,50.8228597,5.7258941,3,62.0,,
41942342,50.8228221,5.7213437,3,59.0,,
41942362,50.8228864,5.7079114,3,49.0,,
41942386,50.8228867,5.7104034,3,49.0,,
41942427,50.8229747,5.7221884,4,60.0,,
41942456,50.8229825,5.7085175,3,48.0,,
41942546,50.8231057,5.7061621,3,49.0,,
41942548,50.8230883,5.7099354,3,48.0,,
41942566,50.8231135,5.725043,4,62.0,,
41942567,50.8231017,5.725699,1,62.0,,
41942610,50.8231265,5.7278716,3,63.0,,
41942644,50.8231439,5.7212879,3,60.0,,
41942653,50.8231805,5.7074437,3,47.0,,
41942659,50.8231646,5.7107035,3,48.0,,
41942679,50.823202,5.7217056,3,60.0,,
41942714,50.823176,5.7229156,3,60.0,,
41942720,50.823226,5.7055881,1,49.0,,
41942723,50.8232263,5.7100843,3,48.0,,
41942743,50.8232318,5.711331,3,48.0,,
41942757,50.82326,5.72282,3,60.0,,
41942758,50.82326,5.72684,4,62.0,,
41942805,50.8232774,5.7116892,3,48.0,,
41942820,50.82331,5.726,3,62.0,,
41942846,50.82333,5.72572,3,62.0,,
41942849,50.8233178,5.6654236,3,73.0,,
41942851,50.82334,5.7279,3,63.0,,
41942863,50.8233715,5.7114837,3,48.0,,
41942878,50.8233662,5.7102356,3,48.0,,
41942882,50.8234173,5.6670936,3,60.0,,
41942884,50.823388,5.7231963,3,61.0,,
41942886,50.8233924,5.7233611,3,61.0,,
41942957,50.823472,5.6735335,3,60.0,,
41942959,50.8233648,5.7245721,3,61.0,,
41942960,50.82343,5.72542,3,62.0,,
41942991,50.8234664,5.7045,3,49.0,,
41943009,50.82349,5.72866,3,63.0,,
41943048,50.8235836,5.6965651,4,45.0,,
41943100,50.8235787,5.7214955,3,60.0,,
41943104,50.8236042,5.7251833,3,62.0,,
41943189,50.8236136,5.7092123,4,48.0,,
41943217,50.8236623,5.7242377,4,61.0,,
41943311,50.8236942,5.7260411,3,62.0,,
41943336,50.82377,5.72047,3,57.0,,
41943338,50.8237707,5.7251984,3,62.0,,
41943445,50.8238495,5.7246677,3,61.0,,
41943449,50.8238254,5.7252033,3,62.0,,
41943488,50.8238778,5.7230368,3,61.0,,
41943495,50.82388,5.72222,3,60.0,,
41943497,50.8238908,5.7081911,3,47.0,,
41943521,50.8239203,5.7084999,3,48.0,,
41943522,50.823964,5.7095824,3,48.0,,
41943529,50.8240781,5.696602,3,45.0,,
41943544,50.8239619,5.72692,4,62.0,,
41943556,50.8239908,5.7260093,3,62.0,,
41943575,50.8239216,5.7280271,3,63.0,,
41943642,50.8240576,5.710426,4,48.0,,
41943666,50.8240873,5.7081441,3,47.0,,
41943718,50.8241167,5.708453,3,48.0,,
41943719,50.8241448,5.7112461,4,48.0,,
41943755,50.8242035,5.7117608,3,48.0,,
41943803,50.8242223,5.7124321,4,48.0,,
41943814,50.824248,5.7041249,3,44.0,,
41943877,50.8242769,5.7243023,3,61.0,,
41943903,50.8243025,5.6994601,1,44.0,,
41943924,50.8243314,5.7210392,3,60.0,,
41943927,50.8243328,5.7212367,3,60.0,,
41943935,50.8243353,5.7250905,3,62.0,,
41943937,50.8243563,5.7252256,3,62.0,,
41943957,50.8243681,5.6998194,1,44.0,,
41943979,50.8244563,5.7262793,1,62.0,,
41944029,50.8244465,5.7212345,3,60.0,,
41944030,50.8244489,5.7219995,3,60.0,,
41944032,50.82445,5.7221666,3,60.0,,
41944059,50.8244454,5.7073149,3,47.0,,
41944065,50.8245042,5.696164,1,45.0,,
41944069,50.8245195,5.7222945,3,60.0,,
41944073,50.8245,5.72296,3,61.0,,
41944142,50.8245871,5.7251048,1,62.0,,
41944257,50.82467,5.70906,4,48.0,,
41944291,50.8247008,5.7210258,1,60.0,,
41944372,50.82474,5.72585,1,62.0,,
41944389,50.8247929,5.7238422,4,61.0,,
41944476,50.8247009,5.7250852,3,62.0,,
41944486,50.8248589,5.7292352,3,64.0,,
41944534,50.8248863,5.7275064,3,63.0,,
41944536,50.824933,5.7277564,3,63.0,,
41944625,50.8249132,5.7251246,3,62.0,,
41944638,50.8249425,5.7084433,3,48.0,,
41944642,50.8249286,5.7104755,4,48.0,,
41944649,50.8249439,5.727446,3,63.0,,
41944658,50.8249702,5.7265893,4,62.0,,
41944761,50.8249987,5.7259344,3,62.0,,
41944825,50.82514,5.72579,3,64.0,,
41944835,50.8251554,5.70461,3,48.0,,
41944856,50.8251752,5.7056543,3,48.0,,
41944864,50.8251646,5.7244775,3,65.0,,
41944866,50.8251101,5.7289668,3,64.0,,
41944914,50.8252,5.72337,3,65.0,,
41944922,50.825165,5.7249991,3,65.0,,
41944964,50.8252403,5.7416511,3,69.0,,
41944989,50.8252041,5.7106959,3,46.0,,
41945058,50.8252554,5.7131,4,49.0,,
41945071,50.8252086,5.6964974,4,46.0,,
41945073,50.8252669,5.7096942,4,48.0,,
41945078,50.825277,5.7280863,3,64.0,,
41945111,50.8252174,5.6962595,4,46.0,,
41945117,50.8252856,5.7067122,3,49.0,,
41945226,50.8253626,5.7073187,3,49.0,,
41945235,50.8254331,5.7213681,3,64.0,,
41945288,50.8254424,5.7203135,3,60.0,,
41945375,50.8254797,5.7082888,4,49.0,,
41945418,50.82557,5.71516,3,48.0,,
41945429,50.8255739,5.7147994,3,48.0,,
41945488,50.8255685,5.708965,3,48.0,,
41945495,50.8256397,5.7224102,3,64.0,,
41945508,50.8256509,5.727667,3,64.0,,
41945530,50.8257273,5.7217672,3,64.0,,
41945545,50.8257,5.72677,4,64.0,,
41945595,50.825694,5.725189,3,64.0,,
41945602,50.82572,5.72601,3,64.0,,
41945652,50.8257715,5.7149239,3,48.0,,
41945715,50.8258104,5.7234397,3,65.0,,
41945727,50.8258141,5.7232945,3,65.0,,
41945731,50.8258241,5.7224659,3,64.0,,
41945754,50.8259066,5.7104488,3,46.0,,
41945831,50.8260221,5.7233154,3,65.0,,
41945890,50.8259919,5.7214298,3,64.0,,
41945894,50.8259875,5.7218011,3,64.0,,
41945960,50.8259934,5.7096474,4,48.0,,
41946073,50.82609,5.72287,1,64.0,,
41946182,50.8261044,5.7202347,3,60.0,,
41946184,50.82612,5.72473,3,65.0,,
41946193,50.8261124,5.7091103,3,48.0,,
41946217,50.8261327,5.7067223,3,49.0,,
41946222,50.82615,5.72439,1,65.0,,
41946258,50.826199,5.7218046,3,64.0,,
41946260,50.8262,5.72481,3,65.0,,
41946343,50.826217,5.7045702,3,48.0,,
41946365,50.82624,5.72654,3,64.0,,
41946391,50.8262637,5.7086793,3,48.0,,
41946395,50.82629,5.7281,4,64.0,,
41946409,50.8263052,5.7279288,3,64.0,,
41946459,50.82631,5.72421,4,65.0,,
41946472,50.8263441,5.6950841,1,87.0,,
41946491,50.8263703,5.7236626,3,65.0,,
41946505,50.82639,5.72722,3,64.0,,
41946581,50.82644,5.72288,3,64.0,,
41946592,50.82645,5.72638,3,64.0,,
41946668,50.8265404,5.6869497,3,75.0,,
41946683,50.8264976,5.6908281,3,88.0,,
41946690,50.82652,5.72183,4,64.0,,
41946730,50.82658,5.72019,3,60.0,,
41946732,50.8265773,5.7202911,4,60.0,,
41946753,50.8265983,5.7068564,3,49.0,,
41946760,50.8265889,5.7196774,4,60.0,,
41946794,50.8265982,5.7191358,3,60.0,,
41946809,50.82664,5.70657,3,49.0,,
41946814,50.8266387,5.703336,5,48.0,,
41946834,50.8266802,5.7141751,3,49.0,,
41946850,50.8266853,5.7060878,3,48.0,,
41946856,50.8266919,5.7137016,3,49.0,,
41946948,50.82675,5.72367,3,65.0,,
41946958,50.8267516,5.7039225,3,48.0,,
41946993,50.8267931,5.7041344,4,48.0,,
41947218,50.8269059,5.7274326,3,64.0,,
41947260,50.8269646,5.7265023,3,64.0,,
41947343,50.82701,5.7203,3,60.0,,
41947349,50.8270069,5.7290626,3,64.0,,
41947392,50.8271102,5.7282124,3,64.0,,
41947439,50.82712,5.7208957,3,63.0,,
41947440,50.8271656,5.7218522,3,63.0,,
41947538,50.8271863,5.7227284,3,63.0,,
41947554,50.8272377,5.72186,3,63.0,,
41947572,50.8273206,5.7209081,3,63.0,,
41947617,50.827322,5.7286576,3,64.0,,
41947687,50.8274307,5.7132453,3,45.0,,
41947774,50.8275767,5.6939557,1,62.0,,
41947882,50.82769,5.72382,3,63.0,,
41947957,50.8277438,5.7227744,3,63.0,,
41947968,50.8277615,5.7224937,3,63.0,,
41947971,50.8278923,5.7243267,1,63.0,,
41948013,50.8278094,5.7239208,3,63.0,,
41948021,50.8278366,5.7169058,1,52.0,,
41948024,50.8278342,5.7216585,4,63.0,,
41948032,50.8278507,5.7145376,4,45.0,,
41948064,50.8278775,5.7203013,4,58.0,,
41948088,50.8279097,5.7279166,4,64.0,,
41948104,50.8278964,5.7219715,3,63.0,,
41948123,50.8279517,5.7271527,3,64.0,,
41948172,50.8280052,5.6942234,1,62.0,,
41948268,50.8280694,5.7084913,3,49.0,,
41948277,50.8281748,5.7246458,4,63.0,crossing,
41948312,50.828184,5.7239664,4,63.0,,
41948356,50.8282858,5.6751363,3,67.0,,
41948369,50.8281729,5.7093654,3,49.0,,
41948457,50.8283291,5.7226208,3,63.0,,
41948462,50.8282969,5.7060159,3,50.0,,
41948464,50.82832,5.72151,3,63.0,,
41948472,50.828336,5.7208855,3,63.0,,
41948476,50.8283305,5.7030924,3,48.0,,
41948533,50.828415,5.7215115,3,63.0,,
41948547,50.8284359,5.7219742,3,63.0,,
41948626,50.8285409,5.7110817,4,47.0,,
41948693,50.828636,5.7277827,3,64.0,,
41948703,50.8285809,5.7272671,3,64.0,,
41948741,50.8286814,5.72819,3,64.0,,
41948742,50.8285555,5.7221016,3,63.0,,
41948787,50.8287145,5.7116891,1,47.0,,
41948810,50.8287606,5.719673,3,58.0,,
41948823,50.8287885,5.7058182,3,50.0,,
41948864,50.8287828,5.7204,3,58.0,,
41948904,50.8288974,5.7272855,3,64.0,,
41948910,50.8288758,5.71001,4,49.0,,
41948987,50.8289391,5.727453,3,64.0,,
41948999,50.829103,5.7021672,4,48.0,,
41949015,50.8290241,5.6856528,3,105.0,,
41949018,50.8289807,5.7029992,3,48.0,,
41949101,50.8290283,5.7107455,3,47.0,,
41949118,50.8290872,5.7217404,4,63.0,,
41949120,50.8289857,5.7277187,3,64.0,,
41949171,50.82911,5.70831,3,49.0,,
41949176,50.82913,5.72629,4,64.0,,
41949193,50.829339,5.6550454,3,70.0,,
41949207,50.8292,5.6958175,3,56.0,,
41949253,50.82921,5.72538,3,60.0,,
41949258,50.8292198,5.72371,3,62.0,,
41949260,50.8292137,5.7239099,3,62.0,,
41949269,50.8292177,5.6960796,4,44.0,,
41949275,50.8292041,5.7247162,4,62.0,,
41949276,50.8291759,5.7278021,3,62.0,,
41949277,50.8292373,5.7212815,3,62.0,,
41949280,50.8292451,5.7228621,4,62.0,,
41949332,50.8293,5.7279,3,62.0,,
41949361,50.8292904,5.7084895,3,49.0,,
41949376,50.8293635,5.728938,3,62.0,,
41949419,50.8294225,5.662883,4,95.0,,
41949420,50.82943,5.7029,3,48.0,,
41949430,50.8294554,5.7055486,3,50.0,,
41949431,50.8294492,5.7099586,3,49.0,,
41949449,50.8294789,5.7217343,3,62.0,,
41949493,50.8294651,5.7274319,3,62.0,,
41949511,50.8295296,5.7105385,3,47.0,,
41949532,50.8295607,5.7070007,4,51.0,,
41949548,50.82958,5.72634,4,60.0,,
41949640,50.8296332,5.7054818,3,50.0,,
41949642,50.8295148,5.720127,3,58.0,,
41949661,50.8295917,5.7228482,3,62.0,,
41949681,50.829687,5.7022339,3,48.0,,
41949761,50.82978,5.70616,1,50.0,,
41949766,50.8297805,5.7240448,3,62.0,,
41949841,50.82986,5.70691,4,51.0,,
41949859,50.8298816,5.7205289,3,58.0,,
41949865,50.8298519,5.7018268,3,48.0,,
41949902,50.8299178,5.7098074,4,49.0,,
41949914,50.8299388,5.7264137,3,60.0,,
41949956,50.8299676,5.707914,3,51.0,,
41949957,50.8299802,5.7144434,3,48.0,,
41949974,50.8299856,5.7273555,3,62.0,,
41950002,50.8300071,5.7037861,1,48.0,,
41950013,50.830042,5.7104064,3,49.0,,
41950015,50.83002,5.71414,3,48.0,,
41950017,50.8299748,5.7216317,4,62.0,,
41950033,50.8300507,5.7229199,3,62.0,,
41950044,50.8300879,5.7236253,1,62.0,,
41950100,50.8301216,5.7023125,3,48.0,,
41950102,50.8301332,5.7300851,4,62.0,,
41950107,50.83015,5.71309,3,48.0,,
41950146,50.830188,5.7082866,3,51.0,,
41950208,50.8302376,5.7068143,3,51.0,,
41950212,50.8302751,5.7030654,1,48.0,,
41950221,50.8302532,5.7122582,3,47.0,,
41950237,50.8302532,5.705314,3,50.0,,
41950263,50.8300649,5.703789,3,48.0,,
41950264,50.8303148,5.7079723,3,51.0,,
41950321,50.83036,5.71,1,49.0,,
41950329,50.8303655,5.7027823,3,48.0,,
41950384,50.8303701,5.7095326,3,49.0,,
41950385,50.8304005,5.7230517,3,62.0,,
41950387,50.8304165,5.7237622,3,62.0,,
41950414,50.83047,5.70373,3,48.0,,
41950417,50.8305063,5.7096711,3,49.0,,
41950434,50.8305093,5.7043628,1,50.0,,
41950442,50.8305265,5.7040772,3,48.0,,
41950447,50.8305011,5.7215059,3,62.0,,
41950482,50.8304776,5.724452,1,62.0,,
41950483,50.8304835,5.7245952,1,62.0,,
41950511,50.8305591,5.7230408,3,62.0,,
41950529,50.8305531,5.7316733,3,63.0,,
41950561,50.8306055,5.7231944,1,62.0,,
41950578,50.8305805,5.6570068,3,71.0,,
41950589,50.8306962,5.7273275,3,62.0,,
41950627,50.8307111,5.7302804,4,62.0,,
41950653,50.83075,5.70362,3,48.0,,
41950726,50.8307959,5.72625,3,60.0,,
41950728,50.8308221,5.7292246,3,62.0,,
41950741,50.83084,5.70395,3,48.0,,
41950757,50.8308374,5.7091392,3,49.0,,
41950758,50.8308463,5.709363,3,49.0,,
41950798,50.8308729,5.7198162,3,58.0,,
41950861,50.8308944,5.7124194,3,47.0,,
41950868,50.8309106,5.7229348,3,62.0,,
41950869,50.830889,5.7242375,1,62.0,,
41950887,50.8309626,5.7150117,3,48.0,,
41950913,50.8310199,5.6568974,3,71.0,,
41950928,50.8309679,5.7194608,1,58.0,,
41950934,50.831045,5.7242647,3,62.0,,
41950955,50.8310792,5.7246507,3,62.0,,
41951086,50.8311,5.73198,3,63.0,,
41951112,50.831159,5.6564637,3,71.0,,
41951119,50.8311082,5.7096941,1,49.0,,
41951157,50.83115,5.6569333,3,71.0,,
41951202,50.8312199,5.6565051,3,71.0,,
41951208,50.8311354,5.7084374,3,49.0,,
41951233,50.8312381,5.6564357,3,71.0,,
41951240,50.8312305,5.7076098,3,51.0,,
41951253,50.8312681,5.6563365,3,72.0,,
41951255,50.8312682,5.7201049,3,50.0,,
41951263,50.8312718,5.7126055,4,51.0,,
41951324,50.8312724,5.7304382,4,60.0,,
41951332,50.8313031,5.7124474,3,49.0,,
41951349,50.8312994,5.6850628,3,99.0,,
41951382,50.831315,5.6549744,3,76.0,,
41951390,50.8312697,5.7083811,3,49.0,,
41951405,50.83134,5.70361,3,47.0,,
41951412,50.83135,5.72347,1,61.0,,
41951419,50.83136,5.70375,3,47.0,,
41951425,50.8313727,5.7126436,4,51.0,,
41951438,50.831396,5.7124699,3,49.0,,
41951441,50.8314017,5.7275338,3,60.0,,
41951448,50.8313981,5.7293891,3,60.0,,
41951531,50.8314768,5.6579546,3,72.0,,
41951532,50.8314389,5.6777894,3,55.0,,
41951617,50.831542,5.7049839,3,49.0,,
41951624,50.8315469,5.7235017,3,61.0,,
41951672,50.8316261,5.6554068,4,76.0,,
41951677,50.8311746,5.7015186,3,48.0,,
41951681,50.8316,5.72487,1,61.0,,
41951723,50.8316031,5.7058564,3,49.0,,
41951739,50.8316319,5.6537645,3,78.0,,
41951760,50.8316501,5.6780561,3,55.0,,
41951764,50.83164,5.73225,3,62.0,,
41951767,50.8320393,5.6886257,3,89.0,,
41951779,50.8316512,5.7064964,3,48.0,,
41951791,50.8316691,5.6935331,3,61.0,,
41951810,50.8314875,5.693702,3,61.0,,
41951827,50.8317242,5.7253407,3,61.0,,
41951873,50.8317337,5.7076607,3,48.0,,
41951892,50.8317395,5.7229631,3,61.0,,
41951897,50.8317551,5.6537146,4,78.0,,
41951900,50.8317811,5.6594797,3,69.0,,
41951938,50.8317828,5.6541452,3,78.0,,
41951946,50.8318604,5.722378,3,58.0,,
41951952,50.8318157,5.6584343,3,69.0,,
41951976,50.8318479,5.6594166,3,69.0,,
41951977,50.83187,5.70344,1,47.0,,
41951980,50.8318432,5.7263239,3,61.0,,
41951983,50.8318828,5.6540578,3,78.0,,
41951985,50.831901,5.7057939,3,49.0,,
41952015,50.8319147,5.724289,3,61.0,,
41952022,50.8319272,5.7077518,3,48.0,,
41952038,50.8319428,5.7306265,4,60.0,,
41952162,50.8320331,5.6527534,3,78.0,,
41952187,50.8320534,5.7295705,3,60.0,,
41952197,50.8321121,5.6564681,3,72.0,,
41952240,50.83211,5.73158,4,62.0,,
41952250,50.8321139,5.7078256,3,48.0,,
41952256,50.8321276,5.657944,3,72.0,,
41952261,50.8321644,5.6598432,3,69.0,,
41952264,50.8321357,5.6547119,3,76.0,,
41952278,50.8321771,5.6808635,1,70.0,,
41952283,50.8321689,5.7325579,3,62.0,,
41952339,50.8322256,5.653271,4,78.0,,
41952444,50.8324208,5.6758639,1,54.0,,
41952463,50.8324,5.65375,3,78.0,,
41952521,50.8324177,5.6803566,3,70.0,,
41952529,50.8324927,5.6555678,3,76.0,,
41952532,50.832459,5.7261398,3,61.0,,
41952539,50.8324806,5.6573933,3,72.0,,
41952570,50.8325173,5.7267447,3,61.0,,
41952573,50.8325093,5.7309503,3,60.0,,
41952617,50.8325236,5.7240775,3,61.0,,
41952626,50.832535,5.7307814,4,60.0,,
41952652,50.8325805,5.6541088,3,78.0,,
41952653,50.8325328,5.6699986,3,54.0,,
41952674,50.8326246,5.7250012,3,61.0,,
41952678,50.8325826,5.7232372,3,61.0,,
41952680,50.8325796,5.7255026,3,61.0,,
41952721,50.8326384,5.7229267,3,61.0,,
41952739,50.8326219,5.7240469,3,61.0,,
41952749,50.8327582,5.6798902,3,70.0,,
41952750,50.832661,5.6928389,3,61.0,,
41952765,50.8323431,5.7129817,1,51.0,,
41952768,50.8327048,5.7225591,3,58.0,,
41952791,50.83271,5.7328998,4,62.0,,
41952796,50.8326993,5.6562108,3,76.0,,
41952802,50.8327537,5.7174918,3,50.0,,
41952805,50.832791,5.6510106,3,81.0,,
41952809,50.83274,5.72864,3,60.0,,
41952826,50.8323832,5.7128086,1,51.0,,
41952836,50.8327873,5.7221577,3,58.0,,
41952867,50.8328428,5.6945538,3,49.0,,
41952872,50.8328215,5.7219735,3,58.0,,
41952889,50.8328236,5.6566325,3,72.0,,
41952917,50.8328884,5.6554726,1,76.0,,
41952927,50.8328651,5.7148153,5,51.0,,
41952936,50.83286,5.70558,3,49.0,,
41952951,50.8329145,5.6551416,4,76.0,,
41952952,50.8329108,5.703911,1,47.0,,
41952966,50.83291,5.7258,1,61.0,,
41952968,50.8329253,5.6535648,3,78.0,,
41952989,50.8329299,5.7266078,3,61.0,,
41952993,50.83295,5.72675,3,61.0,,
41952997,50.8329719,5.6537273,3,78.0,,
41953013,50.8330056,5.6553609,4,76.0,,
41953022,50.8329805,5.7251786,3,61.0,,
41953030,50.8329983,5.6516707,3,81.0,,
41953052,50.8329887,5.6543885,1,76.0,,
41953057,50.8331106,5.6558717,3,76.0,,
41953067,50.83304,5.7261,3,61.0,,
41953073,50.8330643,5.7312892,4,62.0,,
41953088,50.8330575,5.655319,1,76.0,,
41953095,50.833126,5.6533604,1,78.0,,
41953106,50.8332409,5.7082459,3,48.0,,
41953143,50.833097,5.7309268,4,60.0,,
41953201,50.8331573,5.6542304,3,76.0,,
41953221,50.8331692,5.7069553,3,48.0,,
41953222,50.8331665,5.7192557,3,50.0,,
41953303,50.833196,5.7216224,3,58.0,,
41953320,50.8333684,5.7267238,1,58.0,,
41953346,50.8332412,5.6523053,3,78.0,,
41953365,50.8332885,5.703545,3,47.0,,
41953371,50.8333083,5.7019846,3,46.0,,
41953372,50.8332954,5.7059318,3,49.0,,
41953399,50.8333064,5.6560596,3,76.0,,
41953409,50.83333,5.72892,3,60.0,,
41953421,50.8333663,5.6547813,3,76.0,,
41953422,50.8333496,5.7056585,3,48.0,,
41953423,50.8333167,5.7201328,3,50.0,,
41953430,50.8333901,5.7253549,3,58.0,,
